window,prior_basis,n,a,b,corr,rmse_pct_a,rmse_pct_b,bias_pct_a,bias_pct_b
W1,PIT,14,revenue_musd,gbv_musd,0.7595109251901451,1.5737638880805194,4.4675332488338295,0.8044147448421342,1.772788553187053
W1,PIT,14,revenue_musd,nights_m,0.6753134290718427,1.5737638880805194,4.103698125328079,0.8044147448421342,2.1717836261097756
W1,PIT,14,gbv_musd,nights_m,0.877507679087514,4.4675332488338295,4.103698125328079,1.772788553187053,2.1717836261097756
W1,full_sample,14,revenue_musd,gbv_musd,0.5047665703366414,1.246247600981884,3.570159054805426,0.5752999552361742,1.2549135485446126
W1,full_sample,14,revenue_musd,nights_m,0.3078510469123279,1.246247600981884,2.949352571273395,0.5752999552361742,1.6173223030964101
W1,full_sample,14,gbv_musd,nights_m,0.8175628791620493,3.570159054805426,2.949352571273395,1.2549135485446126,1.6173223030964101
W2,PIT,10,revenue_musd,gbv_musd,0.5346579115151275,1.084614100483976,3.134246706150543,0.37151666771762687,0.324110673330444
W2,PIT,10,revenue_musd,nights_m,0.1808145475966378,1.084614100483976,2.1674515204464417,0.37151666771762687,0.6330808963314267
W2,PIT,10,gbv_musd,nights_m,0.7103637273777397,3.134246706150543,2.1674515204464417,0.324110673330444,0.6330808963314267
W2,full_sample,10,revenue_musd,gbv_musd,0.4349906313476141,1.3065112291077645,3.0435187267638253,0.4546285876908425,0.4452286326535842
W2,full_sample,10,revenue_musd,nights_m,0.15005082925045335,1.3065112291077645,2.0115565942282934,0.4546285876908425,0.8287255278975698
W2,full_sample,10,gbv_musd,nights_m,0.6833590969281917,3.0435187267638253,2.0115565942282934,0.4452286326535842,0.8287255278975698
