quarter,revenue_musd,gbv_musd,nights_m
2023Q1,3.285562936789727,8.92995443279281,7.962580750191483
2023Q2,3.3361571557110357,9.525182008470152,10.40332441627034
2023Q3,0.9905577461568766,-0.14737536685798594,2.1974977918992087
2023Q4,-0.06563808804403003,3.270171936909326,3.5107588438615664
2024Q1,-0.6476981608740893,3.7002324455372544,4.11504809049083
2024Q2,1.4605809026731775,1.9653779536043692,1.392684462305406
2024Q3,1.5936383994639636,1.9786727533121924,0.8288575695904926
2024Q4,-0.22837214797422598,-2.519800432405563,-3.027685768511357
2025Q1,1.6070609424917808,6.1449204890627644,3.9042983491756007
2025Q2,-0.36713110979737396,-2.5355910918111553,0.9294401361020935
2025Q3,1.192579299999762,-2.4982762312471833,-0.6846993651952847
2025Q4,-1.1970182688488686,-1.9759036807803676,-0.6701610270467645
2026Q1,-0.5567828229577694,-3.298752551447338,0.5203918136242878
2026Q2,0.8583096429999121,2.280227079479466,-0.977365297221038
