tape,n,stat,target,upside_vs_170_19_pct,implied_ev_fy27_ebitda_spot_x,implied_ev_fy27_ebitda_fy27_basis_x,implied_pe_fy27_delivered_x,req_fy27_ebitda_musd_at_16_5x,req_fy27_revenue_musd_at_16_5x,req_fy27_rev_growth_pct_at_16_5x,req_fy27_nights_growth_pct_at_16_5x,req_fy27_eps_at_16_5x,req_ebitda_vs_delivered_pct_at_16_5x,req_fy27_ebitda_musd_at_13_5x,req_fy27_ebitda_musd_at_18_5x,req_fy27_nights_growth_pct_at_13_5x,req_fy27_nights_growth_pct_at_18_5x
6 Sep pull (31 targets),31.0,min,125.0,-26.552676420471233,11.210564050035192,10.468761619849964,20.56597564988483,3941.3333333333335,10887.661141804789,-23.49498045396975,-25.274931583647266,3.395870244344105,-32.05718757554429,4817.185185185185,3515.2432432432433,-8.669360824457783,-33.353317358388104
6 Sep pull (31 targets),31.0,p25,165.0,-3.049532875022032,15.327126196591355,14.403974378710272,27.147087857847975,5388.606060606061,14885.652101121716,4.597956358048982,2.1644003419048152,5.487826878681016,-7.108326081264515,6586.074074074074,4806.054054054054,24.86760041788365,-8.880399695057871
6 Sep pull (31 targets),31.0,median,175.0,2.826253011340274,16.356266733230395,15.38777756842535,28.79236590983876,5750.424242424242,15885.149840950946,11.621190561053663,9.02423332329283,6.010816037265242,-0.8711107076945779,7028.2962962962965,5128.756756756757,33.25184072846903,-2.7621702792253067
6 Sep pull (31 targets),31.0,mean,179.5483870967742,5.498787882234102,16.824359686992025,15.835249341811883,29.54070205606683,5914.993157380254,16339.76010326037,14.815629343710635,12.14435090514996,6.248691751330972,1.9658162848001481,7229.436081242533,5275.53443766347,37.06531777296107,0.020637293782410637
6 Sep pull (31 targets),31.0,p75,197.5,16.046771255655457,18.67183294066824,17.60133474528427,32.49424152681803,6564.515151515152,18134.01975556672,27.423467517814217,24.4588575314159,7.187541644079756,13.1626238828378,8023.2962962962965,5854.8378378378375,52.11638142728609,11.003845906397958
6 Sep pull (31 targets),31.0,max,220.0,29.267289499970616,20.98739914810608,19.814891922143193,36.1961171437973,7378.606060606061,20382.88967018249,43.225744474574746,39.89348173953893,8.364267250894267,27.196358473370186,9018.296296296296,6580.918918918919,70.98092212610312,24.76986209202121
6 Sep pull (31 targets),31.0,sd / mean,0.13130267138740775,,,,,,,,,,,,,,
6 Sep pull (31 targets),31.0,share below $170.19,35.483870967741936,,,,,,,,,,,,,,
12 Sep pull (feed as-is),32.0,min,125.0,-26.552676420471233,11.210564050035192,10.468761619849964,20.56597564988483,3941.3333333333335,10887.661141804789,-23.49498045396975,-25.274931583647266,3.395870244344105,-32.05718757554429,4817.185185185185,3515.2432432432433,-8.669360824457783,-33.353317358388104
12 Sep pull (feed as-is),32.0,p25,165.0,-3.049532875022032,15.327126196591355,14.403974378710272,27.147087857847975,5388.606060606061,14885.652101121716,4.597956358048982,2.1644003419048152,5.487826878681016,-7.108326081264515,6586.074074074074,4806.054054054054,24.86760041788365,-8.880399695057871
12 Sep pull (feed as-is),32.0,median,182.5,7.233092426111987,17.128122135709678,16.125629960711656,30.02632444883185,6021.787878787879,16634.77314582287,16.888616213307174,14.169108059333846,6.403057906203413,3.806800822482881,7359.962962962963,5370.783783783784,39.54002096140803,1.8265017826491148
12 Sep pull (feed as-is),32.0,mean,181.8125,6.829132146424577,17.057368723815742,16.057993491418742,29.913211582757484,5996.912878787879,16566.05767620961,16.40576886185059,13.697494541863398,6.367102401550749,3.377992265549956,7329.560185185185,5348.597972972973,38.96360444005529,1.405873510310629
12 Sep pull (feed as-is),32.0,p75,200.0,17.515717727246027,18.929118074827997,17.84728554271304,32.90556103981573,6654.969696969697,18383.894190524024,29.179276068565365,26.173815776762876,7.318288933725812,14.721927726230287,8133.851851851852,5935.513513513513,54.21244150493241,12.53340326035608
12 Sep pull (feed as-is),32.0,max,220.0,29.267289499970616,20.98739914810608,19.814891922143193,36.1961171437973,7378.606060606061,20382.88967018249,43.225744474574746,39.89348173953893,8.364267250894267,27.196358473370186,9018.296296296296,6580.918918918919,70.98092212610312,24.76986209202121
12 Sep pull (feed as-is),32.0,sd / mean,0.12336340940655258,,,,,,,,,,,,,,
12 Sep pull (feed as-is),32.0,share below $170.19,34.375,,,,,,,,,,,,,,
12 Sep pull (Goldman corrected to $165),32.0,min,125.0,-26.552676420471233,11.210564050035192,10.468761619849964,20.56597564988483,3941.3333333333335,10887.661141804789,-23.49498045396975,-25.274931583647266,3.395870244344105,-32.05718757554429,4817.185185185185,3515.2432432432433,-8.669360824457783,-33.353317358388104
12 Sep pull (Goldman corrected to $165),32.0,p25,165.0,-3.049532875022032,15.327126196591355,14.403974378710272,27.147087857847975,5388.606060606061,14885.652101121716,4.597956358048982,2.1644003419048152,5.487826878681016,-7.108326081264515,6586.074074074074,4806.054054054054,24.86760041788365,-8.880399695057871
12 Sep pull (Goldman corrected to $165),32.0,median,182.5,7.233092426111987,17.128122135709678,16.125629960711656,30.02632444883185,6021.787878787879,16634.77314582287,16.888616213307174,14.169108059333846,6.403057906203413,3.806800822482881,7359.962962962963,5370.783783783784,39.54002096140803,1.8265017826491148
12 Sep pull (Goldman corrected to $165),32.0,mean,182.125,7.012750455373418,17.08952936558571,16.08873734109734,29.964626521882195,6008.219696969697,16597.291980579274,16.625244930694507,13.911864322531798,6.383445812756506,3.5729052459740007,7343.37962962963,5358.6824324324325,39.22561194976106,1.5970681795554054
12 Sep pull (Goldman corrected to $165),32.0,p75,200.0,17.515717727246027,18.929118074827997,17.84728554271304,32.90556103981573,6654.969696969697,18383.894190524024,29.179276068565365,26.173815776762876,7.318288933725812,14.721927726230287,8133.851851851852,5935.513513513513,54.21244150493241,12.53340326035608
12 Sep pull (Goldman corrected to $165),32.0,max,220.0,29.267289499970616,20.98739914810608,19.814891922143193,36.1961171437973,7378.606060606061,20382.88967018249,43.225744474574746,39.89348173953893,8.364267250894267,27.196358473370186,9018.296296296296,6580.918918918919,70.98092212610312,24.76986209202121
12 Sep pull (Goldman corrected to $165),32.0,sd / mean,0.12140448269016976,,,,,,,,,,,,,,
12 Sep pull (Goldman corrected to $165),32.0,share below $170.19,34.375,,,,,,,,,,,,,,
brief price points,,$150 bear tape,150.0,-11.86321170456548,13.783415391632794,12.928269594137655,24.679170779861796,4845.878787878788,13386.405491377867,-5.9368949464580485,-8.125349130177229,4.703343140804673,-16.464149141619433,5922.740740740741,4322.0,12.291239952005629,-18.057743818806703
