quarter,reaction_date,price_day_before,price_day1,price_move_day1_pct,price_move_to_plus20_pct,price_runup_prior_21_sessions_pct,n_targets_day_before,mean_target_day_before,mean_target_day1,mean_target_plus1,mean_target_plus5,mean_target_plus20,mean_target_plus40,d_mean_target_day1_pct,d_mean_target_plus5_pct,d_mean_target_plus20_pct,d_mean_target_plus40_pct,chase_ratio_plus5,chase_ratio_plus20,chase_ratio_plus40,n_target_changes_m5_to_p25_lower_bound,n_raises_lower_bound,n_cuts_lower_bound,median_change_pct,mean_change_pct,n_same_day,n_within_5_sessions,share_within_5_sessions,rating_upgrades,rating_downgrades,pt_premium_day_before_pct,pt_premium_plus20_pct,print_class
2020Q4,2021-02-26,182.05999755859372,206.3500061035156,13.341760337607633,-4.207406220382969,-5.541147468188257,15,168.86666666666667,177.7058823529412,178.88235294117646,180.41176470588235,180.41176470588235,183.78947368421052,5.234434871461424,6.836812893337352,6.836812893337352,8.8370353439857,0.5124370937818307,0.5124370937818307,0.6623590231250028,9,9,0,16.883116883116877,20.16075956773631,6,8,0.8888888888888888,1,0,-7.246693984866681,3.4471164104319163,up 5%+
2021Q1,2021-05-14,135.75,141.1999969482422,4.014730716937165,9.915290396955578,-23.057299985574076,19,183.0,181.38095238095238,181.38095238095238,179.71428571428572,177.22727272727272,177.0,-0.884725474889414,-1.7954722872755569,-3.1544957774465976,-3.2786885245901676,-0.44722109996092624,-0.7857303515123824,-0.8166646173199573,10,1,9,-9.365079365079366,-11.090358999350228,8,9,0.9,1,0,34.80662983425415,18.777069065570707,small
2021Q2,2021-08-13,151.14999389648438,152.75999450683594,1.0651674994139881,6.066830167399462,8.670643379194898,24,177.125,177.91666666666666,177.91666666666666,177.48,177.04,177.15384615384616,0.44695365796283415,0.20042342978121575,-0.04798870853917059,0.01628576081647015,0.18816142051975918,-0.04505273449065243,0.015289389533035805,6,5,1,2.5531031619732913,3.112052786982113,4,6,1.0,0,0,17.18492037869661,10.42913667161207,small
2021Q3,2021-11-05,178.4499969482422,201.6199951171875,12.984028335772724,1.3449196953303932,6.696560208216562,26,177.53846153846155,180.8846153846154,182.23076923076923,182.23076923076923,184.15384615384616,183.52,1.8847487001732999,2.6429809358752054,3.726169844020788,3.369150779896013,0.20355631299674862,0.28698103143803955,0.2594842442397907,8,8,0,10.197368421052634,13.161863243277427,5,7,0.875,0,0,-0.5108071870939979,1.826839888763665,up 5%+
2021Q4,2022-02-16,180.07000732421875,186.63999938964844,3.6485765525628766,-12.50624943437323,9.805476731766415,23,183.8695652173913,189.7826086956522,192.47826086956522,192.47826086956522,190.45833333333334,188.08695652173913,3.215890281390399,4.681957909671319,3.583392448963507,2.293686450697563,1.283228635118691,0.9821343741428196,0.6286524121541055,12,12,0,5.277777777777781,6.896704998367189,10,11,0.9166666666666666,0,0,2.110044837356728,20.88754658466403,small
2022Q1,2022-05-04,145.0,156.17999267578125,7.710339776400854,-16.372412319841047,-16.218874522628358,23,186.82608695652175,185.88,183.92307692307693,183.92307692307693,185.5,178.33333333333334,-0.5063998138236103,-1.553856894792427,-0.7097975331626816,-4.545807152276781,-0.2015289779509249,-0.09205787990500353,-0.5895728702112711,11,2,9,-10.63829787234043,-9.861253617401717,6,9,0.8181818181818182,0,0,28.845577211394314,52.977071360759666,up 5%+
2022Q2,2022-08-03,116.33999633789062,115.0199966430664,-1.1346052401364104,-2.7677442776915973,27.27271816762333,24,168.04166666666666,150.0,150.0,150.0,151.0,148.84,-10.736424497892383,-10.736424497892383,-10.141333994544999,-11.426729481775343,9.46269602685915,8.93820479211407,10.07110585916344,15,1,14,-22.580645161290324,-19.222148490048493,11,11,0.7333333333333333,0,0,44.44015124310037,33.48655970092125,small
2022Q3,2022-11-02,109.0500030517578,94.41000366210938,-13.425033452497859,-7.134347722116807,3.857145763578851,26,145.26923076923077,140.26923076923077,140.26923076923077,137.68,134.2,133.0,-3.441885093989938,-5.22425205189303,-7.619804077310044,-8.44585649986762,0.38914257237258554,0.5675817571905047,0.6291125105759932,13,2,11,-7.4074074074074066,-8.168802431007961,10,10,0.7692307692307693,0,2,33.21341284170569,32.51703806508242,down 5%+
2022Q4,2023-02-15,120.87000274658205,137.00999450683594,13.353182256554796,-0.7280589582326358,20.424429051535608,26,130.69230769230768,138.96296296296296,140.17857142857142,139.07407407407408,139.25,140.14285714285714,6.328341290083506,6.413358620539333,6.547969393761055,7.231144370638187,0.4802869081930751,0.49036770920630507,0.5415296692358536,20,20,0,13.140020898641591,13.638334071816093,16,20,1.0,1,0,8.126337985049314,16.05133967757655,up 5%+
2023Q1,2023-05-10,127.06999969482422,113.19000244140624,-10.923111109429973,-9.105217378304186,12.850800547771568,27,139.03703703703704,134.59259259259258,134.11111111111111,133.03703703703704,130.07142857142858,130.8148148148148,-3.1965903036760834,-4.315396909962709,-6.448359844737039,-5.913692061800746,0.3950703116291848,0.5903409550755315,0.5413926492696232,14,0,14,-9.079391891891891,-9.38699962313721,10,13,0.9285714285714286,0,0,9.417673228105205,12.61595547309835,down 5%+
