scope,horizon_quarters,window,candidate_sample,scoring,candidate,reference,n,n_year_clusters,n_bootstrap,candidate_rmse_musd,reference_rmse_musd,rmse_ratio,ratio_p05,ratio_p95,worst_deletion_ratio,any_deletion_reversal,targets
common4,2,W1,joint,raw_midpoint,joint,fixed,11,4,2000,64.28731767190047,74.59238075721366,0.8618483150597576,0.542690556809097,1.5742502687591242,1.0637505365588653,True,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,2,W1,joint,integer_interval,joint,fixed,11,4,2000,63.92837947515429,74.19431396010839,0.8616344846793282,0.5404076216370627,1.5782802167519245,1.064560709883345,True,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,2,W1,joint,raw_midpoint,joint,guide_growth,11,4,2000,64.28731767190047,59.062532976620474,1.088461913703366,0.7443978304492169,1.519047543871683,1.2765444688793992,True,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,2,W1,joint,integer_interval,joint,guide_growth,11,4,2000,63.92837947515429,58.596931355092046,1.0909851078677508,0.7432932558735625,1.5274000768778666,1.2798992074034972,True,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,2,W1,joint,raw_midpoint,joint,revenue_growth,11,4,2000,64.28731767190047,118.69124062413414,0.5416348951603139,0.35696571050693976,0.7758574870316572,0.6555788337558366,False,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,2,W1,joint,integer_interval,joint,revenue_growth,11,4,2000,63.92837947515429,118.29533028729342,0.5404133816600966,0.35441472464726953,0.7753604838833511,0.6545134424959554,False,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,2,W1,fixed,raw_midpoint,fixed,guide_growth,11,4,2000,74.59238075721366,59.062532976620474,1.2629390748740927,0.8205064752287301,1.6698654259354644,1.5423298145960538,True,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,2,W1,fixed,integer_interval,fixed,guide_growth,11,4,2000,74.19431396010839,58.596931355092046,1.2661808774677574,0.8186054148197511,1.6786027721650196,1.5490587975563326,True,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,2,W1,fixed,raw_midpoint,fixed,revenue_growth,11,4,2000,74.59238075721366,118.69124062413414,0.6284573348881686,0.42388172814291797,0.8644233438375173,0.7570146150359125,False,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,2,W1,fixed,integer_interval,fixed,revenue_growth,11,4,2000,74.19431396010839,118.29533028729342,0.6271956279247812,0.4225854882894192,0.8632910074612227,0.7558950871941912,False,2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
