quarter,scheme,n_objects,adj_ebitda_margin_pct
2026Q3,ew_all,11,50.44111061331037
2026Q3,ew_top3_prior_mae,11,50.026210961877666
2026Q3,invmae_all,11,50.3589211941241
2026Q3,invmae_recency,11,50.37057417211833
2026Q3,best_single_prior_mae,11,49.93548664850028
2026Q3,m5_dispersion_only,11,50.11777344483114
2026Q3,m5_m3_5050,11,50.11777344483114
2026Q3,m5_60_plus_two_independent_40,11,50.07485541369275
2026Q3,ew_three_least_correlated,11,49.41488039214043
2026Q3,family_equal_thirds,11,50.63240604381589
2026Q3,family_B50_A30_C20,11,50.62567398681094
2026Q3,recommended_ws23_60_20_20,11,50.45994765021321
2026Q3,median_all,11,50.11777344483114
2026Q4,ew_all,9,28.915961491083152
2026Q4,ew_top3_prior_mae,9,29.03387399843429
2026Q4,invmae_all,9,28.974501000593165
2026Q4,invmae_recency,9,28.976105060691737
2026Q4,best_single_prior_mae,9,29.02076367258228
2026Q4,m5_dispersion_only,9,29.294124937518895
2026Q4,m5_m3_5050,9,29.294124937518895
2026Q4,m5_60_plus_two_independent_40,9,29.36159426305892
2026Q4,ew_three_least_correlated,9,29.345783107678667
2026Q4,family_equal_thirds,9,29.177291678274848
2026Q4,family_B50_A30_C20,9,29.10710160776484
2026Q4,recommended_ws23_60_20_20,9,29.0798262788901
2026Q4,median_all,9,28.78673338520171
2027Q1,ew_all,6,19.079123395947413
2027Q1,ew_top3_prior_mae,6,19.379028509712487
2027Q1,invmae_all,6,19.085848915797623
2027Q1,invmae_recency,6,19.109049724332493
2027Q1,best_single_prior_mae,6,19.379028509712487
2027Q1,m5_60_plus_two_independent_40,6,18.50012204956431
2027Q1,ew_three_least_correlated,6,17.62121558941614
2027Q1,family_equal_thirds,6,18.49491982927755
2027Q1,family_B50_A30_C20,6,18.669660677249833
2027Q1,recommended_ws23_60_20_20,6,19.36862406913896
2027Q1,median_all,6,19.263474235399027
2027Q2,ew_all,6,33.878786162442985
2027Q2,ew_top3_prior_mae,6,33.98824600141212
2027Q2,invmae_all,6,33.87071836009991
2027Q2,invmae_recency,6,33.88696187847275
2027Q2,best_single_prior_mae,6,33.98824600141212
2027Q2,m5_60_plus_two_independent_40,6,33.58971901344758
2027Q2,ew_three_least_correlated,6,33.19119202548303
2027Q2,family_equal_thirds,6,33.60725588121186
2027Q2,family_B50_A30_C20,6,33.69046865235763
2027Q2,recommended_ws23_60_20_20,6,34.02331973694069
2027Q2,median_all,6,33.81774914457641
2027Q3,ew_all,6,49.60031585634849
2027Q3,ew_top3_prior_mae,6,48.38612591601177
2027Q3,invmae_all,6,49.4097699291483
2027Q3,invmae_recency,6,49.42887409458286
2027Q3,best_single_prior_mae,6,48.38612591601177
2027Q3,m5_60_plus_two_independent_40,6,48.35633858110994
2027Q3,ew_three_least_correlated,6,48.326551246208105
2027Q3,family_equal_thirds,6,49.27442787008794
2027Q3,family_B50_A30_C20,6,49.46400319486391
2027Q3,recommended_ws23_60_20_20,6,50.222304493967776
2027Q3,median_all,6,49.74525261826044
2027Q4,ew_all,6,26.591745802013243
2027Q4,ew_top3_prior_mae,6,27.792740836538723
2027Q4,invmae_all,6,26.7696987675663
2027Q4,invmae_recency,6,26.755208589495364
2027Q4,best_single_prior_mae,6,27.792740836538723
2027Q4,m5_60_plus_two_independent_40,6,27.969327413716186
2027Q4,ew_three_least_correlated,6,28.145913990893646
2027Q4,family_equal_thirds,6,27.02443449352771
2027Q4,family_B50_A30_C20,6,26.80013859405453
2027Q4,recommended_ws23_60_20_20,6,25.90295499616178
2027Q4,median_all,6,26.706221678956588
2028Q1,ew_all,2,17.05001016220993
2028Q1,invmae_all,2,17.049881889053815
2028Q1,invmae_recency,2,17.049762173734408
2028Q1,family_equal_thirds,2,17.05001016220993
2028Q1,family_B50_A30_C20,2,17.05001016220993
2028Q1,recommended_ws23_60_20_20,2,17.05001016220993
2028Q1,median_all,2,17.05001016220993
2028Q2,ew_all,2,32.22252777210409
2028Q2,invmae_all,2,32.22240695870724
2028Q2,invmae_recency,2,32.22229420546384
2028Q2,family_equal_thirds,2,32.22252777210409
2028Q2,family_B50_A30_C20,2,32.22252777210409
2028Q2,recommended_ws23_60_20_20,2,32.22252777210409
2028Q2,median_all,2,32.22252777210409
2028Q3,ew_all,2,49.10389307574175
2028Q3,invmae_all,2,49.10324653122903
2028Q3,invmae_recency,2,49.102643121402686
2028Q3,family_equal_thirds,2,49.10389307574175
2028Q3,family_B50_A30_C20,2,49.10389307574175
2028Q3,recommended_ws23_60_20_20,2,49.10389307574175
2028Q3,median_all,2,49.10389307574175
2028Q4,ew_all,2,24.06119268913004
2028Q4,invmae_all,2,24.061003041660214
2028Q4,invmae_recency,2,24.060826046658974
2028Q4,family_equal_thirds,2,24.06119268913004
2028Q4,family_B50_A30_C20,2,24.06119268913004
2028Q4,recommended_ws23_60_20_20,2,24.06119268913004
2028Q4,median_all,2,24.06119268913004
