quarter,n_objects,mean_abs_err,median_abs_err,mean_err,seasonal_naive_abs_err
2023Q1,11,2.6600203304867795,2.5885105609175376,1.7314153491583466,0.7648054453720956
2023Q2,11,1.9650440991755844,1.4119533076123858,1.601572547751117,0.8200427110862947
2023Q3,11,2.094597523712413,2.612240069807001,-2.093673491389657,3.475883805172046
2023Q4,11,4.295314218091506,3.90590972386488,-4.295314218091506,6.6696439323041865
2024Q1,11,2.5975422455987993,2.49645694744175,-2.597505877325992,5.383143356352438
2024Q2,11,2.2186523987830253,2.2900928163168146,1.0865211525246934,0.4382634010505697
2024Q3,11,1.3242809469076013,1.6843505263940557,0.5507252920622224,1.5236475283500042
2024Q4,11,1.2036393059513677,0.9117871629035824,0.6976092849721257,2.426444922772621
2025Q1,11,1.3744601717214855,1.2244262288900316,-1.3744601717214855,1.4407112610302306
2025Q2,11,1.8089270828495339,1.7767069199315415,-1.8089270828495339,1.155879399253017
2025Q3,11,1.2671592824168614,0.8560485169408878,1.1009738275096177,2.379696045290892
2025Q4,11,1.0174710464571695,1.0159423810091257,0.9621754200658156,2.553037692468472
2026Q1,11,0.6980308568662988,0.5972129266512134,-0.13944475247431853,1.0262611892414988
2026Q2,11,0.4873130274375415,0.3158604505664257,-0.0726365514334546,1.2614803737889415
