group,markets,mean_change_pp,median_change_pp,sd_change_pp,min_change_pp,max_change_pp,share_positive,mean_I1,mean_I2,mean_I3,mean_I4
US,7,-1.892262127750797,-1.5595976279949326,3.5774023257049903,-7.200973917736638,2.5197876129817605,0.42857142857142855,12.59410061805201,11.500964006828529,10.536797616275763,9.77374275310318
non_US,25,0.2316815559196359,-0.3792766225700497,4.515054301234638,-6.370377232233899,17.004663547645894,0.48,8.721592081512075,11.856874097336634,9.860265194928944,11.181564095759038
EMEA_Europe,4,-0.977564555078497,-1.5165839936600332,1.7597294716506515,-2.3409781931906117,1.4638879601966899,0.25,11.023298748303286,8.277721344012706,8.459116971405157,8.886774010753845
APAC_Australia,11,1.3754265348334003,0.6452545560419569,5.793311423741863,-6.370377232233899,17.004663547645894,0.6363636363636364,5.96344811034746,10.114591107356958,7.793311504172604,11.035580783198613
APAC_non_Australia,5,1.118882156764777,0.7487533595368578,3.631597772827001,-3.9857381794099176,4.6536233967922005,0.6,11.75849680385475,14.955192315219827,15.491738766295109,13.459714666309026
LatAm,5,-2.204361109737281,-2.8121040860891853,3.0717550312242854,-5.367569555814033,2.5642526846498512,0.2,9.911238762298584,15.454900660067869,9.897008322045753,11.06040888084614
balanced_intervals_non_US,21,0.24143076877722672,-0.8497735269918483,4.675310245116387,-6.370377232233899,17.004663547645894,0.42857142857142855,9.36628596950898,11.94872961999263,9.968866051543008,11.829011075513062
balanced_intervals_US,6,-2.627603751206223,-2.948706781779703,3.288656189568689,-7.200973917736638,1.366262588108679,0.3333333333333333,13.59429419192414,11.704927091122267,11.214196386438369,8.829817394195588
deep_cohorts_non_US,20,-0.5033590732139089,-0.614525074780949,2.26509402208292,-5.367569555814033,3.8073704229140635,0.45,8.700297094443233,11.538120130085076,9.575595488690492,9.656103589410002
deep_cohorts_US,6,-1.0074768294198233,-0.5432904755863657,2.9633546323640165,-4.506514290872175,2.5197876129817605,0.5,11.647258387042882,11.940656578046207,11.10222134634534,10.4707399599041
nonUS_minus_US_difference,32,2.123943683670433,,,,,0.2587,,,,
