market,listings_in_cohort,last_interval,last_interval_rate_pct,boot_lo_pct,boot_hi_pct,boot_sd_pp,change_pp,change_boot_lo_pp,change_boot_hi_pp,region,us,australia,europe
austin,340,4,9.952128999748048,7.720869709447434,12.481213503804966,1.2282667082799257,-4.337815935564473,-7.929774843763122,-0.6657179587677835,NA_US,True,False,False
bangkok,481,4,14.114490161001788,11.343723512743127,16.98395744873137,1.4363165153765622,-0.37927662257004435,-3.9575583551998657,3.3543965094146495,APAC,False,False,False
barcelona,508,4,6.2528905744149474,5.1830331020647,7.381276837490214,0.5610198105440528,-0.8497735269918483,-2.3741063143332886,0.6183796624340521,EMEA,False,False,True
barossa-valley,27,4,39.81308411214953,16.93933931910449,59.42645787153192,10.829430603472172,17.004663547645894,5.092288058409718,26.968731219344388,APAC,False,True,False
barwon-south-west-vic,399,4,12.52074497510603,9.07122030242331,16.36675987690103,1.8887552499911415,1.3745380131300013,-1.440238593580207,4.326001211741809,APAC,False,True,False
belize,198,4,15.996301433194638,11.057100852001282,21.341389195401373,2.6027170443049017,2.564252684649853,-1.6685467087911126,6.529543893079595,LatAm,False,False,False
bogota,596,1,10.405471421592575,8.260360326285664,12.500430638493338,1.1041671911554058,,,,LatAm,False,False,False
brisbane,231,4,8.640674394099051,5.888006817383597,12.006355019029229,1.5425140495023275,0.6452545560419569,-2.164645219127169,3.198307327640678,APAC,False,True,False
buenos-aires,767,4,8.413739868776535,6.925537696311888,9.97467441891656,0.793350724953734,-5.367569555814029,-10.059177291985888,-1.2892574517643918,LatAm,False,False,False
chicago,317,4,5.591759512297666,4.152309892956812,7.181311733955119,0.772731786369214,-7.200973917736642,-10.63564136029785,-3.783516601166736,NA_US,True,False,False
hong-kong,58,4,8.701298701298702,4.005040119880886,15.051596848035528,2.8393630205454627,4.557048829474795,-2.10340812290158,11.810668527321813,APAC,False,False,False
london,1874,4,7.942576558341767,7.148256863676332,8.788330004809524,0.42222184389556844,-2.3409781931906117,-3.3769453718504607,-1.260862621441358,EMEA,False,False,True
los-angeles,714,4,8.054498096573832,6.536260353889414,9.647287117666838,0.7891529090728749,-4.506514290872177,-6.83513921063435,-2.3351654369271753,NA_US,True,False,False
melbourne,732,4,7.433911432901162,6.124445738759819,8.812942958829865,0.6981557631511346,1.4089879486226522,-0.16285824555664022,3.224676922866537,APAC,False,True,False
mexico-city,858,4,10.405701754385966,8.924236928177423,11.838002537380941,0.7590420948952961,-2.8121040860891835,-5.073880865565246,-0.5849560411971773,LatAm,False,False,False
mid-north-coast,355,4,5.8232931726907635,4.528674108568589,7.231852679718073,0.687891435717576,0.12361266878297439,-1.7251469730407456,2.056968402379946,APAC,False,True,False
mornington-peninsula,233,4,5.278072972015586,3.3812390034442834,7.558840696646381,1.0506782251502957,-6.370377232233899,-12.185835133439964,-1.3526878935485223,APAC,False,True,False
nashville,306,4,11.600000000000001,9.006264374945637,14.5677703210704,1.3846462500277217,1.3662625881086772,-1.2259810525283994,3.738176751219767,NA_US,True,False,False
new-orleans,256,4,6.49746192893401,5.202617127747384,7.879988311879357,0.6992647201635497,0.4730166768221995,-1.9338871851518502,2.7680313433467543,NA_US,True,False,False
new-york-city,287,4,11.28305582761998,9.065935719340832,13.730663135595373,1.16189872173784,-1.5595976279949326,-4.93686522001636,1.930740391124038,NA_US,True,False,False
northern-rivers,312,4,6.728538283062645,5.233401634404455,8.263191894351548,0.7757803290314185,-1.8322016910815027,-4.170810122114451,0.43104306643057305,APAC,False,True,False
paris,1634,4,8.035116434789078,7.213895257950749,8.952876054730517,0.4496214760114922,-2.183394460328218,-3.6495820720528953,-0.8340716693477637,EMEA,False,False,True
rio-de-janeiro,1620,4,9.330451039962607,8.301300779264974,10.436347188708519,0.5618335154287246,-1.266158186076055,-2.9633866624565197,0.381418654493958,LatAm,False,False,False
rome,2027,4,13.316512475469583,11.908423874932424,14.802489449955397,0.7378447411938188,1.4638879601966917,0.4082349827282147,2.5652950833063595,EMEA,False,False,True
san-diego,503,4,15.437294906548724,12.308757875119568,18.753682046952772,1.6359045874834268,2.5197876129817622,0.24778728894542976,4.747474480950465,NA_US,True,False,False
santiago,454,4,11.155850307910944,8.149636170835162,14.561009373990665,1.6290533320608696,-4.140226405356984,-7.563692261716704,-0.8592002719970149,LatAm,False,False,False
sao-paulo,1562,1,7.991710381451979,6.954233783034807,9.067966035830466,0.5419945641529897,,,,LatAm,False,False,False
singapore,74,4,23.963730569948186,13.616313724235736,35.91172717156429,5.657920371052697,-3.985738179409914,-18.05680432698714,8.19562006413896,APAC,False,False,False
sunshine-coast,424,4,8.23199251637044,6.723238460941358,9.803563359573333,0.8057447804948624,1.3123262439079904,-0.41955565355081403,2.8616838092081913,APAC,False,True,False
sydney,630,4,7.67755991285403,6.456753322983698,8.934721706223467,0.6438624301500607,-0.9929421486155086,-2.943376936484037,0.8197279732009831,APAC,False,True,False
taipei,185,4,8.660844250363901,5.434393663133922,12.560186584425596,1.798106658632972,4.6536233967922005,1.27470202887791,8.350873729169537,APAC,False,False,False
tasmania,377,4,5.400961295218821,4.379312336207448,6.509905409614228,0.5494922488732419,-1.3515404459472204,-2.871511122434082,0.15888280905195545,APAC,False,True,False
tokyo,1433,4,11.858209648932544,10.506918887583742,13.300627591316966,0.7073866657015839,0.7487533595368578,-0.4065090864835504,1.924073638672022,APAC,False,False,False
western-australia,661,4,13.842555548716687,11.554969671214634,16.254138997359377,1.2004970925430751,3.8073704229140635,2.0038510386578645,5.558019715029146,APAC,False,True,False
