market,region,us,australia,europe,I1,I2,I3,I4,early_mean,late_mean,change_pp,I4_minus_I1_pp,min_interval_days,max_interval_days,short_run_initial_total,thin_or_concentrated
barossa-valley,APAC,False,True,False,3.6269430051813467,6.116207951070336,3.939393939393939,39.81308411214953,4.871575478125841,21.876239025771735,17.004663547645894,36.186141106968186,62,92,1578,True
taipei,APAC,False,False,False,4.458349628470865,7.192982456140351,12.297734627831716,8.660844250363901,5.825666042305608,10.479289439097808,4.6536233967922005,4.202494621893036,61,122,7063,True
hong-kong,APAC,False,False,False,3.8934426229508197,6.870229007633588,11.176470588235295,8.701298701298702,5.381835815292204,9.938884644766999,4.557048829474795,4.807856078347882,62,95,1860,True
western-australia,APAC,False,True,False,5.762102662024037,9.476681127982646,9.010969087118122,13.842555548716687,7.619391895003341,11.426762317917404,3.8073704229140635,8.080452886692651,63,93,43557,False
belize,LatAm,False,False,False,8.18534961154273,13.42966425839354,10.747217806041336,15.996301433194638,10.807506934968135,13.371759619617986,2.5642526846498512,7.8109518216519085,63,92,13428,False
san-diego,NA_US,True,False,False,6.592939174819226,10.277185501066098,6.4724049953001215,15.437294906548724,8.435062337942663,10.954849950924423,2.5197876129817605,8.844355731729497,63,108,23848,False
rome,EMEA,False,False,True,11.599809546482561,7.793804540138543,9.004877531544905,13.316512475469583,9.696807043310553,11.160695003507243,1.4638879601966899,1.7167029289870221,66,98,127110,False
melbourne,APAC,False,True,False,7.486383126665894,8.787082238077357,11.657529829087391,7.433911432901162,8.136732682371626,9.545720630994277,1.4089879486226504,-0.0524716937647316,60,99,29372,False
barwon-south-west-vic,APAC,False,True,False,5.862428348097968,10.85634066448292,6.9471000637348626,12.52074497510603,8.359384506290443,9.733922519420446,1.3745380131300031,6.6583166270080625,63,92,14536,False
nashville,NA_US,True,False,False,6.677704194260485,11.269614835948644,9.079844206426484,11.600000000000001,8.973659515104565,10.339922103213244,1.366262588108679,4.922295805739516,62,95,14425,False
sunshine-coast,APAC,False,True,False,6.614917313533581,7.0520231213872835,8.059600406366407,8.23199251637044,6.833470217460432,8.145796461368423,1.3123262439079912,1.6170752028368591,62,122,26643,False
tokyo,APAC,False,False,False,12.18011543068714,11.005770816158284,12.825183316986596,11.858209648932544,11.592943123422712,12.34169648295957,0.7487533595368578,-0.3219057817545963,62,92,89032,False
brisbane,APAC,False,True,False,8.00230282095567,8.447043534762832,9.099181073703367,8.640674394099051,8.224673177859252,8.869927733901209,0.6452545560419569,0.638371573143381,59,101,9860,False
new-orleans,NA_US,True,False,False,9.791511541325391,10.617059891107077,14.857142857142858,6.49746192893401,10.204285716216233,10.677302393038435,0.4730166768222013,-3.2940496123913814,60,97,12615,False
mid-north-coast,APAC,False,True,False,3.7677304964539005,9.13907284768212,7.330735509011204,5.8232931726907635,6.4534016720680105,6.577014340850983,0.12361266878297261,2.055562676236863,26,129,18360,False
bangkok,APAC,False,False,False,10.353599592978886,22.3454157782516,17.825971965088602,14.114490161001788,16.349507685615244,15.970231063045194,-0.3792766225700497,3.7608905680229014,62,93,15647,False
barcelona,EMEA,False,False,True,8.996539792387544,6.377067811592372,7.421169975581273,6.2528905744149474,7.686803801989958,6.83703027499811,-0.8497735269918483,-2.743649217972597,60,97,33640,False
sydney,APAC,False,True,False,7.172818791946309,11.874832843006152,9.384207424867414,7.67755991285403,9.52382581747623,8.530883668860723,-0.9929421486155068,0.5047411209077213,60,99,29154,False
rio-de-janeiro,LatAm,False,False,False,7.7094090648307505,15.741260048607217,11.58790170132325,9.330451039962607,11.725334556718984,10.459176370642929,-1.266158186076055,1.621041975131857,67,93,46989,False
tasmania,APAC,False,True,False,6.226355611601513,9.390243902439025,7.512557326927277,5.400961295218821,7.808299757020269,6.456759311073049,-1.3515404459472196,-0.8253943163826927,59,97,22109,False
new-york-city,NA_US,True,False,False,12.014849814377321,18.06972789115646,15.682326621923936,11.28305582761998,15.042288852766891,13.482691224771958,-1.5595976279949326,-0.7317939867573404,57,102,14890,False
northern-rivers,APAC,False,True,False,6.927798889213681,12.002507051081166,8.537364275069192,6.728538283062645,9.465152970147424,7.632951279065919,-1.8322016910815044,-0.1992606061510358,64,94,17774,False
paris,EMEA,False,False,True,12.604061308643896,8.399214461956795,8.601370415155179,8.035116434789078,10.501637885300346,8.318243424972128,-2.183394460328218,-4.568944873854818,60,98,84404,False
london,EMEA,False,False,True,10.892784345699145,10.540798562363115,8.80904996333927,7.942576558341767,10.71679145403113,8.375813260840518,-2.3409781931906117,-2.9502077873573773,60,98,85392,False
mexico-city,LatAm,False,False,False,12.122788761706556,14.452798663324979,10.5456774984672,10.405701754385966,13.287793712515768,10.475689626426583,-2.8121040860891853,-1.7170870073205897,76,93,27538,False
singapore,APAC,False,False,False,27.906976744186046,27.36156351791531,23.333333333333332,23.963730569948186,27.634270131050677,23.64853195164076,-3.9857381794099176,-3.94324617423786,63,92,1731,True
santiago,LatAm,False,False,False,15.031847133757962,11.5363283416528,7.131872356785851,11.155850307910944,13.28408773770538,9.143861332348397,-4.140226405356984,-3.875996825847018,62,93,12797,False
austin,NA_US,True,False,False,20.611798980335035,8.174692049272117,10.158730158730158,9.952128999748048,14.393245514803576,10.055429579239103,-4.337815935564473,-10.659669980586987,64,97,9333,False
los-angeles,NA_US,True,False,False,14.194746617139826,13.235659299726843,10.362879238548484,8.054498096573832,13.715202958433334,9.208688667561159,-4.506514290872175,-6.140248520565994,56,102,26183,False
buenos-aires,LatAm,False,False,False,6.50679923965492,22.114451988360813,9.472372247611133,8.413739868776535,14.310625614007867,8.943056058193834,-5.367569555814033,1.9069406291216149,61,123,20457,False
mornington-peninsula,APAC,False,True,False,4.148148148148148,18.118466898954704,4.2477876106194685,5.278072972015586,11.133307523551426,4.762930291317527,-6.370377232233899,1.1299248238674382,65,95,7404,True
chicago,NA_US,True,False,False,18.275154004106774,8.86280857952246,7.14425523585829,5.591759512297666,13.568981291814616,6.368007374077978,-7.200973917736638,-12.683394491809107,64,94,13311,True
