market,region,us,1,2,3,4,change_pp,change_per90_pp
barossa-valley,APAC,False,3.548096418112187,5.983246908655764,3.8961038961038956,57.79318661441061,17.004663547645894,26.078973591873275
taipei,APAC,False,6.577892894465211,7.192982456140351,9.07209931561356,12.572193266657276,4.6536233967922005,3.9367086158326376
hong-kong,APAC,False,3.6885245901639343,6.720876203119815,11.176470588235295,12.630917469627148,4.557048829474795,6.698993632289347
western-australia,APAC,False,5.576228382603907,9.37254177492789,8.911947448798141,19.775079355309554,3.8073704229140635,6.869128323287949
belize,LatAm,False,8.007407228683105,13.282085530279327,10.629116511469453,22.851859190278052,2.5642526846498512,6.095741471392536
san-diego,NA_US,True,7.706032801736758,8.564321250888415,6.4724049953001215,22.05327843792675,2.5197876129817605,6.127664690300849
rome,EMEA,False,11.225622141757317,7.157575598086417,9.209533839080017,18.158880648367614,1.4638879601966899,4.492608373801948
melbourne,APAC,False,7.404115180219016,7.988256580070324,12.059513616297302,11.150867149351743,1.4089879486226504,3.9090045026798528
barwon-south-west-vic,APAC,False,5.734984253574099,10.73704021762047,6.870758304792721,17.886778535865755,1.3745380131300031,4.142756184731953
nashville,NA_US,True,6.326246078773092,11.145772914674483,9.079844206426484,16.83870967741936,1.366262588108679,4.223267445199134
sunshine-coast,APAC,False,6.542225914483762,7.0520231213872835,5.945606857155546,11.949666556021606,1.3123262439079912,2.150512188653053
tokyo,APAC,False,12.046268008371896,10.884828279716984,12.546374984008626,17.21353013554724,0.7487533595368578,3.414404415733493
brisbane,APAC,False,7.130764889960498,12.261837389171852,9.305980643560261,13.180689753710416,0.6452545560419569,1.5470340590691638
new-orleans,NA_US,True,9.578652594774839,9.850880311336462,15.024077046548957,9.746192893401014,0.4730166768222013,2.670368516919334
mid-north-coast,APAC,False,13.042144026186579,6.376097335592178,7.330735509011204,8.734939759036145,0.12361266878297261,-1.6762830468657022
bangkok,APAC,False,10.019612509334406,21.85964587002874,17.63008216327444,20.488776040163884,-0.3792766225700497,3.119799912037589
barcelona,EMEA,False,8.897676717745924,5.916867041683645,7.0305820821296265,9.37933586162242,-0.8497735269918483,0.7976870921612402
sydney,APAC,False,7.0939966074194265,10.795302584551047,9.7078007843456,11.516339869281046,-0.9929421486155068,1.6674207308280877
rio-de-janeiro,LatAm,False,7.46071844983621,15.399058743202714,12.126873873477821,12.53344169547216,-1.266158186076055,0.90026918795553
tasmania,APAC,False,6.091000054827568,8.712597435252704,7.683297266175625,8.238754518130404,-1.3515404459472196,0.5592271471128791
new-york-city,NA_US,True,16.89588255146811,15.943877551020407,15.682326621923936,17.81535130676839,-1.5595976279949326,0.32895891310190706
northern-rivers,APAC,False,6.632998936481184,11.741582984753313,8.633289716362105,9.462006960556844,-1.8322016910815044,-0.13964262215777445
paris,EMEA,False,12.33005997584729,7.7135643017970565,8.897969394988117,12.052674652183617,-2.183394460328218,0.4535098847636938
london,EMEA,False,10.892784345699145,9.680325210333473,8.80904996333927,11.913864837512651,-2.3409781931906117,0.07490262240965073
mexico-city,LatAm,False,11.731731059716022,14.293976699991738,12.326116556649973,12.322541551246537,-2.8121040860891853,-0.6885248259056258
singapore,APAC,False,27.30030333670374,27.060886995740415,23.076923076923077,34.233900814211694,-3.9857381794099176,1.4748167793453106
santiago,LatAm,False,14.546948839120608,11.409555502733538,7.053500133084907,16.193976253419113,-4.140226405356984,-1.3545139776750634
austin,NA_US,True,19.12434956938302,7.910992305747211,10.272873194221509,13.995181405895693,-4.337815935564473,-1.3836436375065144
los-angeles,NA_US,True,13.590714846197706,11.678522911523686,10.24900144471828,12.944729083779373,-4.506514290872175,-1.0377536146118693
buenos-aires,LatAm,False,9.600195599490865,16.181306332946935,9.368280244890132,12.213493357901422,-5.367569555814033,-2.0998641648231224
mornington-peninsula,APAC,False,3.9298245614035086,17.534000224794873,4.295515561300586,7.308101038175427,-6.370377232233899,-4.930104093361184
chicago,NA_US,True,17.49748787627244,8.67013882779371,7.22452776659827,7.863411814168593,-7.200973917736638,-5.5398435616496435
