full_sample_nonUS_minus_US_pp,dropped_market,nonUS_minus_US_pp,shift_vs_full_pp
2.123943683670433,chicago,1.2391583853394592,-0.8847852983309736
2.123943683670433,barossa-valley,1.425069434015172,-0.6988742496552609
2.123943683670433,los-angeles,1.6882349898168698,-0.43570869385356303
2.123943683670433,austin,1.7163513823681535,-0.4075923013022793
2.123943683670433,taipei,1.9396961069674092,-0.1842475767030236
2.123943683670433,hong-kong,1.9437200472723013,-0.18022363639813155
2.123943683670433,western-australia,1.974956647545665,-0.14898703612476782
2.123943683670433,belize,2.0267532199733407,-0.09719046369709217
2.123943683670433,rome,2.072601750158889,-0.051341933511543925
2.123943683670433,melbourne,2.0748892506411405,-0.049054433029292355
2.123943683670433,barwon-south-west-vic,2.076324664620001,-0.04761901905043198
2.123943683670433,sunshine-coast,2.078916821670918,-0.04502686199951489
2.123943683670433,tokyo,2.102399025186382,-0.02154465848405085
2.123943683670433,brisbane,2.106711475332003,-0.017232208338429977
2.123943683670433,mid-north-coast,2.1284465539677937,0.00450287029736085
2.123943683670433,bangkok,2.1494002744408363,0.02545659077040341
2.123943683670433,barcelona,2.169004312125078,0.04506062845464509
2.123943683670433,sydney,2.174969671359397,0.05102598768896405
2.123943683670433,new-york-city,2.179387766963077,0.05544408329264394
2.123943683670433,rio-de-janeiro,2.1863536729202533,0.06240998924982044
2.123943683670433,tasmania,2.189911267081552,0.06596758341111908
2.123943683670433,northern-rivers,2.209938818962147,0.08599513529171432
2.123943683670433,paris,2.2245718510140935,0.10062816734366065
2.123943683670433,london,2.2311378398833597,0.10719415621292683
2.123943683670433,mexico-city,2.2507680854208005,0.1268244017503677
2.123943683670433,singapore,2.2996695059758308,0.1757258223053979
2.123943683670433,santiago,2.306106515390292,0.18216283171985914
2.123943683670433,buenos-aires,2.3572458133260024,0.2333021296555695
2.123943683670433,mornington-peninsula,2.3990294665101635,0.2750857828397306
2.123943683670433,new-orleans,2.5181568177659326,0.39421313409549974
2.123943683670433,nashville,2.667031136313679,0.5430874526432463
2.123943683670433,san-diego,2.859285307125859,0.735341623455426
