Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-08-26 00:00:00-04:00,190.3000030517578,192.42999267578125,187.89999389648438,188.07000732421875,3369500,0.0,0.0
2026-08-27 00:00:00-04:00,187.86000061035156,188.718994140625,184.0500030517578,184.39999389648438,4792500,0.0,0.0
2026-08-28 00:00:00-04:00,184.6699981689453,191.49000549316406,184.6699981689453,189.42999267578125,4829400,0.0,0.0
2026-08-31 00:00:00-04:00,188.22000122070312,189.3300018310547,181.83999633789062,183.22000122070312,7598300,0.0,0.0
2026-09-01 00:00:00-04:00,182.52999877929688,184.21499633789062,180.75,182.5449981689453,4305900,0.0,0.0
2026-09-02 00:00:00-04:00,183.27999877929688,183.55999755859375,180.16000366210938,183.25999450683594,3412100,0.0,0.0
2026-09-03 00:00:00-04:00,184.2550048828125,187.36000061035156,183.67999267578125,185.25,4976200,0.0,0.0
2026-09-04 00:00:00-04:00,183.14999389648438,184.50999450683594,181.16000366210938,181.94000244140625,3405400,0.0,0.0
2026-09-08 00:00:00-04:00,181.63499450683594,182.7899932861328,173.0330047607422,174.5399932861328,7042700,0.0,0.0
2026-09-09 00:00:00-04:00,172.97500610351562,174.39999389648438,168.89999389648438,169.6300048828125,4893900,0.0,0.0
2026-09-10 00:00:00-04:00,167.7899932861328,170.1300048828125,165.8300018310547,167.64999389648438,3954400,0.0,0.0
2026-09-11 00:00:00-04:00,170.02999877929688,170.42999267578125,167.64999389648438,170.19000244140625,2801000,0.0,0.0
2026-09-14 00:00:00-04:00,170.47000122070312,173.50999450683594,168.64999389648438,170.64999389648438,2860200,0.0,0.0
2026-09-15 00:00:00-04:00,168.875,169.77000427246094,166.6300048828125,168.32000732421875,2425000,0.0,0.0
2026-09-16 00:00:00-04:00,167.48500061035156,170.52999877929688,166.60000610351562,167.50999450683594,3167700,0.0,0.0
