acquired_at_utc,domain,dataset_id,dataset_name,rows,bytes,sha256,local_path,http_status,classification,license_tier
2026-09-05T19:07:14+00:00,bythenumbers.sco.ca.gov,ea39-8ab5,County Transient Occupancy Tax (TOT) for Fiscal Years 2017 to 2024,456,27682,6c7e635e755b00e586b52d31143d7b6e356f47a1584cd56e4ac64b86d41775ab,raw_expansion/v2_2026-09-05/municipal/bythenumbers_sco_ca_gov/ea39-8ab5.csv,200,ok,open_gov
2026-09-05T19:07:16+00:00,bythenumbers.sco.ca.gov,w8wj-pebu,City Transient Occupancy Tax (TOT) for Fiscal Years 2017 to 2024,3854,257257,6dcaf243175a434fd3bc4a985640725eec3b3416038dc1eae8ac9fbd0cf46395,raw_expansion/v2_2026-09-05/municipal/bythenumbers_sco_ca_gov/w8wj-pebu.csv,200,ok,open_gov
2026-09-05T19:07:19+00:00,cos-data.seattle.gov,s7df-xba4,Short Term Rental License,11464,2889320,da54f36ba7b21f071549bcf0b082fbe8776686c525b1ed6f4cedf82c8beb874c,raw_expansion/v2_2026-09-05/municipal/cos-data_seattle_gov/s7df-xba4.csv,200,ok,open_gov
2026-09-05T19:07:22+00:00,data.calgary.ca,gzkz-5k9a,Short Term Rentals,3844,972204,98450df97238f77181fd28a0c97937ca88ffdd9c695a99cb4ff3cfefbcd45784,raw_expansion/v2_2026-09-05/municipal/data_calgary_ca/gzkz-5k9a.csv,200,ok,open_gov
2026-09-05T19:07:25+00:00,data.cambridgema.gov,wxgv-w968,Short Term Rentals,564,486281,de61826e4009519499e19daf85459e3792aea69f6d581f7d4ecdad886dfcf8ce,raw_expansion/v2_2026-09-05/municipal/data_cambridgema_gov/wxgv-w968.csv,200,ok,open_gov
2026-09-05T19:07:28+00:00,data.cityoforlando.net,ssrj-rbua,Short Term Rental Licenses,526,175055,2cb3c00ad73774d7b124ac3c89329cc7a34ca55aa51959638bdb3e7abaa09a9b,raw_expansion/v2_2026-09-05/municipal/data_cityoforlando_net/ssrj-rbua.csv,200,ok,open_gov
2026-09-05T19:07:30+00:00,data.colorado.gov,f3vc-vat3,City of Denver Short Term Rental Licenses,2403,547833,ba0891fb4438cdca0619e3976e82d424babeb6447a726d7171e50edf9c514b06,raw_expansion/v2_2026-09-05/municipal/data_colorado_gov/f3vc-vat3.csv,200,ok,open_gov
2026-09-05T19:07:33+00:00,data.colorado.gov,mpff-jbkx,City of Denver Pending Short Term Rentals,217,43755,f25cdd2902c0696bca60ef184d28965b39e36a3924f8e58392d89d25e4952285,raw_expansion/v2_2026-09-05/municipal/data_colorado_gov/mpff-jbkx.csv,200,ok,open_gov
2026-09-05T19:07:35+00:00,data.colorado.gov,sshp-3kyq,Denver Active Standalone Lodging,168,41214,84400006104f0df3389a4d87aa1407df564d0e908e7d18489361ad9d609dfe98,raw_expansion/v2_2026-09-05/municipal/data_colorado_gov/sshp-3kyq.csv,200,ok,open_gov
2026-09-05T19:07:38+00:00,data.marincounty.gov,b95t-z3rb,Short Term Rentals That Are Registered and Active,791,162030,fe53eae0e042572e1fbf4939bdc59fd3873cd0513ede57a2a4e877c1ab7fcc9b,raw_expansion/v2_2026-09-05/municipal/data_marincounty_gov/b95t-z3rb.csv,200,ok,open_gov
2026-09-05T19:07:40+00:00,data.marincounty.gov,mhtq-t6fz,Transient Occupancy Tax Revenue,92,11614,254d6ee17322c2eaeeadc417e1d4be602392c4a6146fbfa53611b69e006e551e,raw_expansion/v2_2026-09-05/municipal/data_marincounty_gov/mhtq-t6fz.csv,200,ok,open_gov
2026-09-05T19:07:43+00:00,data.mo.gov,7ac3-k2di,Missouri Licensed Lodging Establishment List,1470,139110,b467a621235a325f40eaf250e7db6b3d97cee84a9ae9ed2479b2c48b3610b4b2,raw_expansion/v2_2026-09-05/municipal/data_mo_gov/7ac3-k2di.csv,200,ok,open_gov
2026-09-05T19:07:45+00:00,data.montgomerycountymd.gov,65hb-vjny,Bed & Breakfast Lodging Certificates,45,4329,519c4386315b08e4cad405b125c5205cfdce9980b68812fbc5ec77a9160c0ac0,raw_expansion/v2_2026-09-05/municipal/data_montgomerycountymd_gov/65hb-vjny.csv,200,ok,open_gov
2026-09-05T19:07:48+00:00,data.nola.gov,2ei9-wqw2,Non-Commercial Short-Term Rental Licenses,1163,629157,641632528ab3f7190772281f00160b259fb31d0f922a9d911e2313a42fcfde25,raw_expansion/v2_2026-09-05/municipal/data_nola_gov/2ei9-wqw2.csv,200,ok,open_gov
2026-09-05T19:07:53+00:00,data.nola.gov,en36-xvxg,Short-Term Rental Permit Applications,38756,14346948,7940f4bdef254e81179481e84b457375c3d9b107a79581632fa28da2b86033a7,raw_expansion/v2_2026-09-05/municipal/data_nola_gov/en36-xvxg.csv,200,ok,open_gov
2026-09-05T19:07:56+00:00,data.nola.gov,rbhq-zbz9,"Vacation Rentals (Hotels, B&B, short-term rentals, etc.)",4135,248943,5b9c33894e0fe2f2712cbdda6eb4368cdcfadde2a48fd7612b837257321d6679,raw_expansion/v2_2026-09-05/municipal/data_nola_gov/rbhq-zbz9.csv,200,ok,open_gov
2026-09-05T19:07:59+00:00,data.nola.gov,ufdg-ajws,Active Short-Term Rental Licenses,4252,1762205,4c9b7ba24b66aebad0af2462297aa7e641ebc6f9b3f77ac5a337ed76e320902f,raw_expansion/v2_2026-09-05/municipal/data_nola_gov/ufdg-ajws.csv,200,ok,open_gov
2026-09-05T19:08:02+00:00,data.norfolk.gov,7mjv-xiqs,Short Term Rentals,248,69734,ef32fbead3498bdd222fd18e112b5280eb61310aabb9fd82e6bd9536d571a7c7,raw_expansion/v2_2026-09-05/municipal/data_norfolk_gov/7mjv-xiqs.csv,200,ok,open_gov
2026-09-05T19:08:04+00:00,data.novascotia.ca,a796-4rv8,Short-Term Accommodations Registry Data,19,683,a84ac1a073b639de2aea7fa7d03b6ee381f59ee3a5e7cacc7f4f2b9a6af0a99d,raw_expansion/v2_2026-09-05/municipal/data_novascotia_ca/a796-4rv8.csv,200,ok,open_gov
2026-09-05T19:08:07+00:00,data.oregon.gov,8prr-d4xq,State Transient Lodging Tax Return Statistics by Accommodation Type,602,67392,217c92847663ecf8d78325ef822083a076cec3c96bbedd42c1a1b98b336aebfc,raw_expansion/v2_2026-09-05/municipal/data_oregon_gov/8prr-d4xq.csv,200,ok,open_gov
2026-09-05T19:08:10+00:00,data.weho.org,di8z-6ihr,Rental Buyout Tracking,225,57098,c0b304381c228a76a12f1fb61991ef9c72ae910d179f9792acb5f15b65feaca0,raw_expansion/v2_2026-09-05/municipal/data_weho_org/di8z-6ihr.csv,200,ok,open_gov
2026-09-05T19:08:12+00:00,data.winnipeg.ca,74hr-f8ai,Short Term Rental Accommodations,883,69484,7f1b9080cf726d6b3aa2eae091bb7ba8b115942921d499e6150bc1b8e781c2af,raw_expansion/v2_2026-09-05/municipal/data_winnipeg_ca/74hr-f8ai.csv,200,ok,open_gov
2026-09-05T19:08:15+00:00,datahub.austintexas.gov,2fah-4p7e,Short Term Rental Locations,2920,300905,06838679c7420e887c23933afdb9ebfe6fa1e755369597d89e0f5d39a2969f89,raw_expansion/v2_2026-09-05/municipal/datahub_austintexas_gov/2fah-4p7e.csv,200,ok,open_gov
2026-09-05T19:08:17+00:00,datahub.austintexas.gov,mydx-h5dy,Active_Short_Term_Rental_Counts,30084,2266759,d2dd0ee715d7f151a2b7a7d1bfc56a2bffcf49aa08786208599be76796874e8b,raw_expansion/v2_2026-09-05/municipal/datahub_austintexas_gov/mydx-h5dy.csv,200,ok,open_gov
2026-09-05T19:08:20+00:00,datahub.smcgov.org,caqs-r69f,Affordable Housing Rentals,162,57405,15d46baaa38c394b0bb6055cea0309af0f28064357bea29f94059080aeeca44c,raw_expansion/v2_2026-09-05/municipal/datahub_smcgov_org/caqs-r69f.csv,200,ok,open_gov
