market,geo_id,dump_date,file,url,bytes,sha256,captured_at,status
buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-06-29,listings,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-06-29/data/listings.csv.gz,16603969,7c1e7d739a577279d8559960d5341e296bf329117e8f5e43f30c52a0927d6c5d,2026-09-11T19:50:39+00:00,ok
buenos-aires,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,2026-06-29,reviews,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-06-29/data/reviews.csv.gz,123979870,e02a6418c547921921f9c9a54cad035766ef5c03020fc877709b39071190a2cd,2026-09-11T19:51:01+00:00,ok
barossa-valley,australia/sa/barossa-valley,2026-06-29,listings,https://data.insideairbnb.com/australia/sa/barossa-valley/2026-06-29/data/listings.csv.gz,200362,0e5157a5d98865a2d9a9f090523e5b3802b6ac82e706ea18cebfb4af3a3e245c,2026-09-11T19:51:05+00:00,ok
barossa-valley,australia/sa/barossa-valley,2026-06-29,reviews,https://data.insideairbnb.com/australia/sa/barossa-valley/2026-06-29/data/reviews.csv.gz,2419238,010ff54b9bcf1a2dbb57d21b5f4dd8b50c89b2a8eb09b9b93e76cae8706fc8b4,2026-09-11T19:51:09+00:00,ok
barwon-south-west-vic,australia/vic/barwon-south-west-vic,2026-06-29,listings,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2026-06-29/data/listings.csv.gz,4127073,65386892520542d01e0ea2ca0f971e5602f3e9b4ac8a59c87b5ebdd8af0dd90b,2026-09-11T19:51:13+00:00,ok
barwon-south-west-vic,australia/vic/barwon-south-west-vic,2026-06-29,reviews,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2026-06-29/data/reviews.csv.gz,41675266,9b80708dffc103d15a792b282bf420088c0046c95ee3c74693ee518d4227b317,2026-09-11T19:51:29+00:00,ok
brisbane,australia/qld/brisbane,2026-06-15,listings,https://data.insideairbnb.com/australia/qld/brisbane/2026-06-15/data/listings.csv.gz,3840664,c191ee729dde9ecfe3481e0f549c9cbd6a6d76743e34e29cd672eb63af75fcdf,2026-09-11T19:51:33+00:00,ok
brisbane,australia/qld/brisbane,2026-06-15,reviews,https://data.insideairbnb.com/australia/qld/brisbane/2026-06-15/data/reviews.csv.gz,30381207,12133a32014c2df48f5ce6bef1738157dadcfda52963ae04aa3537088122ffb0,2026-09-11T19:51:43+00:00,ok
melbourne,australia/vic/melbourne,2026-06-16,listings,https://data.insideairbnb.com/australia/vic/melbourne/2026-06-16/data/listings.csv.gz,15270041,d164767f59dbf3b92115e2bb21f09746c8dc0745d5c8f3c883231f5c34f114e4,2026-09-11T19:51:49+00:00,ok
melbourne,australia/vic/melbourne,2026-06-16,reviews,https://data.insideairbnb.com/australia/vic/melbourne/2026-06-16/data/reviews.csv.gz,101517909,28af7a35b411fac8f186fc995de1f26de716a3c63ec9ec56b083a87e1cb69ba8,2026-09-11T19:52:13+00:00,ok
mid-north-coast,australia/nsw/mid-north-coast,2026-06-19,listings,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-06-19/data/listings.csv.gz,3033008,cb6d5f878bace75a23514bf38fdaa22716cebadd5f64b4cc41e4524c51cf612e,2026-09-11T19:52:17+00:00,ok
mid-north-coast,australia/nsw/mid-north-coast,2026-06-19,reviews,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-06-19/data/reviews.csv.gz,28046875,4638faf3c851ed43c81727f5ee04b50b87b555560709e63ffca3532b79010158,2026-09-11T19:52:23+00:00,ok
mornington-peninsula,australia/vic/mornington-peninsula,2026-06-22,listings,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2026-06-22/data/listings.csv.gz,2776253,646bb8c39dcb1d9b33998a3d6ff75bc1a62f03ca32d36c30610529ac09f2fa4c,2026-09-11T19:52:26+00:00,ok
mornington-peninsula,australia/vic/mornington-peninsula,2026-06-22,reviews,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2026-06-22/data/reviews.csv.gz,21018232,49c33d2f0d3e2ed197d2d7ebf974c9120559212b066dfcde89ae2ed0f9f8b2e4,2026-09-11T19:52:30+00:00,ok
northern-rivers,australia/nsw/northern-rivers,2026-06-24,listings,https://data.insideairbnb.com/australia/nsw/northern-rivers/2026-06-24/data/listings.csv.gz,3814423,f562c75f6ee708cc316c8cfd2835af3524ffd4fabefa7a75958446988e55d021,2026-09-11T19:52:32+00:00,ok
northern-rivers,australia/nsw/northern-rivers,2026-06-24,reviews,https://data.insideairbnb.com/australia/nsw/northern-rivers/2026-06-24/data/reviews.csv.gz,32197856,8e30ca0bc25401ef37804aeaf176974df9c43fd089ea5e1a6e9cec1702fdd22f,2026-09-11T19:52:38+00:00,ok
sunshine-coast,australia/qld/sunshine-coast,2026-06-30,listings,https://data.insideairbnb.com/australia/qld/sunshine-coast/2026-06-30/data/listings.csv.gz,4519998,9ec57cb3026f03665c53af251ba82aee34d4d06b020c6c6c1ae3417b8bc7392f,2026-09-11T19:52:40+00:00,ok
sunshine-coast,australia/qld/sunshine-coast,2026-06-30,reviews,https://data.insideairbnb.com/australia/qld/sunshine-coast/2026-06-30/data/reviews.csv.gz,39397481,84abbc7f5162067b5dd2cb9df36d029414a54a7b6acfb36658889af76f642ec3,2026-09-11T19:52:58+00:00,ok
sydney,australia/nsw/sydney,2026-06-16,listings,https://data.insideairbnb.com/australia/nsw/sydney/2026-06-16/data/listings.csv.gz,12633389,56c7b83723a195d6e4d0bf6d6ecd6da9b43b00cda9c9f6c08ffe11b7ee79597d,2026-09-11T19:53:03+00:00,ok
sydney,australia/nsw/sydney,2026-06-16,reviews,https://data.insideairbnb.com/australia/nsw/sydney/2026-06-16/data/reviews.csv.gz,84860225,cfd7ee701498d12186ba8425cf2be2dd34e92b9ae05cecfb32c0d340654d7798,2026-09-11T19:53:25+00:00,ok
tasmania,australia/tas/tasmania,2026-06-15,listings,https://data.insideairbnb.com/australia/tas/tasmania/2026-06-15/data/listings.csv.gz,4165279,871d0cd467d8fd1c8a611a7ca74c6b751ad241b010bc815a3d18c19f595c4b92,2026-09-11T19:53:29+00:00,ok
tasmania,australia/tas/tasmania,2026-06-15,reviews,https://data.insideairbnb.com/australia/tas/tasmania/2026-06-15/data/reviews.csv.gz,65897351,e5752bdcbe2446ecd31765bc7b275af68434afbc456ba3b90a86d88405b57128,2026-09-11T19:53:40+00:00,ok
western-australia,australia/wa/western-australia,2026-06-28,listings,https://data.insideairbnb.com/australia/wa/western-australia/2026-06-28/data/listings.csv.gz,7913256,0ccfc212f6b0145a64f2f1b253229ae81eff14fe46ca576f1a1b82566161b85c,2026-09-11T19:53:43+00:00,ok
western-australia,australia/wa/western-australia,2026-06-28,reviews,https://data.insideairbnb.com/australia/wa/western-australia/2026-06-28/data/reviews.csv.gz,74704088,6a7fe999e6f243f883535bb3167080ba45049ccf9330bef77fbd8f1c8004ad71,2026-09-11T19:53:53+00:00,ok
vienna,austria/vienna/vienna,2026-06-20,listings,https://data.insideairbnb.com/austria/vienna/vienna/2026-06-20/data/listings.csv.gz,7343950,9711514b64a8f984e74cf43f40a6f19c33e34d09719f1a647c9b4da1b0149f94,2026-09-11T19:53:57+00:00,ok
vienna,austria/vienna/vienna,2026-06-20,reviews,https://data.insideairbnb.com/austria/vienna/vienna/2026-06-20/data/reviews.csv.gz,81406738,fb1b705b8ac7bf5244b87b9337ac6918229820231454112010b76213a14d9739,2026-09-11T19:54:07+00:00,ok
antwerp,belgium/vlg/antwerp,2026-06-29,listings,https://data.insideairbnb.com/belgium/vlg/antwerp/2026-06-29/data/listings.csv.gz,1258664,4d117cae542afdd3070df4829622cf4ef9f817b718b3b252032c1bde2fde7c9c,2026-09-11T19:54:10+00:00,ok
antwerp,belgium/vlg/antwerp,2026-06-29,reviews,https://data.insideairbnb.com/belgium/vlg/antwerp/2026-06-29/data/reviews.csv.gz,14718823,59e1772b875a0c784f25a9e2bec96330c8d3ce251c1a9289c32de6ccc12b6136,2026-09-11T19:54:14+00:00,ok
brussels,belgium/bru/brussels,2026-06-27,listings,https://data.insideairbnb.com/belgium/bru/brussels/2026-06-27/data/listings.csv.gz,2816546,bfc168a85820fad3f3cd03c16bc0146dfe9c333260b692634b246bb1b4cfc2d8,2026-09-11T19:54:16+00:00,ok
brussels,belgium/bru/brussels,2026-06-27,reviews,https://data.insideairbnb.com/belgium/bru/brussels/2026-06-27/data/reviews.csv.gz,38661319,0fa7288e0e4fa61a838345c66c5811ec58d991072aebb97ae9347bdadf3dfbeb,2026-09-11T19:54:22+00:00,ok
ghent,belgium/vlg/ghent,2026-06-29,listings,https://data.insideairbnb.com/belgium/vlg/ghent/2026-06-29/data/listings.csv.gz,746128,e88e098cd3058b1ee7fb6ea39b06b83d270f78a36da443c83e6d19e71ca4d289,2026-09-11T19:54:25+00:00,ok
ghent,belgium/vlg/ghent,2026-06-29,reviews,https://data.insideairbnb.com/belgium/vlg/ghent/2026-06-29/data/reviews.csv.gz,12325506,a6cd5ff35a1724ab506f2413741fbee9ff29a209a44cae23c641ad8bffb2fed7,2026-09-11T19:54:28+00:00,ok
belize,belize/bz/belize,2026-06-29,listings,https://data.insideairbnb.com/belize/bz/belize/2026-06-29/data/listings.csv.gz,1813075,45961755435aaec2f98885a0a4b5811a91faeb7dbd5f5a7ef626265ced5e2247,2026-09-11T19:54:30+00:00,ok
belize,belize/bz/belize,2026-06-29,reviews,https://data.insideairbnb.com/belize/bz/belize/2026-06-29/data/reviews.csv.gz,14976003,5fbcce7ea7bf10bbb17c7ec674f8da1c69610b551eac17fee13d8d02648e8ad8,2026-09-11T19:54:34+00:00,ok
rio-de-janeiro,brazil/rj/rio-de-janeiro,2026-06-24,listings,https://data.insideairbnb.com/brazil/rj/rio-de-janeiro/2026-06-24/data/listings.csv.gz,23740232,f4f5fb9389d3abdf89b73fcd26f0ad180c5b11447ca6f7580350deb165a916c2,2026-09-11T19:54:38+00:00,ok
