,Cleanliness,Comfort,Facilities,Free WiFi,Location,Staff,Total,Value for money,highlights,hotel_name,lat,lng,stars,type,days,segment,fits,price_med,city,datecontrol,dist,metro_dist
0,9.3,9.2,9.0,9.0,9.8,9.5,,8.7,"['“friendly staff”\n83 related reviews', '“excellent location”\n54 related reviews', '“clean room”\n32 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.8', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Buffet', 'Very good coffee!', 'View', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Sixtytwo Hotel,41.3929391,2.1644528,4-star hotel,'Hotels',weekends,Hotels,2,623.3853887867433,barcelona,2019-07-19&checkout=2019-07-21&,0.7943424242913771,0.42865694075477034
1,9.0,8.8,8.7,8.6,8.2,8.3,,8.0,"['“rooftop pool”\n253 related reviews', '“friendly staff”\n109 related reviews', '“modern hotel”\n105 related reviews', 'Top location: Highly rated by recent guests (8.2)', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'American, Buffet', 'Good coffee!', 'View', 'City / Landmark view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel']",Hotel Hotel SB Glow **** Sup,41.4021579,2.1909745,4-star hotel,'Hotels',weekends,Hotels,2,655.8521656154722,barcelona,2019-07-19&checkout=2019-07-21&,2.4192312639889897,0.36128596181012246
2,8.4,8.5,8.3,8.1,8.0,8.3,,8.0,"['“spacious room”\n107 related reviews', '“short walk”\n67 related reviews', '“friendly staff”\n60 related reviews', '“boutique style”', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 8.0', 'Full English/Irish', 'Good coffee!', 'View', 'Private parking at the hotel']",Hotel Ilunion Barcelona,41.3991223,2.2020654,4-star hotel,'Hotels',weekends,Hotels,2,548.0950496892964,barcelona,2019-07-19&checkout=2019-07-21&,2.992008665135006,1.347707781302474
3,8.6,7.9,7.9,8.2,8.7,8.7,,7.4,"['“friendly staff”\n26 related reviews', '“buffet breakfast”\n11 related reviews', '“comfortable room”\n8 related reviews', '“boutique style”', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 8.7', 'Continental, Gluten-free, American, Buffet', 'Good coffee!', 'Patio', 'City view', 'View', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel', 'Great area for shopping!']",Hotel Hotel Vilamarí,41.3766385,2.1524701,4-star hotel,'Hotels',weekends,Hotels,2,488.5144413154281,barcelona,2019-07-19&checkout=2019-07-21&,1.873573132702114,0.29947915392366203
4,8.3,8.1,7.9,8.1,8.8,9.0,,7.9,"['“friendly staff”\n55 related reviews', '“comfortable bed”\n22 related reviews', '“la rambla”\n21 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 8.8', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental, American, Buffet', 'Good coffee!', 'View', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Hotel Serhs del Port,41.3749227,2.172472,3-star hotel,'Hotels',weekends,Hotels,2,431.6103055833546,barcelona,2019-07-19&checkout=2019-07-21&,1.3715886880647254,0.32246992780831407
5,8.1,7.9,7.7,8.5,9.4,8.4,,7.4,"['“friendly staff”\n41 related reviews', '“excellent location”\n33 related reviews', '“la rambla”\n28 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.4', 'Continental, Asian, American, Buffet', 'Good coffee!', 'Balcony with view', 'City / Landmark view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Hotel Serhs Rivoli Rambla,41.3842218,2.1711691,4-star hotel,'Hotels',weekends,Hotels,2,535.760001861894,barcelona,2019-07-19&checkout=2019-07-21&,0.33781202588975373,0.317695574219269
6,8.3,8.1,8.0,8.7,9.3,8.6,,7.7,"['“excellent location”\n33 related reviews', '“friendly staff”\n33 related reviews', '“rooftop pool”\n24 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.3', 'Continental, Buffet', 'Good coffee!', 'Balcony with view', 'Balcony, City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking available', 'Great area for shopping!']",Hotel Park Hotel,41.384226899999994,2.1844313,3-star hotel,'Hotels',weekends,Hotels,2,359.9273861335443,barcelona,2019-07-19&checkout=2019-07-21&,1.2482151496547176,0.464966931031153
7,8.7,8.4,8.0,8.1,8.2,8.7,,7.6,"['“helpful staff”\n26 related reviews', '“excellent breakfast”\n24 related reviews', '“comfortable bed”\n21 related reviews', 'Top location: Highly rated by recent guests (8.2)', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, American, Buffet', 'Good coffee!', 'View', 'Garden / Sea view', 'Parking available at the hotel']",Hotel Hesperia Barcelona Del Mar,41.4013565,2.209864,4-star hotel,'Hotels',weekends,Hotels,2,419.62436288314285,barcelona,2019-07-19&checkout=2019-07-21&,3.6868847873455484,1.323702864689731
8,8.2,7.8,7.9,8.0,8.5,8.6,,7.8,"['“friendly staff”\n75 related reviews', '“clean room”\n48 related reviews', '“comfortable bed”\n42 related reviews', '“boutique style”', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 8.5', 'Buffet', 'Good coffee!', 'View', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking available', 'Great area for shopping!']",Hotel Hotel Market,41.3790939,2.1604536,3-star hotel,'Hotels',weekends,Hotels,2,469.31365931994316,barcelona,2019-07-19&checkout=2019-07-21&,1.1984074128815325,0.37114685151379384
9,9.6,9.6,9.3,9.3,9.8,9.6,,8.7,"['“helpful staff”\n59 related reviews', '“excellent location”\n43 related reviews', '“rooftop bar”\n30 related reviews', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.8', 'Gluten-free, Buffet', 'Very good coffee!', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel H10 Madison 4* Sup,41.386109999999995,2.175449,4-star hotel,'Hotels',weekends,Hotels,2,663.2997416622059,barcelona,2019-07-19&checkout=2019-07-21&,0.4686979839437441,0.3788633297312419
10,8.0,7.8,7.7,7.9,8.6,8.0,,7.5,"['“friendly staff”\n24 related reviews', '“clean room”\n24 related reviews', '“minute walk”\n21 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 8.6', 'Buffet', 'Good coffee!', 'Balcony with view', 'Balcony, City view', 'Free WiFi', 'Private parking at the hotel']",Hotel Hotel Best Auto Hogar,41.3751209,2.1691828999999996,3-star hotel,'Hotels',weekends,Hotels,2,370.1678031978029,barcelona,2019-07-19&checkout=2019-07-21&,1.3358875169385853,0.06516063463681514
11,8.6,7.8,7.9,8.2,9.3,8.8,,7.9,"['“helpful staff”\n52 related reviews', '“excellent location”\n44 related reviews', '“la rambla”\n39 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.3', 'Buffet', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Ciutat Vella,41.385047899999996,2.1665919,3-star hotel,'Hotels',weekends,Hotels,2,360.3928596364652,barcelona,2019-07-19&checkout=2019-07-21&,0.36822458763516874,0.24097821263388297
12,8.7,8.3,8.1,8.3,8.8,8.8,,7.8,"['“helpful staff”\n40 related reviews', '“comfy bed”\n25 related reviews', '“quiet room”\n16 related reviews', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 8.8', 'Buffet', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Catalonia La Pedrera,41.3986233,2.1622501,4-star hotel,'Hotels',weekends,Hotels,2,388.55400656317636,barcelona,2019-07-19&checkout=2019-07-21&,1.4308793289450636,0.4819152378146357
13,9.3,9.1,9.0,8.9,9.6,9.5,,8.4,"['“friendly staff”\n79 related reviews', '“perfect location”\n34 related reviews', '“roof top”\n34 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.6', 'Great Food: Meals here are highly recommended', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental, Gluten-free, American, Buffet', 'Great coffee!', 'City view', 'Patio', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Great area for shopping!']",Hotel H10 Port Vell 4* Sup,41.3815321,2.1838546,4-star hotel,'Hotels',weekends,Hotels,2,662.3687946563641,barcelona,2019-07-19&checkout=2019-07-21&,1.314157074106883,0.49080539901410025
14,9.0,8.2,8.1,8.4,9.3,8.8,,7.9,"['“excellent location”\n49 related reviews', '“friendly staff”\n47 related reviews', '“comfortable bed”\n25 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.3', 'Buffet', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Hesperia Barcelona Barri Gòtic,41.380417200000004,2.1799332000000002,3-star hotel,'Hotels',weekends,Hotels,2,472.4556054646589,barcelona,2019-07-19&checkout=2019-07-21&,1.1157276322149179,0.3952130607374779
15,8.5,8.2,8.1,7.8,9.5,8.4,,8.0,"['“excellent location”\n80 related reviews', '“friendly staff”\n68 related reviews', '“rooftop pool”\n58 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.5', 'Buffet', 'Good coffee!', 'Patio', 'Free WiFi']",Hotel Hotel Lleó,41.385702,2.1664256,3-star hotel,'Hotels',weekends,Hotels,2,378.31358949891774,barcelona,2019-07-19&checkout=2019-07-21&,0.33955609533728087,0.22237346531034236
16,9.6,9.5,9.4,8.8,9.0,9.4,,9.0,"['“friendly staff”\n77 related reviews', '“sagrada familia”\n77 related reviews', '“beautiful hotel”\n60 related reviews', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 9.0', 'Vegan, Gluten-free, American, Buffet', 'Very good coffee!', 'View', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel']",Hotel Hotel Barcelona 1882,41.403957,2.169393,4-star hotel,'Hotels',weekends,Hotels,2,471.99013196173803,barcelona,2019-07-19&checkout=2019-07-21&,1.86816197566419,0.4308774644281035
17,8.5,8.3,8.0,8.4,9.2,8.9,,7.7,"['“friendly staff”\n58 related reviews', '“excellent location”\n30 related reviews', '“comfortable bed”\n27 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.2', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Gluten-free, Buffet', 'Good coffee!', 'City view', 'View', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Acta Atrium Palace,41.3910064,2.1706715,4-star hotel,'Hotels',weekends,Hotels,2,460.3532943887169,barcelona,2019-07-19&checkout=2019-07-21&,0.4331339394091969,0.26650586865976605
