region,quarter,candidate,pred_pp,actual_pp,usable,in_selection_pool
na,1Q23,last_q,4.9463,-1.8904,False,True
na,1Q23,persistence,7.43685,-1.8904,False,True
na,1Q23,trailing_4q,8.591925,-1.8904,False,True
na,1Q23,ar1,,-1.8904,False,True
na,1Q23,last_q_ex_size,,-1.8904,False,True
na,1Q23,cpi_lodging_sa|level|lag0,,-1.8904,False,True
na,1Q23,cpi_lodging_sa|level|lag1,,-1.8904,False,True
na,1Q23,cpi_lodging_sa|diff|lag0,,-1.8904,False,True
na,1Q23,cpi_lodging_sa|diff|lag1,,-1.8904,False,True
na,1Q23,cpi_lodging_nsa|level|lag0,,-1.8904,False,True
na,1Q23,cpi_lodging_nsa|level|lag1,,-1.8904,False,True
na,1Q23,cpi_lodging_nsa|diff|lag0,,-1.8904,False,True
na,1Q23,cpi_lodging_nsa|diff|lag1,,-1.8904,False,True
na,1Q23,cpi_hotels_motels_nsa|level|lag0,,-1.8904,False,True
na,1Q23,cpi_hotels_motels_nsa|level|lag1,,-1.8904,False,True
na,1Q23,cpi_hotels_motels_nsa|diff|lag0,,-1.8904,False,True
na,1Q23,cpi_hotels_motels_nsa|diff|lag1,,-1.8904,False,True
na,1Q23,bea_hotels_price|level|lag0,,-1.8904,False,True
na,1Q23,bea_hotels_price|level|lag1,,-1.8904,False,True
na,1Q23,bea_hotels_price|diff|lag0,,-1.8904,False,True
na,1Q23,bea_hotels_price|diff|lag1,,-1.8904,False,True
na,1Q23,mar_revpar|level|lag0,,-1.8904,False,False
na,1Q23,mar_revpar|level|lag1,,-1.8904,False,False
na,1Q23,mar_revpar|diff|lag0,,-1.8904,False,False
na,1Q23,mar_revpar|diff|lag1,,-1.8904,False,False
na,1Q23,hlt_revpar|level|lag0,,-1.8904,False,False
na,1Q23,hlt_revpar|level|lag1,,-1.8904,False,False
na,1Q23,hlt_revpar|diff|lag0,,-1.8904,False,False
na,1Q23,hlt_revpar|diff|lag1,,-1.8904,False,False
na,2Q23,last_q,-1.8904,-0.871,True,True
na,2Q23,persistence,1.52795,-0.871,True,True
na,2Q23,trailing_4q,5.221925000000001,-0.871,True,True
na,2Q23,ar1,,-0.871,True,True
na,2Q23,last_q_ex_size,,-0.871,True,True
na,2Q23,cpi_lodging_sa|level|lag0,,-0.871,True,True
na,2Q23,cpi_lodging_sa|level|lag1,,-0.871,True,True
na,2Q23,cpi_lodging_sa|diff|lag0,,-0.871,True,True
na,2Q23,cpi_lodging_sa|diff|lag1,,-0.871,True,True
na,2Q23,cpi_lodging_nsa|level|lag0,,-0.871,True,True
na,2Q23,cpi_lodging_nsa|level|lag1,,-0.871,True,True
na,2Q23,cpi_lodging_nsa|diff|lag0,,-0.871,True,True
na,2Q23,cpi_lodging_nsa|diff|lag1,,-0.871,True,True
na,2Q23,cpi_hotels_motels_nsa|level|lag0,,-0.871,True,True
na,2Q23,cpi_hotels_motels_nsa|level|lag1,,-0.871,True,True
na,2Q23,cpi_hotels_motels_nsa|diff|lag0,,-0.871,True,True
na,2Q23,cpi_hotels_motels_nsa|diff|lag1,,-0.871,True,True
na,2Q23,bea_hotels_price|level|lag0,,-0.871,True,True
na,2Q23,bea_hotels_price|level|lag1,,-0.871,True,True
na,2Q23,bea_hotels_price|diff|lag0,,-0.871,True,True
na,2Q23,bea_hotels_price|diff|lag1,,-0.871,True,True
na,2Q23,mar_revpar|level|lag0,,-0.871,True,False
na,2Q23,mar_revpar|level|lag1,,-0.871,True,False
na,2Q23,mar_revpar|diff|lag0,,-0.871,True,False
na,2Q23,mar_revpar|diff|lag1,,-0.871,True,False
na,2Q23,hlt_revpar|level|lag0,,-0.871,True,False
na,2Q23,hlt_revpar|level|lag1,,-0.871,True,False
na,2Q23,hlt_revpar|diff|lag0,,-0.871,True,False
na,2Q23,hlt_revpar|diff|lag1,,-0.871,True,False
na,3Q23,last_q,-0.871,-1.1632,True,True
na,3Q23,persistence,,-1.1632,True,True
na,3Q23,trailing_4q,,-1.1632,True,True
na,3Q23,ar1,,-1.1632,True,True
na,3Q23,last_q_ex_size,,-1.1632,True,True
na,3Q23,cpi_lodging_sa|level|lag0,,-1.1632,True,True
na,3Q23,cpi_lodging_sa|level|lag1,,-1.1632,True,True
na,3Q23,cpi_lodging_sa|diff|lag0,,-1.1632,True,True
na,3Q23,cpi_lodging_sa|diff|lag1,,-1.1632,True,True
na,3Q23,cpi_lodging_nsa|level|lag0,,-1.1632,True,True
na,3Q23,cpi_lodging_nsa|level|lag1,,-1.1632,True,True
na,3Q23,cpi_lodging_nsa|diff|lag0,,-1.1632,True,True
na,3Q23,cpi_lodging_nsa|diff|lag1,,-1.1632,True,True
na,3Q23,cpi_hotels_motels_nsa|level|lag0,,-1.1632,True,True
na,3Q23,cpi_hotels_motels_nsa|level|lag1,,-1.1632,True,True
na,3Q23,cpi_hotels_motels_nsa|diff|lag0,,-1.1632,True,True
na,3Q23,cpi_hotels_motels_nsa|diff|lag1,,-1.1632,True,True
na,3Q23,bea_hotels_price|level|lag0,,-1.1632,True,True
na,3Q23,bea_hotels_price|level|lag1,,-1.1632,True,True
na,3Q23,bea_hotels_price|diff|lag0,,-1.1632,True,True
na,3Q23,bea_hotels_price|diff|lag1,,-1.1632,True,True
na,3Q23,mar_revpar|level|lag0,,-1.1632,True,False
na,3Q23,mar_revpar|level|lag1,,-1.1632,True,False
na,3Q23,mar_revpar|diff|lag0,,-1.1632,True,False
na,3Q23,mar_revpar|diff|lag1,,-1.1632,True,False
na,3Q23,hlt_revpar|level|lag0,,-1.1632,True,False
na,3Q23,hlt_revpar|level|lag1,,-1.1632,True,False
