quarter,target,fx_estimator,fx_est_pp,naive_exfx_pp,actual,naive,prior_year,ar1,L_wf,L_wf_gap_lastq,L_fixed_hicp,L_reg_lastq,L_reg_persist,L_wf_rel,L_wf_own,v2_measured_last_q,v2_measured_persistence
1Q24,t1_exfx_integer_fair,none,,0.5,2.0,0.5,3.0,0.0,1.0,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0
2Q24,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
3Q24,t1_exfx_integer_fair,none,,3.0,2.0,3.0,0.5,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0
4Q24,t1_exfx_integer_fair,none,,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
1Q25,t1_exfx_integer_fair,none,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
2Q25,t1_exfx_integer_fair,none,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
3Q25,t1_exfx_integer_fair,none,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
4Q25,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
1Q26,t1_exfx_integer_fair,none,,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
2Q26,t1_exfx_integer_fair,none,,4.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0
1Q24,t2_reported_usd_yoy,eur,-0.042,0.5,2.642047141245607,0.458,0.2141964657583317,2.7039855689709773,0.6941667449476749,0.3634259025452529,-0.08688527019879119,0.6941667449476749,0.5553099982024665,0.6941667449476749,0.6941667449476749,0.5932924145842234,0.6789079178756778
2Q24,t2_reported_usd_yoy,eur,-1.076,2.0,2.120354195530405,0.9239999999999999,1.3863442042262086,2.7074837429817324,1.0947946351448237,1.2768253258467284,0.8408839717931265,0.9108718124703701,0.3737190872806655,0.9108718124703701,1.0947946351448237,1.0025044076231429,0.2915982069653136
3Q24,t2_reported_usd_yoy,eur,-0.143,3.0,1.40042136572065,2.857,3.1577601636410213,2.4080490365124456,2.54765871177816,2.87209626778895,2.335788038126001,2.479454459461188,2.1309893750624465,2.479454459461188,2.54765871177816,3.0652918270183953,2.5759916228800255
4Q24,t2_reported_usd_yoy,eur,-0.96,2.0,0.8932559178204569,1.04,2.565277141548328,2.061066374731592,0.7303995981827569,0.4256482473327585,0.7094948442594005,0.7718551482991218,0.8952315436275669,0.6415263043781314,0.7303995981827569,0.42004831974471646,0.9956418253039727
1Q25,t2_reported_usd_yoy,eur,-1.915,2.0,-0.8907913003239232,0.08499999999999996,2.642047141245607,1.6632234885320747,0.31454493724558663,-0.17572969120491955,-0.1215011487353479,0.5270198802158621,0.23486380587456335,0.5270198802158621,0.31454493724558663,-0.20785475339167658,-0.5463830014692597
2Q25,t2_reported_usd_yoy,eur,1.844,1.0,2.9198371969562764,2.8440000000000003,2.120354195530405,-0.1768721791886224,3.1877281180483483,2.7899950640368965,3.296231382061475,3.4295217711935986,3.9599893283941636,3.3875136127447623,3.7804269900985497,3.3480246927504576,3.612460421285993
3Q25,t2_reported_usd_yoy,eur,2.301,1.0,4.674896113419713,3.301,1.40042136572065,1.9813176454513266,3.732961708628493,3.51972136288994,3.3433498075207817,3.5828645804162145,3.7725001087464154,3.175176868938803,4.043772839811346,3.5626053406535707,3.725480792260174
4Q25,t2_reported_usd_yoy,eur,3.549,2.0,5.931828242585202,5.5489999999999995,0.8932559178204569,3.1652879033478962,6.047298044416481,5.327010798222572,6.146412946395239,6.4087318323579705,5.699615716799153,6.047298044416481,6.593726067291071,5.850751797614764,5.392417573172924
1Q26,t2_reported_usd_yoy,eur,4.446,3.0,9.0346679117544,7.446,-0.8907913003239232,5.166274534669446,7.516382557229645,7.86636942249124,7.436425506665617,7.45404628450213,7.560626172150725,7.5024529630494605,7.672649874518927,8.061937140810134,7.62367614484889
2Q26,t2_reported_usd_yoy,eur,0.586,4.0,5.30146721687299,4.586,2.9198371969562764,10.120127522713869,2.1861622656132362,2.5192066064961813,4.180845645941258,4.079176761157169,3.7438586813636676,2.2101331733298557,4.233598794077123,4.4149754835678205,4.074087599287156
1Q24,t2_reported_usd_yoy,baskets,0.826,0.5,2.642047141245607,1.326,0.2141964657583317,2.7039855689709773,1.562166744947675,1.231425902545253,0.7811147298012088,1.562166744947675,1.4233099982024666,1.562166744947675,1.562166744947675,1.4612924145842234,1.5469079178756777
2Q24,t2_reported_usd_yoy,baskets,-0.661,2.0,2.120354195530405,1.339,1.3863442042262086,2.7074837429817324,1.5097946351448237,1.6918253258467284,1.2558839717931265,1.3258718124703701,0.7887190872806655,1.3258718124703701,1.5097946351448237,1.417504407623143,0.7065982069653136
3Q24,t2_reported_usd_yoy,baskets,-0.213,3.0,1.40042136572065,2.787,3.1577601636410213,2.4080490365124456,2.47765871177816,2.80209626778895,2.2657880381260007,2.4094544594611875,2.060989375062446,2.4094544594611875,2.47765871177816,2.995291827018395,2.505991622880025
4Q24,t2_reported_usd_yoy,baskets,-1.005,2.0,0.8932559178204569,0.9950000000000001,2.565277141548328,2.061066374731592,0.685399598182757,0.3806482473327586,0.6644948442594005,0.7268551482991219,0.8502315436275669,0.5965263043781315,0.685399598182757,0.37504831974471653,0.9506418253039728
1Q25,t2_reported_usd_yoy,baskets,-2.439,2.0,-0.8907913003239232,-0.43900000000000006,2.642047141245607,1.6632234885320747,-0.2094550627544134,-0.6997296912049196,-0.6455011487353479,0.0030198802158620808,-0.2891361941254367,0.0030198802158620808,-0.2094550627544134,-0.7318547533916766,-1.0703830014692597
2Q25,t2_reported_usd_yoy,baskets,1.311,1.0,2.9198371969562764,2.311,2.120354195530405,-0.1768721791886224,2.6547281180483484,2.2569950640368965,2.763231382061475,2.8965217711935987,3.4269893283941633,2.8545136127447623,3.2474269900985497,2.815024692750457,3.0794604212859933
3Q25,t2_reported_usd_yoy,baskets,2.026,1.0,4.674896113419713,3.026,1.40042136572065,1.9813176454513266,3.457961708628493,3.2447213628899396,3.0683498075207813,3.307864580416214,3.497500108746415,2.9001768689388028,3.768772839811346,3.2876053406535704,3.4504807922601737
4Q25,t2_reported_usd_yoy,baskets,3.364,2.0,5.931828242585202,5.364,0.8932559178204569,3.1652879033478962,5.86229804441648,5.142010798222572,5.961412946395239,6.22373183235797,5.514615716799153,5.86229804441648,6.40872606729107,5.665751797614764,5.207417573172924
1Q26,t2_reported_usd_yoy,baskets,5.06,3.0,9.0346679117544,8.059999999999999,-0.8907913003239232,5.166274534669446,8.130382557229645,8.48036942249124,8.050425506665617,8.068046284502131,8.174626172150724,8.116452963049461,8.286649874518927,8.675937140810133,8.23767614484889
2Q26,t2_reported_usd_yoy,baskets,1.696,4.0,5.30146721687299,5.696,2.9198371969562764,10.120127522713869,3.296162265613236,3.629206606496181,5.290845645941258,5.189176761157168,4.8538586813636675,3.3201331733298556,5.343598794077122,5.524975483567821,5.184087599287157
1Q24,t2_reported_usd_yoy,midpoint,0.39199999999999996,0.5,2.642047141245607,0.8919999999999999,0.2141964657583317,2.7039855689709773,1.1281667449476749,0.7974259025452528,0.3471147298012088,1.1281667449476749,0.9893099982024665,1.1281667449476749,1.1281667449476749,1.0272924145842235,1.1129079178756778
2Q24,t2_reported_usd_yoy,midpoint,-0.8685,2.0,2.120354195530405,1.1315,1.3863442042262086,2.7074837429817324,1.3022946351448237,1.4843253258467284,1.0483839717931265,1.11837181247037,0.5812190872806655,1.11837181247037,1.3022946351448237,1.2100044076231429,0.4990982069653136
3Q24,t2_reported_usd_yoy,midpoint,-0.178,3.0,1.40042136572065,2.822,3.1577601636410213,2.4080490365124456,2.51265871177816,2.83709626778895,2.300788038126001,2.4444544594611877,2.0959893750624463,2.4444544594611877,2.51265871177816,3.030291827018395,2.5409916228800253
4Q24,t2_reported_usd_yoy,midpoint,-0.9824999999999999,2.0,0.8932559178204569,1.0175,2.565277141548328,2.061066374731592,0.7078995981827569,0.40314824733275856,0.6869948442594005,0.7493551482991219,0.8727315436275669,0.6190263043781314,0.7078995981827569,0.3975483197447165,0.9731418253039728
