model,target,fx_estimator,window,n,rmse_pp,rmse_naive_pp,ratio_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,ratio_below_1,jackknife_max_below_1,criterion_met,in_pass_criterion,last_q_ratio_vs_naive,last_q_jackknife_max,beats_last_q_ratio,beats_last_q_jackknife_max,L_criterion,L_verdict,L_checks_met,v3_strict_verdict,v3_strict_checks_met
L_wf,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.4361119805081044,1.19884558755992,1.1979123878923443,0.8875735464047664,1.323899009456458,1,False,False,False,True,0.9163461600083855,0.9688631182720406,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf,t2_reported_usd_yoy,eur,2Q24-2Q26,9,1.3674769210852564,1.0329163412900277,1.323899009456458,0.8853120748715672,1.4400910800271447,1,False,False,False,True,0.9053688451398634,0.9890838423327626,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.9798885055332953,0.9485339053872491,1.033055855956193,0.7944671562745496,1.137314061331845,1,False,False,False,True,0.8764049039121374,0.9180234624270853,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.9681410114495012,0.8984669423654158,1.0775477269098546,0.7879826433922124,1.236830604205499,1,False,False,False,True,0.8713747315707672,0.9236529428212884,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf,t1_exfx_integer_fair,none,1Q24-2Q26,10,1.0488088481701516,0.9082951062292475,1.1547005383792517,0.9211323729436766,1.2909944487358056,1,False,False,False,False,0.9847319278346619,1.0801234497346435,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,1.1962629004184624,1.043177372856859,1.1467492792164016,0.8451917133308817,1.239758299022588,1,False,False,False,False,0.8934579048734853,0.9445747684183187,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf,t1_exfx_integer_fair,none,2Q24-2Q26,9,1.0540925533894598,0.816496580927726,1.2909944487358056,1.0,1.3416407864998736,0,False,False,False,False,1.0801234497346435,1.1832159566199232,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,1.1555958258684247,0.932113805392135,1.239758299022588,0.837258751932149,1.400285858717004,1,False,False,False,False,0.8817436473748929,0.9552389440855495,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_gap_lastq,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.4008012010265956,1.19884558755992,1.1684584032858873,0.9258633885147506,1.2413385967553594,1,False,False,False,True,0.9163461600083855,0.9688631182720406,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_gap_lastq,t2_reported_usd_yoy,eur,2Q24-2Q26,9,1.266242266556145,1.0329163412900277,1.2258904384983516,0.8578308175892294,1.3586090101242494,1,False,False,False,True,0.9053688451398634,0.9890838423327626,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_gap_lastq,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,1.0319751176505085,0.9485339053872491,1.0879686132349624,0.942458157996301,1.1706771974743437,1,False,False,False,True,0.8764049039121374,0.9180234624270853,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_gap_lastq,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.9809221373237014,0.8984669423654158,1.091773209530897,0.908144631726018,1.206194440244891,1,False,False,False,True,0.8713747315707672,0.9236529428212884,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_gap_lastq,t1_exfx_integer_fair,none,1Q24-2Q26,10,1.224744871391589,0.9082951062292475,1.348399724926484,1.1547005383792517,1.3896166675593022,0,False,False,False,False,0.9847319278346619,1.0801234497346435,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_gap_lastq,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,1.1972275051650234,1.043177372856859,1.1476739587307965,0.9291632786210519,1.2135697317756708,1,False,False,False,False,0.8934579048734853,0.9445747684183187,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_gap_lastq,t1_exfx_integer_fair,none,2Q24-2Q26,9,1.1055415967851334,0.816496580927726,1.3540064007726602,1.0801234497346435,1.414213562373095,0,False,False,False,False,1.0801234497346435,1.1832159566199232,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_gap_lastq,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,1.1020641984210173,0.932113805392135,1.1823279432680274,0.8752280069019467,1.2934100918578362,1,False,False,False,False,0.8817436473748929,0.9552389440855495,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_fixed_hicp,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.2788865733168453,1.19884558755992,1.0667650501344692,0.9631952739972227,1.1241225460820026,1,False,False,False,True,0.9163461600083855,0.9688631182720406,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,1,FAIL,1
L_fixed_hicp,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.9949001383650571,1.0329163412900277,0.9631952739972227,0.9175196983340167,1.036296846082919,8,True,False,False,True,0.9053688451398634,0.9890838423327626,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,1,FAIL,1
L_fixed_hicp,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.9298910781024632,0.9485339053872491,0.9803456395402389,0.844705162623296,1.0566029905973306,9,True,False,False,True,0.8764049039121374,0.9180234624270853,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,1,FAIL,1
L_fixed_hicp,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.758939664662434,0.8984669423654158,0.844705162623296,0.7566578444565749,0.9111152062908594,9,True,True,True,True,0.8713747315707672,0.9236529428212884,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,1,FAIL,1
L_fixed_hicp,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.8944271909999159,0.9082951062292475,0.9847319278346619,0.816496580927726,1.0504514628777804,8,True,False,False,False,0.9847319278346619,1.0801234497346435,False,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,1,FAIL,1
L_fixed_hicp,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,1.0816050652952454,1.043177372856859,1.0368371606193372,0.9069475274277274,1.1084750556414014,1,False,False,False,False,0.8934579048734853,0.9445747684183187,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,1,FAIL,1
L_fixed_hicp,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.6666666666666666,0.816496580927726,0.816496580927726,0.7745966692414833,0.8944271909999159,9,True,True,True,False,1.0801234497346435,1.1832159566199232,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,1,FAIL,1
L_fixed_hicp,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.8453783110816467,0.932113805392135,0.9069475274277274,0.8782799106469238,0.9845915614928262,9,True,True,True,False,0.8817436473748929,0.9552389440855495,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,1,FAIL,1
L_reg_lastq,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.1882100713259776,1.19884558755992,0.9911285353641002,0.9498653913268378,1.0369114472754535,7,True,False,False,True,0.9163461600083855,0.9688631182720406,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_lastq,t2_reported_usd_yoy,eur,2Q24-2Q26,9,1.0710427783615089,1.0329163412900277,1.0369114472754535,0.9803816225653597,1.1065626406688656,2,False,False,False,True,0.9053688451398634,0.9890838423327626,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_lastq,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.8089235067584241,0.9485339053872491,0.8528145405916432,0.8082820120315386,0.8837571622918298,10,True,True,True,True,0.8764049039121374,0.9180234624270853,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_lastq,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.7729762629354497,0.8984669423654158,0.8603279948179465,0.805244700666298,0.903299555006748,9,True,True,True,True,0.8713747315707672,0.9236529428212884,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_lastq,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.8944271909999159,0.9082951062292475,0.9847319278346619,0.9211323729436766,1.0801234497346435,8,True,False,False,False,0.9847319278346619,1.0801234497346435,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_lastq,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.9761380956060548,1.043177372856859,0.9357354952329827,0.8887179885296866,0.9758487922401504,10,True,True,True,False,0.8934579048734853,0.9445747684183187,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_lastq,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.8819171036881969,0.816496580927726,1.0801234497346435,1.0,1.1832159566199232,0,False,False,False,False,1.0801234497346435,1.1832159566199232,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_lastq,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.8966990057761219,0.932113805392135,0.9620059273758806,0.8984483085457878,1.0295679545095149,7,True,False,False,False,0.8817436473748929,0.9552389440855495,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_persist,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.2551948098168066,1.19884558755992,1.0470029024935374,0.9806422764564605,1.11467238717204,2,False,False,False,True,0.9163461600083855,0.9688631182720406,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_persist,t2_reported_usd_yoy,eur,2Q24-2Q26,9,1.12549585130558,1.0329163412900277,1.0896292432550037,0.9936086271411992,1.2052709455835544,1,False,False,False,True,0.9053688451398634,0.9890838423327626,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_persist,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.8256099846021828,0.9485339053872491,0.870406402884585,0.7754486599264119,0.9496408331943598,10,True,True,True,True,0.8764049039121374,0.9180234624270853,True,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_persist,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.7696318198344518,0.8984669423654158,0.8566056062209961,0.7311797887387269,0.9571610251435384,9,True,True,True,True,0.8713747315707672,0.9236529428212884,True,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_persist,t1_exfx_integer_fair,none,1Q24-2Q26,10,1.0488088481701516,0.9082951062292475,1.1547005383792517,0.982607368881035,1.2909944487358056,1,False,False,False,False,0.9847319278346619,1.0801234497346435,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_persist,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,1.023874163963977,1.043177372856859,0.9814957557600986,0.9051299404960518,1.0622761957362779,8,True,False,False,False,0.8934579048734853,0.9445747684183187,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_persist,t1_exfx_integer_fair,none,2Q24-2Q26,9,1.0540925533894598,0.816496580927726,1.2909944487358056,1.0954451150103321,1.414213562373095,0,False,False,False,False,1.0801234497346435,1.1832159566199232,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_reg_persist,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.9280590841065937,0.932113805392135,0.995649971857422,0.8869896491105237,1.1195391078042434,5,True,False,False,False,0.8817436473748929,0.9552389440855495,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,2
L_wf_rel,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.5126200966415468,1.19884558755992,1.2617305450656664,0.9804529440147832,1.409842419640366,1,False,False,False,True,0.9163461600083855,0.9688631182720406,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
