variant,quarter,model_exfx_error_pp,last_q_rule_error_pp,naive_error_pp,within_error_pp,gap_pp,gap_term_used_pp,contrib_na_pp,actual_usable_na,contrib_emea_pp,actual_usable_emea,contrib_latam_pp,actual_usable_latam,contrib_apac_pp,actual_usable_apac
L_wf,1Q24,-1.263833255052325,-1.3647075854157764,-1.5,-1.0818025643504203,-0.1820306907019047,0.0,-1.389823021136517,True,0.36555692471936435,True,0.12824416262173585,False,-0.18578063055496874,False
L_wf,2Q24,-0.8292053648551763,-0.9214955923768571,-1.0,-0.5047678088443863,-0.3244375560107899,0.0,-0.6182803620037159,True,0.33633098993747634,True,-0.34647619126157325,False,0.12365775448346096,False
L_wf,3Q24,0.69065871177816,1.208291827018395,1.0,0.3859073609281616,0.3047513508499984,0.0,0.3703835149318814,True,0.06696478407742552,True,-0.409989058188161,False,0.35854812010705195,False
L_wf,4Q24,-0.30960040181724313,-0.6199516802552836,0.0,-0.7998750302677493,0.4902746284505062,0.0,-0.06662960020990344,True,-0.5243241064652769,True,0.06188304940050741,True,-0.2708043729930939,True
L_wf,1Q25,1.2295449372455867,0.7071452466083235,1.0,0.8318118832341348,0.3977330540114518,0.0,0.20852520349257203,True,0.5428796769033356,True,0.171187911189227,True,-0.09078090835100974,True
L_wf,2Q25,0.34372811804834824,0.5040246927504572,0.0,0.13048777230979525,0.2132403457385532,0.0,-0.2619528532356035,True,0.24029126312783686,True,0.0,True,0.15214936241753246,True
L_wf,3Q25,-0.5680382913715072,-0.7383946593464294,-1.0,-1.2883255375654157,0.7202872461939087,0.0,-0.4260796228582446,True,-0.5801554859277479,True,-0.08627101598674233,True,-0.19581941279265036,True
L_wf,4Q25,-0.5017019555835196,-0.6982482023852357,-1.0,-0.15171509032192443,-0.3499868652615951,0.0,0.02724560778788427,True,-0.26231888596272773,True,0.0,True,0.08335818785292631,True
L_wf,1Q26,-0.929617442770355,-0.38406285918986693,-1.0,-0.5965731018874099,-0.3330443408829451,0.0,-0.6272231742286493,True,-0.017620777836508505,True,0.0,True,0.048270850177755065,True
L_wf,2Q26,-2.3998377343867636,-0.1710245164321793,0.0,-2.1187975625738265,-0.2810401718129371,0.0,-2.1903697266717206,True,-0.28883888015060616,True,0.089770138335233,True,0.27064090591328344,True
L_fixed_hicp,1Q24,-2.044885270198791,-1.3647075854157764,-1.5,-1.8628545794968865,-0.1820306907019047,0.0,-1.389823021136517,True,-0.41549509042708344,True,0.12824416262173585,False,-0.18578063055496874,False
L_fixed_hicp,2Q24,-1.0831160282068735,-0.9214955923768571,-1.0,-0.7586784721960838,-0.3244375560107899,0.0,-0.6182803620037159,True,0.08242032658578118,True,-0.34647619126157325,False,0.12365775448346096,False
L_fixed_hicp,3Q24,0.4787880381260008,1.208291827018395,1.0,0.1740366872760024,0.3047513508499984,0.0,0.3703835149318814,True,-0.14490588957472972,True,-0.409989058188161,False,0.35854812010705195,False
L_fixed_hicp,4Q24,-0.3305051557405996,-0.6199516802552836,0.0,-0.8207797841911058,0.4902746284505062,0.0,-0.06662960020990344,True,-0.5452288603886364,True,0.06188304940050741,True,-0.2708043729930939,True
L_fixed_hicp,1Q25,0.7934988512646521,0.7071452466083235,1.0,0.39576579725320027,0.3977330540114518,0.0,0.20852520349257203,True,0.10683359092241948,True,0.171187911189227,True,-0.09078090835100974,True
