variant,quarter,within_region_exfx_pp,geo_mix_pp,geo_basis,blended_exfx_pp,band_central_pp,lo_central_pp,hi_central_pp,band_wide_pp,lo_wide_pp,hi_wide_pp,gap_rmse_pp,geo_half_range_pp,g_na,g_emea,g_latam,g_apac,w_na,w_emea,w_latam,w_apac,band_na,band_emea,band_latam,band_apac,band_basis
L_wf,3Q26,2.0108980164272428,-1.428426033774555,measured: I3 3Q26 split (E_aug) x 07/H method,0.5824719826526878,0.8164832594396151,-0.23401127678692724,1.398955242092303,1.8125934656006855,-1.2301214829479976,2.3950654482533733,0.3881374960772127,0.3177961204962554,0.1517147263580858,4.628429917429913,2.0,1.412275,0.4561553156460939,0.3473792682656803,0.09597812598650104,0.1004872901017247,1.1517637329958277,0.9169074699675084,0.9654144927735148,1.6927850266369473,"central = RSS(weighted regional OOS RMSE, gap RMSE 1Q24-2Q26, geo half-range); wide = arithmetic sum"
L_wf,4Q26,2.497196682164504,-1.428426033774555,assumed: 3Q26 measured term carried (J3 convention),1.0687706483899493,0.8109382692009336,0.2578323791890157,1.8797089175908828,1.7960908248555232,-0.7273201764655739,2.8648614732454725,0.3881374960772127,0.3177961204962554,1.0626060742424546,4.628429917429913,2.0,1.01534375,0.44008318494974,0.3775520841470761,0.09843573863226507,0.08392899227091886,1.1517637329958277,0.9169074699675084,0.9654144927735148,1.6927850266369473,"central = RSS(weighted regional OOS RMSE, gap RMSE 1Q24-2Q26, geo half-range); wide = arithmetic sum"
L_wf_own,3Q26,5.046864906569692,-1.428426033774555,measured: I3 3Q26 split (E_aug) x 07/H method,3.6184388727951378,0.846041743582467,2.7723971292126706,4.464480616377605,1.8682897032859358,1.750149169509202,5.486728576081074,0.3881374960772127,0.3177961204962554,6.7506,4.702845110256521,2.0,1.412275,0.4561553156460939,0.3473792682656803,0.09597812598650104,0.1004872901017247,1.2159117769109604,0.9930051789558458,0.9654144927735148,1.6927850266369473,"central = RSS(weighted regional OOS RMSE, gap RMSE 1Q24-2Q26, geo half-range); wide = arithmetic sum"
L_wf_own,4Q26,5.000981959570017,-1.428426033774555,assumed: 3Q26 measured term carried (J3 convention),3.572555925795462,0.8412810907983501,2.731274834997112,4.413837016593812,1.853052148957355,1.719503776838107,5.425608074752817,0.3881374960772127,0.3177961204962554,6.7506,4.630005314860661,2.0,1.01534375,0.44008318494974,0.3775520841470761,0.09843573863226507,0.08392899227091886,1.2159117769109604,0.9930051789558458,0.9654144927735148,1.6927850266369473,"central = RSS(weighted regional OOS RMSE, gap RMSE 1Q24-2Q26, geo half-range); wide = arithmetic sum"
L_fixed_hicp,3Q26,4.74335064351088,-1.428426033774555,measured: I3 3Q26 split (E_aug) x 07/H method,3.314924609736325,0.8472158457862176,2.4677087639501076,4.162140455522542,1.8918918184545384,1.4230327912817866,5.206816428190863,0.3881374960772127,0.3177961204962554,6.7506,4.628429917429913,2.0,-1.3509,0.4561553156460939,0.3473792682656803,0.09597812598650104,0.1004872901017247,1.2159117769109604,0.9169074699675084,0.9654144927735148,2.19072741898341,"central = RSS(weighted regional OOS RMSE, gap RMSE 1Q24-2Q26, geo half-range); wide = arithmetic sum"
L_fixed_hicp,4Q26,4.801790711581799,-1.428426033774555,assumed: 3Q26 measured term carried (J3 convention),3.3733646778072446,0.8370531007443303,2.5363115770629143,4.210417778551575,1.8661131035286,1.5072515742786445,5.239477781335845,0.3881374960772127,0.3177961204962554,6.7506,4.628429917429913,2.0,-1.3509,0.44008318494974,0.3775520841470761,0.09843573863226507,0.08392899227091886,1.2159117769109604,0.9169074699675084,0.9654144927735148,2.19072741898341,"central = RSS(weighted regional OOS RMSE, gap RMSE 1Q24-2Q26, geo half-range); wide = arithmetic sum"
L_reg_lastq,3Q26,4.872426386903528,-1.428426033774555,measured: I3 3Q26 split (E_aug) x 07/H method,3.444000353128973,1.0989665813905778,2.3450337717383953,4.542966934519551,2.342405414713803,1.10159493841517,5.786405767842776,0.3881374960772127,0.3177961204962554,6.7506,5.0,2.0,-1.3509,0.4561553156460939,0.3473792682656803,0.09597812598650104,0.1004872901017247,1.2159117769109604,2.2138000522695296,0.9654144927735148,2.19072741898341,"central = RSS(weighted regional OOS RMSE, gap RMSE 1Q24-2Q26, geo half-range); wide = arithmetic sum"
L_reg_lastq,4Q26,4.942077770662845,-1.428426033774555,assumed: 3Q26 measured term carried (J3 convention),3.5136517368882902,1.1311145878985864,2.382537148989704,4.644766324786877,2.3557576008916117,1.1578941359966786,5.869409337779902,0.3881374960772127,0.3177961204962554,6.7506,5.0,2.0,-1.3509,0.44008318494974,0.3775520841470761,0.09843573863226507,0.08392899227091886,1.2159117769109604,2.2138000522695296,0.9654144927735148,2.19072741898341,"central = RSS(weighted regional OOS RMSE, gap RMSE 1Q24-2Q26, geo half-range); wide = arithmetic sum"
comparison: v3 last_q rule (measured I terms + prior-year fills + 2Q26 residual),3Q26,,-1.428426033774555,measured: I3 3Q26 split (E_aug) x 07/H method,3.98897897554384,,,,,,,,,,,,,,,,,,,,,geo -1.43 + size 0.80 + LOS 0.06 + nb -0.18 + interaction -0.11 + residual last_q 4.85; 4Q26 carries the 3Q26 terms
comparison: card v2 (J3),3Q26,,,,3.46,,,,,,,,,,,,,,,,,,,,,docs/adrq3/SYNTHESIS.md: 3Q26 ex-FX +3.46 (residual 4.61 + geo -1.43 + size +0.80 + LOS +0.06 + nb -0.48 + interaction -0.10)
