asset_type,source_branch,logical_path,reason,bytes,sha256,tracked_replacement,rebuild_command,tracking_status
licensed_pdf,main,EARNING-TRANSCRIPTS/ABNB-Corrected-Transcript-(1).pdf,licensed_factset_callstreet_transcript,415558,b281320822203bef3a71524b1ac1dc17295c25af690e6b8c9d91d20577009325,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
licensed_pdf,main,EARNING-TRANSCRIPTS/ABNBQ12022EarningsCall.pdf,licensed_factset_callstreet_transcript,347395,4b0ae8b72f4b08d4762bcd988dde4f96d64b5ce8d323b94066191fabc075bf71,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
licensed_pdf,main,EARNING-TRANSCRIPTS/ABNB_Q12021_EarningsCall_Transcript.pdf,licensed_factset_callstreet_transcript,368065,13efba4bb2770b6b77d7dd04a4d5f67269c5cedfd718319eeec25af3e7ea33d7,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
licensed_pdf,main,EARNING-TRANSCRIPTS/ABNB_Q32021_EarningsCall_Transcript.pdf,licensed_factset_callstreet_transcript,322046,49d3eea551a2b7975b495d07dc6f83e427662ffeb1999e25e9043f4d84409f17,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
licensed_pdf,main,"EARNING-TRANSCRIPTS/Airbnb,-Inc.Q42020EarningsCall-(1).pdf",licensed_factset_callstreet_transcript,347103,ff5ddf4a9e8ae1c843fa4d98804fbe335c2f2d1b5c864b4e661b6b0c0ebc8c62,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
licensed_pdf,main,EARNING-TRANSCRIPTS/Airbnb-Q1-23-Earnings-Call-Transcript.pdf,licensed_factset_callstreet_transcript,328482,56b5e675fc9b967a861e0809e928ee1d273c95e1e6b666f9faf8a2267c72d9c1,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
licensed_pdf,main,EARNING-TRANSCRIPTS/Airbnb-Q1-24-Earnings-Call-Transcript.pdf,licensed_factset_callstreet_transcript,328262,be605bca3b0bd3a524daeef2f9b7f784093031f6eedc4e820e2568fba8e5d2a7,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
licensed_pdf,main,EARNING-TRANSCRIPTS/Airbnb-Q1-25-Earnings-Call-Transcript.pdf,licensed_factset_callstreet_transcript,309980,3bfd5fc7563a940b38d97c966dad146c8e7c43595b49dac1794f68823d654306,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
licensed_pdf,main,EARNING-TRANSCRIPTS/Airbnb-Q1-26-Earnings-Call-Transcript.pdf,licensed_factset_callstreet_transcript,315214,16c99fe319f43990aec163fdc0d2bf113a2a7bb510c07b6d6996b66f75a96b6d,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
licensed_pdf,main,EARNING-TRANSCRIPTS/Airbnb-Q2-2026-Earnings-Call-Transcript.pdf,licensed_factset_callstreet_transcript,318906,1ee4373f67781309914972a013e6ab93d9b5a42ceb9ff9fd8d110fb2093f2d95,research/transcripts/transcript_index.csv,"Obtain through an approved institutional or private team channel, then validate against research/transcripts/transcript_index.csv.",excluded_restricted
