asset_type,source_branch,logical_path,reason,bytes,sha256,tracked_replacement,rebuild_command,tracking_status
workbook_inspection_evidence,main,outputs/01a065f3-9f9d-7c33-a034-621059cc8c6f/ABNB_edge_guidance_stock_reaction.xlsx.inspect.ndjson,absolute_local_path,7609508,8282aed7664dc5ec098592b509c8b8a7e2b2e761fe8c46606849a8c967c82c1f,outputs/workbooks/ABNB_edge_guidance_stock_reaction.xlsx,Recreate inspection evidence locally after running the tracked workbook generation script.,excluded_machine_local
raw_global_lodging_download,main,outputs/01a06e7b-6c3c-7083-8038-ecfb7b421062/global-lodging-map/raw/inside-airbnb/bangkok-2026-06-29.csv,raw_global_lodging_download,5771627,36e41105baa3eab796682753ce174eb4cc018ea1ed0f3d2ca586d79743762a15,outputs/reproducibility/global-lodging-map-inputs.csv,python scripts/build_global_lodging_map.py,excluded_raw
raw_global_lodging_download,main,outputs/01a06e7b-6c3c-7083-8038-ecfb7b421062/global-lodging-map/raw/inside-airbnb/cape-town-2026-06-29.csv,raw_global_lodging_download,4698016,1dbd35f25a2b6c0f8c66c3865b092a87ded4c00a041da36bcf23cc2df3371c16,outputs/reproducibility/global-lodging-map-inputs.csv,python scripts/build_global_lodging_map.py,excluded_raw
raw_global_lodging_download,main,outputs/01a06e7b-6c3c-7083-8038-ecfb7b421062/global-lodging-map/raw/inside-airbnb/istanbul-2026-06-30.csv,raw_global_lodging_download,4743669,54944d4c9c8f0bbfeabd4306639b08fe8d6414919b3bde9bf143b4d8b674370d,outputs/reproducibility/global-lodging-map-inputs.csv,python scripts/build_global_lodging_map.py,excluded_raw
raw_global_lodging_download,main,outputs/01a06e7b-6c3c-7083-8038-ecfb7b421062/global-lodging-map/raw/inside-airbnb/london-2026-06-19.csv,raw_global_lodging_download,16046567,ba29c1032bae03d10d1c5c2ae248de64d8f76b1468a08af76e50af310e24519d,outputs/reproducibility/global-lodging-map-inputs.csv,python scripts/build_global_lodging_map.py,excluded_raw
raw_global_lodging_download,main,outputs/01a06e7b-6c3c-7083-8038-ecfb7b421062/global-lodging-map/raw/inside-airbnb/los-angeles-2026-06-15.csv,raw_global_lodging_download,8698505,16007ed61afb75ffe44a69e7296bd50a71d61b2cce7cf885eb9d71d1dbd6f289,outputs/reproducibility/global-lodging-map-inputs.csv,python scripts/build_global_lodging_map.py,excluded_raw
raw_global_lodging_download,main,outputs/01a06e7b-6c3c-7083-8038-ecfb7b421062/global-lodging-map/raw/inside-airbnb/melbourne-2026-06-16.csv,raw_global_lodging_download,4479193,a3e96aa4d4dd2f4d0fcfce71c961c3481e3b6f353923b94ddf55f0cc2c7c94b6,outputs/reproducibility/global-lodging-map-inputs.csv,python scripts/build_global_lodging_map.py,excluded_raw
raw_global_lodging_download,main,outputs/01a06e7b-6c3c-7083-8038-ecfb7b421062/global-lodging-map/raw/inside-airbnb/mexico-city-2026-06-15.csv,raw_global_lodging_download,5758568,6dc32be008c5562bcf280656138a529995614cd113ed0cb86399bc354ec8734b,outputs/reproducibility/global-lodging-map-inputs.csv,python scripts/build_global_lodging_map.py,excluded_raw
raw_global_lodging_download,main,outputs/01a06e7b-6c3c-7083-8038-ecfb7b421062/global-lodging-map/raw/inside-airbnb/nairobi-2026-06-15.csv,raw_global_lodging_download,3659646,902f164f5c76734019bd468a714cb65ce374fbc4c8932acdac9ae6b82fd0af9a,outputs/reproducibility/global-lodging-map-inputs.csv,python scripts/build_global_lodging_map.py,excluded_raw
raw_global_lodging_download,main,outputs/01a06e7b-6c3c-7083-8038-ecfb7b421062/global-lodging-map/raw/inside-airbnb/new-york-city-2026-08-10.csv,raw_global_lodging_download,5411211,09dedf1c63284f5ffa345cd7201b5b4a69c68f610b9b3f61b4ba4e2cda61101c,outputs/reproducibility/global-lodging-map-inputs.csv,python scripts/build_global_lodging_map.py,excluded_raw
