window,optimized_quarter,witness,quarter,booking_quarter,lag,allocated_revenue_musd,backward_share,effective_forward_fee_per_net_gbv,actual_revenue_musd,residual_musd
W1,2023Q1,minimum_same,2023Q1,2023Q1,0,1439.1815218797026,0.783791089043396,0.07054811381763249,1818.0,-18.17999999999961
W1,2023Q1,minimum_same,2023Q1,2022Q4,1,0.0,0.0,0.0,1818.0,-18.17999999999961
W1,2023Q1,minimum_same,2023Q1,2022Q3,2,317.8592196594229,0.17310896516649943,0.02037559100380916,1818.0,-18.17999999999961
W1,2023Q1,minimum_same,2023Q1,2022Q2,3,0.0,0.0,0.0,1818.0,-18.17999999999961
W1,2023Q1,minimum_same,2023Q1,2022Q1,4,0.0,0.0,0.0,1818.0,-18.17999999999961
W1,2023Q1,minimum_same,2023Q1,2021Q4,5,0.0,0.0,0.0,1818.0,-18.17999999999961
W1,2023Q1,minimum_same,2023Q1,2021Q3,6,0.0,0.0,0.0,1818.0,-18.17999999999961
W1,2023Q1,minimum_same,2023Q1,2021Q2,7,0.0,0.0,0.0,1818.0,-18.17999999999961
W1,2023Q1,minimum_same,2023Q1,2021Q1,8,79.13925846087406,0.043099945790104496,0.007683423151541171,1818.0,-18.17999999999961
W1,2023Q1,minimum_same,2024Q1,2024Q1,0,1615.5518064237838,0.7618443097755256,0.07054811381763249,2142.0,21.420000000000528
W1,2023Q1,minimum_same,2024Q1,2023Q4,1,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2023Q1,minimum_same,2024Q1,2023Q3,2,372.87331536970765,0.175835533377523,0.02037559100380916,2142.0,21.420000000000528
W1,2023Q1,minimum_same,2024Q1,2023Q2,3,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2023Q1,minimum_same,2024Q1,2023Q1,4,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2023Q1,minimum_same,2024Q1,2022Q4,5,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2023Q1,minimum_same,2024Q1,2022Q3,6,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2023Q1,minimum_same,2024Q1,2022Q2,7,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2023Q1,minimum_same,2024Q1,2022Q1,8,132.15487820650816,0.06232015684695139,0.007683423151541171,2142.0,21.420000000000528
W1,2023Q1,minimum_same,2025Q1,2025Q1,0,1728.428788531996,0.7532199085430885,0.07054811381763249,2272.0,-22.7199999999998
W1,2023Q1,minimum_same,2025Q1,2024Q4,1,0.0,0.0,0.0,2272.0,-22.7199999999998
W1,2023Q1,minimum_same,2025Q1,2024Q3,2,409.54937917656406,0.1784746632166731,0.02037559100380916,2272.0,-22.7199999999998
W1,2023Q1,minimum_same,2025Q1,2024Q2,3,0.0,0.0,0.0,2272.0,-22.7199999999998
W1,2023Q1,minimum_same,2025Q1,2024Q1,4,0.0,0.0,0.0,2272.0,-22.7199999999998
W1,2023Q1,minimum_same,2025Q1,2023Q4,5,0.0,0.0,0.0,2272.0,-22.7199999999998
W1,2023Q1,minimum_same,2025Q1,2023Q3,6,0.0,0.0,0.0,2272.0,-22.7199999999998
W1,2023Q1,minimum_same,2025Q1,2023Q2,7,0.0,0.0,0.0,2272.0,-22.7199999999998
W1,2023Q1,minimum_same,2025Q1,2023Q1,8,156.7418322914399,0.06830542824023841,0.007683423151541171,2272.0,-22.7199999999998
W1,2023Q1,minimum_same,2026Q1,2026Q1,0,2060.0049234748685,0.762243098198327,0.07054811381763249,2678.0,-24.556347632390953
W1,2023Q1,minimum_same,2026Q1,2025Q4,1,0.0,0.0,0.0,2678.0,-24.556347632390953
W1,2023Q1,minimum_same,2026Q1,2025Q3,2,466.60103398722975,0.17265173190412905,0.02037559100380916,2678.0,-24.556347632390953
W1,2023Q1,minimum_same,2026Q1,2025Q2,3,0.0,0.0,0.0,2678.0,-24.556347632390953
W1,2023Q1,minimum_same,2026Q1,2025Q1,4,0.0,0.0,0.0,2678.0,-24.556347632390953
W1,2023Q1,minimum_same,2026Q1,2024Q4,5,0.0,0.0,0.0,2678.0,-24.556347632390953
W1,2023Q1,minimum_same,2026Q1,2024Q3,6,0.0,0.0,0.0,2678.0,-24.556347632390953
W1,2023Q1,minimum_same,2026Q1,2024Q2,7,0.0,0.0,0.0,2678.0,-24.556347632390953
W1,2023Q1,minimum_same,2026Q1,2024Q1,8,175.95039017029282,0.065105169897544,0.007683423151541171,2678.0,-24.556347632390953
W1,2023Q1,maximum_same,2023Q1,2023Q1,0,1643.7262093907138,0.8951879496512946,0.08057481418581931,1818.0,-18.179999999999836
W1,2023Q1,maximum_same,2023Q1,2022Q4,1,0.0,0.0,0.0,1818.0,-18.179999999999836
W1,2023Q1,maximum_same,2023Q1,2022Q3,2,0.0,0.0,0.0,1818.0,-18.179999999999836
W1,2023Q1,maximum_same,2023Q1,2022Q2,3,0.0,0.0,0.0,1818.0,-18.179999999999836
W1,2023Q1,maximum_same,2023Q1,2022Q1,4,94.99179972479482,0.05173338110903878,0.00552277905376714,1818.0,-18.179999999999836
W1,2023Q1,maximum_same,2023Q1,2021Q4,5,0.0,0.0,0.0,1818.0,-18.179999999999836
W1,2023Q1,maximum_same,2023Q1,2021Q3,6,0.0,0.0,0.0,1818.0,-18.179999999999836
W1,2023Q1,maximum_same,2023Q1,2021Q2,7,0.0,0.0,0.0,1818.0,-18.179999999999836
W1,2023Q1,maximum_same,2023Q1,2021Q1,8,97.46199088449116,0.053078669239666684,0.00946232921208652,1818.0,-18.179999999999836
W1,2023Q1,maximum_same,2024Q1,2024Q1,0,1845.163244855262,0.8701219689213622,0.08057481418581931,2142.0,21.420000000000073
W1,2023Q1,maximum_same,2024Q1,2023Q4,1,0.0,0.0,0.0,2142.0,21.420000000000073
W1,2023Q1,maximum_same,2024Q1,2023Q3,2,0.0,0.0,0.0,2142.0,21.420000000000073
W1,2023Q1,maximum_same,2024Q1,2023Q2,3,0.0,0.0,0.0,2142.0,21.420000000000073
W1,2023Q1,maximum_same,2024Q1,2023Q1,4,112.66469269684967,0.05312918762642752,0.00552277905376714,2142.0,21.420000000000073
W1,2023Q1,maximum_same,2024Q1,2022Q4,5,0.0,0.0,0.0,2142.0,21.420000000000073
W1,2023Q1,maximum_same,2024Q1,2022Q3,6,0.0,0.0,0.0,2142.0,21.420000000000073
W1,2023Q1,maximum_same,2024Q1,2022Q2,7,0.0,0.0,0.0,2142.0,21.420000000000073
W1,2023Q1,maximum_same,2024Q1,2022Q1,8,162.75206244788816,0.07674884345221032,0.00946232921208652,2142.0,21.420000000000073
W1,2023Q1,maximum_same,2025Q1,2025Q1,0,1974.0829475525732,0.860697117179498,0.08057481418581931,2272.0,-21.586103810405803
W1,2023Q1,maximum_same,2025Q1,2024Q4,1,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2023Q1,maximum_same,2025Q1,2024Q3,2,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2023Q1,maximum_same,2025Q1,2024Q2,3,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2023Q1,maximum_same,2025Q1,2024Q1,4,126.47164033126751,0.0551414399141834,0.00552277905376714,2272.0,-21.586103810405803
W1,2023Q1,maximum_same,2025Q1,2023Q4,5,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2023Q1,maximum_same,2025Q1,2023Q3,6,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2023Q1,maximum_same,2025Q1,2023Q2,7,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2023Q1,maximum_same,2025Q1,2023Q1,8,193.03151592656502,0.08416144290631852,0.00946232921208652,2272.0,-21.586103810405803
W1,2023Q1,maximum_same,2026Q1,2026Q1,0,2352.7845742259237,0.8698617167480991,0.08057481418581931,2678.0,-26.7800000000002
W1,2023Q1,maximum_same,2026Q1,2025Q4,1,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2023Q1,maximum_same,2026Q1,2025Q3,2,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2023Q1,maximum_same,2026Q1,2025Q2,3,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2023Q1,maximum_same,2026Q1,2025Q1,4,135.30808681729494,0.05002554249044097,0.00552277905376714,2678.0,-26.7800000000002
W1,2023Q1,maximum_same,2026Q1,2024Q4,5,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2023Q1,maximum_same,2026Q1,2024Q3,6,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2023Q1,maximum_same,2026Q1,2024Q2,7,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2023Q1,maximum_same,2026Q1,2024Q1,8,216.68733895678133,0.08011274076145983,0.00946232921208652,2678.0,-26.7800000000002
W1,2024Q1,minimum_same,2023Q1,2023Q1,0,1439.181521879749,0.7837910890434208,0.07054811381763476,1818.0,-18.180000000000746
W1,2024Q1,minimum_same,2023Q1,2022Q4,1,0.0,0.0,0.0,1818.0,-18.180000000000746
W1,2024Q1,minimum_same,2023Q1,2022Q3,2,317.8592196593719,0.17310896516647156,0.02037559100380589,1818.0,-18.180000000000746
W1,2024Q1,minimum_same,2023Q1,2022Q2,3,0.0,0.0,0.0,1818.0,-18.180000000000746
W1,2024Q1,minimum_same,2023Q1,2022Q1,4,0.0,0.0,0.0,1818.0,-18.180000000000746
W1,2024Q1,minimum_same,2023Q1,2021Q4,5,0.0,0.0,0.0,1818.0,-18.180000000000746
W1,2024Q1,minimum_same,2023Q1,2021Q3,6,0.0,0.0,0.0,1818.0,-18.180000000000746
W1,2024Q1,minimum_same,2023Q1,2021Q2,7,0.0,0.0,0.0,1818.0,-18.180000000000746
W1,2024Q1,minimum_same,2023Q1,2021Q1,8,79.13925846087982,0.043099945790107605,0.007683423151541729,1818.0,-18.180000000000746
W1,2024Q1,minimum_same,2024Q1,2024Q1,0,1615.551806423836,0.7618443097755495,0.07054811381763476,2142.0,21.419999999998254
W1,2024Q1,minimum_same,2024Q1,2023Q4,1,0.0,0.0,0.0,2142.0,21.419999999998254
W1,2024Q1,minimum_same,2024Q1,2023Q3,2,372.8733153696478,0.1758355333774946,0.02037559100380589,2142.0,21.419999999998254
W1,2024Q1,minimum_same,2024Q1,2023Q2,3,0.0,0.0,0.0,2142.0,21.419999999998254
W1,2024Q1,minimum_same,2024Q1,2023Q1,4,0.0,0.0,0.0,2142.0,21.419999999998254
W1,2024Q1,minimum_same,2024Q1,2022Q4,5,0.0,0.0,0.0,2142.0,21.419999999998254
W1,2024Q1,minimum_same,2024Q1,2022Q3,6,0.0,0.0,0.0,2142.0,21.419999999998254
W1,2024Q1,minimum_same,2024Q1,2022Q2,7,0.0,0.0,0.0,2142.0,21.419999999998254
W1,2024Q1,minimum_same,2024Q1,2022Q1,8,132.15487820651774,0.06232015684695585,0.007683423151541729,2142.0,21.419999999998254
W1,2024Q1,minimum_same,2025Q1,2025Q1,0,1728.4287885320516,0.7532199085431122,0.07054811381763476,2272.0,-22.72000000000162
W1,2024Q1,minimum_same,2025Q1,2024Q4,1,0.0,0.0,0.0,2272.0,-22.72000000000162
W1,2024Q1,minimum_same,2025Q1,2024Q3,2,409.5493791764984,0.17847466321664435,0.02037559100380589,2272.0,-22.72000000000162
W1,2024Q1,minimum_same,2025Q1,2024Q2,3,0.0,0.0,0.0,2272.0,-22.72000000000162
W1,2024Q1,minimum_same,2025Q1,2024Q1,4,0.0,0.0,0.0,2272.0,-22.72000000000162
W1,2024Q1,minimum_same,2025Q1,2023Q4,5,0.0,0.0,0.0,2272.0,-22.72000000000162
W1,2024Q1,minimum_same,2025Q1,2023Q3,6,0.0,0.0,0.0,2272.0,-22.72000000000162
W1,2024Q1,minimum_same,2025Q1,2023Q2,7,0.0,0.0,0.0,2272.0,-22.72000000000162
W1,2024Q1,minimum_same,2025Q1,2023Q1,8,156.74183229145126,0.06830542824024331,0.007683423151541729,2272.0,-22.72000000000162
W1,2024Q1,minimum_same,2026Q1,2026Q1,0,2060.004923474935,0.7622430981983502,0.07054811381763476,2678.0,-24.5563476323955
W1,2024Q1,minimum_same,2026Q1,2025Q4,1,0.0,0.0,0.0,2678.0,-24.5563476323955
W1,2024Q1,minimum_same,2026Q1,2025Q3,2,466.6010339871549,0.17265173190410105,0.02037559100380589,2678.0,-24.5563476323955
