window,season,group,metric,n,mean_pct,sd_pp,variance_pp2,range_pp
W1,1,same_quarter,backward_share,4,46.20079778364093,0.7382793766021781,0.5450564379161008,1.7512239256791489
W1,1,same_quarter,effective_coefficient_sum,4,4.2392095804024565,0.04999431797024845,0.0024994318293103065,0.10621280906003427
W1,1,one_earlier,backward_share,4,0.7030478927870162,0.01739929023263365,0.0003027353005994208,0.03165725767764149
W1,1,one_earlier,effective_coefficient_sum,4,0.09367285161082291,0.00110471309327594,1.2203910184552957e-06,0.002346960326812808
W1,1,two_earlier,backward_share,4,53.09615432357205,0.7290933844437099,0.5315771632395833,1.7201498573325438
W1,1,two_earlier,effective_coefficient_sum,4,6.152635922151717,0.07255995034291927,0.005264946393766911,0.1541534411123351
W1,1,older_finite_tail,backward_share,4,0.0,0.0,0.0,0.0
W1,1,older_finite_tail,effective_coefficient_sum,4,0.0,0.0,0.0,0.0
W1,2,same_quarter,backward_share,4,47.872857982829515,0.6751017073908191,0.4557623153219992,1.4509579453201624
W1,2,same_quarter,effective_coefficient_sum,4,6.271586882642304,0.05578955846033811,0.0031124748331994834,0.12887859310045702
W1,2,one_earlier,backward_share,4,1.1277987415664215,0.02690910123961907,0.0007240997295240685,0.059778142537139534
W1,2,one_earlier,effective_coefficient_sum,4,0.13858183141923425,0.0012327692066105447,1.5197199167671921e-06,0.002847801010622486
W1,2,two_earlier,backward_share,4,50.99934327560405,0.6966233618539398,0.48528410828068513,1.4794828840881635
W1,2,two_earlier,effective_coefficient_sum,4,9.102355052560823,0.0809709534180361,0.0065562952974257726,0.1870497427567539
W1,2,older_finite_tail,backward_share,4,0.0,0.0,0.0,0.0
W1,2,older_finite_tail,effective_coefficient_sum,4,0.0,0.0,0.0,0.0
W1,3,same_quarter,backward_share,3,38.0167874281701,0.7471388620151759,0.558216479133332,1.4709001175360896
W1,3,same_quarter,effective_coefficient_sum,3,6.969427117627286,0.051522935396451405,0.0026546128718669053,0.09258025942591619
W1,3,one_earlier,backward_share,3,0.8747922281259277,0.005078316529720707,2.5789298776034566e-05,0.009806599693758522
W1,3,one_earlier,effective_coefficient_sum,3,0.15400184865122116,0.0011384906054792594,1.2961608587645307e-06,0.0020457249727370286
W1,3,two_earlier,backward_share,3,61.10842034370396,0.7521984590423073,0.5658025217856216,1.4807067172298858
W1,3,two_earlier,effective_coefficient_sum,3,10.115175206001732,0.0747785305544659,0.00559182863188519,0.13436765015329577
W1,3,older_finite_tail,backward_share,3,0.0,0.0,0.0,0.0
W1,3,older_finite_tail,effective_coefficient_sum,3,0.0,0.0,0.0,0.0
W1,4,same_quarter,backward_share,3,36.22258795924639,0.7894839008965684,0.6232848297748625,1.552355812541677
W1,4,same_quarter,effective_coefficient_sum,3,5.07150271730719,0.018958609326104398,0.00035942886757985265,0.03448226666554266
W1,4,one_earlier,backward_share,3,0.9188721676255405,0.00855165260426678,7.31307622640628e-05,0.017025875449910854
W1,4,one_earlier,effective_coefficient_sum,3,0.11206384408979862,0.0004189240858394152,1.7549738969638973e-07,0.0007619468175148886
W1,4,two_earlier,backward_share,3,62.85853987312807,0.7874570744955537,0.6200886441730961,1.5452506960643504
W1,4,two_earlier,effective_coefficient_sum,3,7.360596169164143,0.027515841942109997,0.0007571215577831796,0.050046318432666936
W1,4,older_finite_tail,backward_share,3,0.0,0.0,0.0,0.0
W1,4,older_finite_tail,effective_coefficient_sum,3,0.0,0.0,0.0,0.0
W2,1,same_quarter,backward_share,3,49.0939279725581,0.5658365992386167,0.3201710570379229,1.1265187066441058
W2,1,same_quarter,effective_coefficient_sum,3,4.5489464467977445,0.050213273255325555,0.0025213728110139925,0.10034236765951121
W2,1,one_earlier,backward_share,3,0.0,0.0,0.0,0.0
W2,1,one_earlier,effective_coefficient_sum,3,0.0,0.0,0.0,0.0
W2,1,two_earlier,backward_share,3,50.9060720274419,0.565836599238613,0.3201710570379187,1.1265187066440987
W2,1,two_earlier,effective_coefficient_sum,3,5.887821261192962,0.06499236280851878,0.004224007223434135,0.12987577071170264
W2,1,older_finite_tail,backward_share,3,0.0,0.0,0.0,0.0
W2,1,older_finite_tail,effective_coefficient_sum,3,0.0,0.0,0.0,0.0
W2,2,same_quarter,backward_share,3,50.9662913632529,0.35778688546448373,0.1280114554103756,0.636681914163816
W2,2,same_quarter,effective_coefficient_sum,3,6.693457985937935,0.03561813137253908,0.0012686512824714525,0.0709373118586143
W2,2,one_earlier,backward_share,3,0.0,0.0,0.0,0.0
W2,2,one_earlier,effective_coefficient_sum,3,0.0,0.0,0.0,0.0
W2,2,two_earlier,backward_share,3,49.0337086367471,0.3577868854644923,0.12801145541038172,0.6366819141638373
W2,2,two_earlier,effective_coefficient_sum,3,8.663519059066962,0.046101486054387304,0.002125347016422867,0.09181603209838762
W2,2,older_finite_tail,backward_share,3,0.0,0.0,0.0,0.0
W2,2,older_finite_tail,effective_coefficient_sum,3,0.0,0.0,0.0,0.0
W2,3,same_quarter,backward_share,2,41.17151013530382,1.0768347189159684,1.1595730118628325,1.522874263925182
W2,3,same_quarter,effective_coefficient_sum,2,7.500747257343212,0.0031923637888760944,1.0191186560527333e-05,0.004514684166257332
W2,3,one_earlier,backward_share,2,0.0,0.0,0.0,0.0
W2,3,one_earlier,effective_coefficient_sum,2,0.0,0.0,0.0,0.0
W2,3,two_earlier,backward_share,2,58.828489864696195,1.0768347189159684,1.1595730118628325,1.522874263925182
W2,3,two_earlier,effective_coefficient_sum,2,9.708414836958346,0.004131960578001027,1.707309821815458e-05,0.0058434746886000255
W2,3,older_finite_tail,backward_share,2,0.0,0.0,0.0,0.0
W2,3,older_finite_tail,effective_coefficient_sum,2,0.0,0.0,0.0,0.0
W2,4,same_quarter,backward_share,2,39.610464091704685,0.7549686537755699,0.5699776681836963,1.0676869093359684
W2,4,same_quarter,effective_coefficient_sum,2,5.486480602818977,0.02795969077274328,0.0007817443081074258,0.03954097389057143
W2,4,one_earlier,backward_share,2,0.0,0.0,0.0,0.0
W2,4,one_earlier,effective_coefficient_sum,2,0.0,0.0,0.0,0.0
