cik,ticker,title,year,mda_section,processed_timestamp
1075531,BKNG,Booking Holdings Inc.,2012,"Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our financial statements, including the notes to those statements, included elsewhere in this Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include, but are not limited to, those discussed in ""Risk Factors."" OverviewWe are a leading online travel company that offers our customers hotel room reservations at over 210,000 hotels worldwide through the Booking.com, priceline.com and Agoda brands. In the United States, we also offer our customers reservations for car rentals, airline tickets, vacation packages, destination services and cruises through the priceline.com brand. We offer car rental reservations worldwide through rentalcars.com (formerly known as TravelJigsaw), which we acquired in May 2010. We launched our business in the United States in 1998 under the priceline.com brand and have since expanded our operations to include the Booking.com, Agoda and rentalcars.com companies. Our principal goal is to serve our customers with worldwide leadership in online hotel and rental car reservations. Our business is driven primarily by international results. During the year ended December 31, 2011, our international business (the significant majority of which is generated by Booking.com) represented approximately 78% of our gross bookings (an operating and statistical metric referring to the total dollar value, generally inclusive of all taxes and fees, of all travel services purchased by our customers), and approximately 88",2024-01-15 00:18:47.750155
1075531,BKNG,Booking Holdings Inc.,2013,"Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our financial statements, including the notes to those statements, included elsewhere in this Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include those discussed in ""Risk Factors"" and elsewhere in this Form 10-K. Overview We are a leading online travel company that offers our customers hotel and accommodation reservations at over 295,000 properties worldwide (as of February 25, 2013) through the Booking.com, priceline.com and Agoda.com brands. In the United States, we also offer our customers reservations for car rentals, airline tickets, vacation packages, destination services and cruises through the priceline.com brand. We offer car rental reservations worldwide through rentalcars.com (formerly known as TravelJigsaw).We launched our business in the United States in 1998 under the priceline.com brand and have since expanded our operations to include Booking.com, Agoda.com and rentalcars.com, which are independently managed and operated international brands. Our principal goal is to serve our customers with worldwide leadership in online hotel, accommodation and rental car reservations. Our business is driven primarily by international results. During the year ended December 31, 2012, our international business (the substantial majority of which is generated by Booking.com) represented approximately 82% of our gross bookings (an operating and statistical metric referring to the total dollar value, generally inclusive ",2024-01-15 00:18:18.006485
1075531,BKNG,Booking Holdings Inc.,2014,"Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our financial statements, including the notes to those statements, included elsewhere in this Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include those discussed in ""Risk Factors"" and elsewhere in this Form 10-K.Overview We are a leading online travel company that connects consumers wishing to make travel reservations with providers of travel services around the world. We offer consumers accommodation reservations through our Booking.com, priceline.com, and Agoda.com brands. In the United States, we also offer consumers reservations for rental cars, airline tickets, vacation packages and cruises through the priceline.com brand. We offer rental car reservations worldwide through rentalcars.com. We also allow consumers to easily compare airline ticket, hotel reservation and rental car reservation information from hundreds of travel websites at once through KAYAK's websites and mobile applications (or ""apps""). We refer to our company and all of our subsidiaries and brands, including Booking.com, priceline.com, Agoda.com, KAYAK and rentalcars.com, collectively as ""The Priceline Group,"" the ""Company,"" ""we,"" ""our"" or ""us.""We launched our business in the United States in 1998 under the priceline.com brand and have since expanded our operations to include Booking.com, Agoda.com, KAYAK, and rentalcars.com, which are independently managed and operated brands. Our principal goal is to serve consumers with worldwide leadership in",2024-01-15 00:19:02.330202
1075531,BKNG,Booking Holdings Inc.,2015,"Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our Consolidated Financial Statements, including the notes to those statements, included elsewhere in this Annual Report on Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Annual Report on Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include those discussed in ""Risk Factors"" and elsewhere in this Annual Report on Form 10-K.Overview We are a leading provider of online travel and travel related reservation and search services. Through our online travel agent (""OTA"") services, we connect consumers wishing to make travel reservations with providers of travel services around the world. We offer consumers accommodation reservations (including hotels, bed and breakfasts, hostels, apartments, vacation rentals and other properties) through our Booking.com, priceline.com and agoda.com brands. Our priceline.com brand also offers consumers reservations for rental cars, airline tickets, vacation packages and cruises. We offer rental car reservations worldwide through rentalcars.com. We also allow consumers to easily compare airline ticket, hotel reservation and rental car reservation information from hundreds of travel websites at once through KAYAK. We recently acquired OpenTable, a leading provider of online restaurant reservations. We believe that the online restaurant reservation business is complementary to our online travel businesses, and that both OpenTable and our travel businesses will benefit from adding OpenTable to The Priceline Group. We refer to our company and al",2024-01-15 00:18:06.628147
1075531,BKNG,Booking Holdings Inc.,2016,"Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our Consolidated Financial Statements, including the notes to those statements, included elsewhere in this Annual Report on Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Annual Report on Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include those discussed in ""Risk Factors"" and elsewhere in this Annual Report on Form 10-K.We evaluate our results of operations on both an as reported and constant currency basis. We calculate constant currency by converting our current-period financial results for transactions recorded in currencies other than U.S. Dollars using the prior-period monthly average exchange rates rather than the current-period monthly average exchange rates.OverviewWe help people experience the world by providing consumers, travel service providers and restaurants with leading travel and restaurant reservation and related services. Through our online travel companies (""OTCs""), we connect consumers wishing to make travel reservations with providers of travel services around the world. We are the leader in the worldwide online accommodation reservation market based on room nights booked. We offer consumers a broad array of accommodation reservations (including hotels, bed and breakfasts, hostels, apartments, vacation rentals and other properties) through our Booking.com, priceline.com and agoda.com brands. Our priceline.com brand also offers consumers reservations for rental cars, airline tickets, vacation packages and cruises. We offer rental car reservati",2024-01-15 00:17:59.672935
1075531,BKNG,Booking Holdings Inc.,2017,"Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our Consolidated Financial Statements, including the notes to those statements, included elsewhere in this Annual Report on Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Annual Report on Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include those discussed in ""Risk Factors"" and elsewhere in this Annual Report on Form 10-K.We evaluate certain operating and financial measures on both an as-reported and constant-currency basis. We calculate constant currency by converting our current-year period financial results for transactions recorded in currencies other than U.S. Dollars using the corresponding prior-year period monthly average exchange rates rather than the current-year period monthly average exchange rates.OverviewOur mission is to help people experience the world. We seek to achieve our mission by providing consumers, travel service providers and restaurants with worldwide leadership in online reservation and related services. We operate six primary, independently managed brands: •Booking.com - the world’s leading brand for booking online accommodation reservations, based on room nights booked.•priceline.com - a leading hotel, rental car, airline ticket and vacation package reservation service in the United States.•KAYAK - a leading meta-search service allowing consumers to easily search and compare travel itineraries and prices, including airline ticket, accommodation and rental car reservation information.•agoda.com - a leading accommodation reservation serv",2024-01-15 00:17:36.062238
1075531,BKNG,Booking Holdings Inc.,2018,"Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our Consolidated Financial Statements, including the notes to those statements, included elsewhere in this Annual Report on Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Annual Report on Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include those discussed in ""Risk Factors"" and elsewhere in this Annual Report on Form 10-K.We evaluate certain operating and financial measures on both an as-reported and constant-currency basis. We calculate constant currency by converting our current-year period financial results for transactions recorded in currencies other than U.S. Dollars using the corresponding prior-year period monthly average exchange rates rather than the current-year period monthly average exchange rates.OverviewOur mission is to help people experience the world. We aim to achieve our mission to help people experience the world through global leadership in online travel and restaurant reservation and related services by:•providing consumers with the best choices and prices at any time, in any place, on any device;•making it easy for people to find, book and experience their travel desires; and•providing platforms, tools and insights to our business partners to help them be successful.We operate six primary brands: •Booking.com - the world’s leading brand for booking online accommodation reservations, based on room nights booked.•priceline.com - a leading hotel, rental car, airline ticket and vacation package reservation service in the United States.•KAYAK - a",2024-01-15 00:17:37.634625
1075531,BKNG,Booking Holdings Inc.,2019,"Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our Consolidated Financial Statements, including the notes to those statements, included elsewhere in this Annual Report on Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Annual Report on Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include those discussed in ""Risk Factors"" and elsewhere in this Annual Report on Form 10-K.We evaluate certain operating and financial measures on both an as-reported and constant-currency basis. We calculate constant currency by converting our current-year period financial results for transactions recorded in currencies other than U.S. Dollars using the corresponding prior-year period monthly average exchange rates rather than the current-year period monthly average exchange rates.OverviewOur mission is to help people experience the world. We aim to achieve our mission to help people experience the world through global leadership in online travel and restaurant reservation and related services by:•providing consumers with the best choices and prices at any time, in any place, on any device;•making it easy for people to find, book and experience their travel desires; and•providing platforms, tools and insights to our business partners to help them be successful.We operate six primary brands: •Booking.com - the world’s leading brand for booking online accommodation reservations, based on room nights booked.•KAYAK - a leading online meta-search service allowing consumers to easily search and compare travel itineraries and prices, includin",2024-01-15 00:19:25.211952
1075531,BKNG,Booking Holdings Inc.,2020,"Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our Consolidated Financial Statements, including the notes to those statements, included elsewhere in this Annual Report on Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Annual Report on Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements, which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include those discussed in ""Risk Factors"" and elsewhere in this Annual Report on Form 10-K. We evaluate certain operating and financial measures on both an as-reported and constant-currency basis. We calculate constant currency by converting our current-year period financial results for transactions recorded in currencies other than U.S. Dollars using the corresponding prior-year period monthly average exchange rates rather than the current-year period monthly average exchange rates.OverviewOur mission is to make it easier for everyone to experience the world. We seek to empower people to cut through travel barriers, such as money, time, language and overwhelming options, so they can use our services to easily and confidently get where they want to go, stay where they want to stay, dine where they want to dine, pay how they want to pay and experience what they want to experience. We connect consumers wishing to make travel reservations with providers of travel services around the world through our online platforms. Through one or more of our brands, consumers can: book a broad array of accommodations (including hotels, motels, resorts, homes, apartments, bed and breakfasts, hostels and other properties); make a car rental reservation o",2024-01-15 00:17:10.098257
1075531,BKNG,Booking Holdings Inc.,2021,"Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations The following discussion should be read in conjunction with our Consolidated Financial Statements, including the notes to those statements, included elsewhere in this Annual Report on Form 10-K, and the Section entitled ""Special Note Regarding Forward-Looking Statements"" in this Annual Report on Form 10-K. As discussed in more detail in the Section entitled ""Special Note Regarding Forward-Looking Statements,"" this discussion contains forward-looking statements, which involve risks and uncertainties. Our actual results may differ materially from the results discussed in the forward-looking statements. Factors that might cause those differences include those discussed in ""Risk Factors"" and elsewhere in this Annual Report on Form 10-K. We evaluate certain operating and financial measures on both an as-reported and constant-currency basis. We calculate constant currency by converting our current-year period operating and financial results for transactions recorded in currencies other than U.S. Dollars using the corresponding prior-year period monthly average exchange rates rather than the current-year period monthly average exchange rates.OverviewOur mission is to make it easier for everyone to experience the world. We seek to empower people to cut through travel barriers, such as money, time, language and overwhelming options, so they can use our services to easily and confidently go where they want to go, stay where they want to stay, dine where they want to dine, pay how they want to pay and experience what they want to experience. We connect consumers wishing to make travel reservations with providers of travel services around the world through our online platforms. Through one or more of our brands, consumers can: book a broad array of accommodations (including hotels, motels, resorts, homes, apartments, bed and breakfasts, hostels and other properties); make a car rental ",2024-01-15 00:14:51.845797
