date,EUR,GBP,AUD,NZD,CAD,MXN,BRL,JPY,KRW,INR,CNY,CHF,SEK,NOK,DKK,THB,SGD,TWD,HKD,MYR,ZAR,USD_BROAD,USD
2017-01-03,1.0416,1.2256,0.7231,0.6927,0.744213738185607,0.04783315794508754,0.30744635061181824,0.00849762066621346,0.0008283425693529816,0.01462629808395495,0.1437297879985627,0.9740892265731541,0.10919057030234869,0.11562163974609489,0.14010311589329746,0.027862914460852605,0.6897503103876397,0.03089280197713933,0.12893077706579337,0.22271714922048996,0.07256894049346879,119.0903,1.0
2017-01-04,1.0476,1.2299,0.727,0.6949,0.7522756337922215,0.04676065558439129,0.3111484489249821,0.008519338899301414,0.000834675770197067,0.014727540500736375,0.14425434926863046,0.9777082518576458,0.1097598454581376,0.11638056444573756,0.14091850682750165,0.027917364600781685,0.6940106877645915,0.031094527363184084,0.12895904260806768,0.22241992882562275,0.0733810310034856,118.8803,1.0
2017-01-05,1.0598,1.2415,0.7334,0.7022,0.7566585956416464,0.046739892498247254,0.3120027456241615,0.008661008141347654,0.0008456945689494782,0.014762326542663125,0.14520110352838683,0.9894132779261898,0.11113457285426923,0.11772461857223582,0.14257606433032022,0.02803476310625175,0.6996921354603974,0.03146633102580239,0.12896569512509673,0.2230649118893598,0.07375991148810622,117.9999,1.0
2017-01-06,1.056,1.2314,0.7305,0.6973,0.7566585956416464,0.04695717505634861,0.3114003674524336,0.008557980316645272,0.0008341327105142428,0.01467997651203758,0.14455880652249334,0.9852216748768474,0.11059377799405005,0.1173805359595272,0.14204949004233075,0.027995520716685332,0.6957973838018369,0.03125,0.12895405367067714,0.22366360993066428,0.07291286912139992,118.3495,1.0
2017-01-09,1.0576,1.2167,0.7364,0.7027,0.75642965204236,0.04686584651435267,0.3133224714876551,0.008615490652192644,0.0008329793171235558,0.014688601645123384,0.14419610670511898,0.9854158454867955,0.11056932143607434,0.11702202354483113,0.14226572391913617,0.028058361391694726,0.6971070059254095,0.031230480949406617,0.12893908917427407,0.223463687150838,0.07335411699981662,118.4111,1.0
2017-01-10,1.0572,1.2165,0.737,0.6986,0.7571168988491823,0.04624384378829568,0.3127834600106347,0.008640055296353897,0.000835449806175645,0.014652014652014652,0.14455044810638912,0.9844457570387871,0.11032291517271053,0.11634806687686883,0.14222121087138936,0.028145229383619477,0.6969612489545581,0.03132832080200501,0.12896236878078976,0.223563603845294,0.07313951362223442,118.5386,1.0
2017-01-11,1.0501,1.2118,0.74,0.7008,0.7564868749527195,0.045714285714285714,0.31226580064951287,0.00860141063134354,0.0008350103123773579,0.014622020763269484,0.14416492467382686,0.9801038910124473,0.10988648725866179,0.11595547309833024,0.14124094292453496,0.028129395218002815,0.6961849067112226,0.031347962382445145,0.12894241431776568,0.2237136465324385,0.07226738934056007,119.0219,1.0
2017-01-12,1.0666,1.2211,0.7508,0.7138,0.7616146230007617,0.04607339491810454,0.3142578800163414,0.008781944322472994,0.0008540220166875902,0.014708045300779527,0.14515894904920887,0.9934432743890325,0.11220699947262709,0.11766367016519981,0.14347202295552366,0.028336639274582034,0.7031854299978905,0.031756113051762465,0.1289640319314943,0.22441651705565527,0.07425283088917765,117.8001,1.0
2017-01-13,1.0625,1.2198,0.7481,0.7105,0.7613826709304097,0.04641771299928052,0.3117498519188203,0.00869338433452143,0.0008490333755019911,0.014671361502347418,0.1449590490686381,0.9902951079421667,0.11217930740495607,0.1175640724194686,0.14290409706046273,0.0282326369282891,0.6986655488017885,0.03164556962025316,0.128952390777325,0.2242152466367713,0.07439092430723451,117.9884,1.0
2017-01-17,1.0695,1.2388,0.754,0.7183,0.7656967840735068,0.046333835283215566,0.3117498519188203,0.008852691218130312,0.0008608741315932198,0.014727540500736375,0.14594279042615294,0.997207818109294,0.1122095176112838,0.11810977122137316,0.1438186734165564,0.028328611898017,0.7056665020111496,0.03186743148502231,0.12893410178057996,0.2242152466367713,0.07410151908114117,117.2656,1.0
2017-01-18,1.0682,1.2309,0.7553,0.7178,0.7590132827324478,0.04576449590407762,0.3101544569195459,0.008818342151675485,0.0008541679123282055,0.01467997651203758,0.1462843768285547,0.997207818109294,0.11219063432584649,0.1182927983344374,0.14364926595225097,0.028328611898017,0.7024938531787847,0.03171582619727244,0.1289274525224656,0.22507314877335136,0.07404664938911514,117.7242,1.0
2017-01-19,1.063,1.2319,0.7545,0.7171,0.7503564192991671,0.04568087341829976,0.31226580064951287,0.008673026886383347,0.0008495960170938719,0.014684287812041117,0.145602795573675,0.9906875371507826,0.11139578923916675,0.11813628201493243,0.14294903866771497,0.0282326369282891,0.699839037021485,0.03164556962025316,0.1289191419141914,0.22487069934787496,0.07352941176470588,118.3182,1.0
2017-01-23,1.074,1.2485,0.7564,0.7215,0.7528419784687194,0.04665158265494156,0.3156067539845353,0.008857395925597873,0.0008577653497109331,0.014682131845543973,0.1459555711241498,1.001001001001001,0.11308763160573128,0.1194843057364415,0.14443979027342452,0.02836074872376631,0.7049203440011278,0.03183699458771092,0.12893410178057996,0.2254283137962128,0.07407407407407407,117.2479,1.0
