gbv_3q26_musd,gbv_label,on_published_grid,lambda_q4_pct,lagged_gbv_base_musd,print_no_fee_musd,print_fee_theta083_half_musd,guide_mid_no_fee_musd,guide_mid_fee_theta083_half_musd,guide_lo_no_fee_musd,guide_hi_no_fee_musd,p_guide_below_lseg_3158_no_fee,p_guide_below_spglobal_3160_no_fee,p_guide_below_zacks_3200_no_fee,p_guide_below_lseg_3158_fee,p_guide_below_spglobal_3160_fee,p_guide_below_zacks_3200_fee,anchor_lseg_musd,anchor_lseg_n_est,anchor_lseg_as_of,anchor_spglobal_musd,anchor_spglobal_n_est,anchor_spglobal_as_of,anchor_zacks_musd,anchor_zacks_n_est,anchor_zacks_as_of,gbv_forecast_point_musd,gbv_forecast_q10_musd,gbv_forecast_q90_musd,cushion_mean_pct,guide_mid_predictive_sd_pct_conditional,guide_mid_predictive_sd_pct_unconditional,source_package,source_file,vintage_date,replay
25900.0,grid step,True,12.029792635176292,26333.33333333333,3167.8453939297565,3185.4051977776166,3110.098849283979,3127.3385560719207,3081.1935905787336,3139.004107989224,0.6943522987205188,0.7017515971133473,0.8299176752299995,0.6268495595986111,0.6348112983095904,0.7783638142790317,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
26000.0,grid step,True,12.029792635176292,26400.0,3175.8652556865413,3193.469514734016,3117.97251725685,3135.2558688721033,3088.9940806814648,3146.950953832235,0.6640763831476537,0.6717607394483689,0.8073311935682057,0.5945930274980518,0.6027322529220216,0.7521956276611492,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
26100.0,grid step,True,12.029792635176292,26466.666666666664,3183.8851174433253,3201.533831690415,3125.8461852297205,3143.173181672285,3096.7945707841955,3154.897799675245,0.6328568361200131,0.6407791395301513,0.783127472728802,0.5618476625801381,0.5701090629266929,0.7246064549801956,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
26185.0,frozen card,False,12.029792635176292,26523.33333333333,3190.701999936591,3208.3885011033535,3132.53880300666,3149.9028975524393,3103.424987371516,3161.6526186418037,0.6057292250309712,0.6138136536049069,0.7613424698869626,0.533799202378513,0.5421196628039044,0.7001414374438408,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
26200.0,grid step,True,12.029792635176292,26533.33333333333,3191.904979200109,3209.598148646814,3133.7198532025914,3151.0904944724675,3104.5950608869266,3162.844645518256,0.6008962213082085,0.6090052644379498,0.757387448155142,0.5288404352744895,0.5371670038136312,0.6957351050782649,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
26300.0,architect input (v1 central),True,12.029792635176292,26600.0,3199.9248409568936,3217.662465603213,3141.5935211754622,3159.0078072726496,3112.3955509896573,3170.7914913612667,0.5684092285611069,0.5766507680311381,0.7302182041882741,0.4958003480814476,0.5041345866123631,0.6657430252081507,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
26400.0,grid step,True,12.029792635176292,26666.666666666664,3207.9447027136775,3225.726782559612,3149.4671891483326,3166.9251200728313,3120.196041092388,3178.738337204277,0.535618149768212,0.5439360442626429,0.7017515971133484,0.4629536700229908,0.4712387794959869,0.6348112983095896,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
26500.0,grid step,True,12.029792635176292,26733.33333333333,3215.9645644704615,3233.7910995160105,3157.3408571212035,3174.842432873013,3127.996531195119,3186.685183047288,0.5027482054002983,0.5110855904852414,0.6721421368166496,0.4305193816100309,0.4387003997078598,0.6031370622013187,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
26549.8,programme's own combined 3Q26 GBV forecast,False,12.029792635176292,26766.533333333333,3219.958455625341,3237.807129360298,3161.261943771694,3178.785254647504,3131.8811752662796,3190.642712277108,0.4864191607516703,0.4947451358741564,0.6570238102381469,0.4145859257071628,0.4226954635123486,0.5871509459246885,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
26600.0,grid step,True,12.029792635176292,26800.0,3223.9844262272463,3241.85541647241,3165.214525094075,3182.7597456731955,3135.7970212978503,3194.632028890299,0.4700228858469828,0.4783233445028811,0.6415641925067349,0.3987049765507335,0.4067298259135693,0.5709294776191748,3158.0,36,2026-09-11,3160.0,35,2026-09-10,3200.0,10,2026-09-11,26549.7639,25456.3325,27643.1952,1.8567,3.0305,3.7,guidance-policy-v2,data/processed/forecast_methods/guidance_policy_v2/q4_2026_guide_grid.csv,2026-09-11,PIT and full_sample identical for a LIVE object
