ym,region,n_markets,yoy_2023_vintage_pct,yoy_2025_vintage_pct,diff_pp
2022-03,APAC,15,16.69485979577474,17.97706303354316,1.282203237768421
2022-04,APAC,15,27.62902834989096,27.130306218191123,-0.4987221316998358
2022-05,APAC,15,26.006376034207925,25.18823446625853,-0.8181415679493966
2022-06,APAC,15,48.0882674240769,46.47577988367837,-1.6124875403985328
2022-07,APAC,15,61.13319685663343,57.42291236352906,-3.710284493104375
2022-08,APAC,15,146.2960408332184,140.18261924525893,-6.113421587959465
2022-09,APAC,15,245.95218909481602,229.97329773030705,-15.978891364508968
2022-10,APAC,15,167.90990804835212,154.1496403565369,-13.760267691815216
2022-11,APAC,15,129.93921187989744,119.17234874535771,-10.766863134539733
2022-12,APAC,15,74.12386330606653,64.2668485516921,-9.857014754374418
2023-01,APAC,15,71.28190644846116,59.84265658277916,-11.439249865681994
2023-02,APAC,12,117.29964968595192,103.58527339315926,-13.714376292792664
2022-03,EMEA,55,432.89477855625654,439.605209788634,6.710431232377459
2022-04,EMEA,55,544.6080720938538,552.5329241288217,7.924852034967898
2022-05,EMEA,55,314.3560617280293,307.5761592104727,-6.779902517556593
2022-06,EMEA,55,209.63797328667363,196.42921877832157,-13.208754508352058
2022-07,EMEA,55,110.02374358095048,99.58004156370679,-10.443702017243695
2022-08,EMEA,55,61.367667416508056,53.06632993424187,-8.301337482266185
2022-09,EMEA,55,86.43510450019589,75.17819829678784,-11.25690620340805
2022-10,EMEA,55,77.81263700131522,63.919671464645525,-13.8929655366697
2022-11,EMEA,55,54.92288298236802,42.509050725676325,-12.413832256691698
2022-12,EMEA,55,59.47060902150601,44.9226300012731,-14.547979020232908
2023-01,EMEA,55,91.81784455574105,74.34671890303623,-17.471125652704814
2023-02,EMEA,52,72.14239104780151,55.313701222586744,-16.828689825214767
2022-03,GLOBAL,114,155.61900434733224,152.03891986443642,-3.5800844828958134
2022-04,GLOBAL,114,178.72081303544428,176.62858505495458,-2.092227980489696
2022-05,GLOBAL,114,152.1507146453887,146.68291652673088,-5.467798118657811
2022-06,GLOBAL,114,125.17752960211355,117.62383229128358,-7.553697310829975
2022-07,GLOBAL,114,87.24299792841661,78.72660392560502,-8.516394002811595
2022-08,GLOBAL,114,62.496796987226766,54.15431766441705,-8.342479322809716
2022-09,GLOBAL,114,89.41800577958713,77.93561825990693,-11.482387519680202
2022-10,GLOBAL,114,80.8540667138575,67.61677003471347,-13.237296679144038
2022-11,GLOBAL,114,61.44941962207202,49.56626734988541,-11.883152272186614
2022-12,GLOBAL,114,51.71933662765018,39.58739858919864,-12.131938038451537
2023-01,GLOBAL,114,71.30954266004832,57.28647138055616,-14.023071279492164
2023-02,GLOBAL,103,72.54216452556463,57.83761905364213,-14.7045454719225
2022-03,LatAm,5,205.0721370604148,196.49194204785934,-8.580195012555464
2022-04,LatAm,5,235.33182951442478,223.82428940568477,-11.507540108740017
2022-05,LatAm,5,170.49395161290323,161.9188410082046,-8.575110604698637
2022-06,LatAm,5,132.62333444768134,122.54588431590659,-10.077450131774754
2022-07,LatAm,5,140.73316488188343,126.30203797247867,-14.431126909404753
2022-08,LatAm,5,123.61476551617399,110.035922766053,-13.578842750120984
2022-09,LatAm,5,173.15569257872716,153.62480719110687,-19.530885387620287
2022-10,LatAm,5,144.0256198093837,123.30132106948012,-20.724298739903574
2022-11,LatAm,5,117.80080901888508,96.54507190459486,-21.255737114290213
2022-12,LatAm,5,74.82149940499802,58.97183663059715,-15.84966277440087
2023-01,LatAm,5,82.34136340338287,68.04412695542092,-14.29723644796195
2023-02,LatAm,5,109.22537952510703,91.37006161652772,-17.85531790857931
2022-03,NAM,39,100.31079065141722,88.12265403938326,-12.188136612033958
2022-04,NAM,39,91.4749792645839,80.09381654339529,-11.381162721188602
2022-05,NAM,39,83.50358933136842,71.23855573833143,-12.26503359303699
2022-06,NAM,39,63.015070633763685,52.367342451985735,-10.64772818177795
2022-07,NAM,39,55.026483453997585,45.15669515669516,-9.869788297302428
2022-08,NAM,39,42.989479448417775,33.28626033252369,-9.703219115894086
2022-09,NAM,39,56.40328388033253,43.83080914568338,-12.572474734649148
2022-10,NAM,39,54.8393522989576,42.065039897924784,-12.774312401032816
2022-11,NAM,39,36.55007123423437,24.85917307904717,-11.690898155187202
2022-12,NAM,39,26.779324653456406,14.84395221698447,-11.935372436471937
2023-01,NAM,39,44.600703705499775,30.318074722315714,-14.282628983184061
2023-02,NAM,34,40.95414211995849,27.858695408609147,-13.095446711349343
