ymi,region,measure,n_markets,w_equal,w_reviews,w_median,reviews,reviews_lag12,ym,is_dump_month
24192,APAC,yoy_all,17.0,1.7113547931683797,1.8331635252165053,1.625615763546798,11123.0,3926.0,2016-01,False
24192,EMEA,yoy_all,56.0,1.3995053270206685,1.125551804726045,1.4265625,32742.0,15404.0,2016-01,False
24192,LatAm,yoy_all,7.0,1.7376247617139289,1.02181633688483,2.004878048780488,3985.0,1971.0,2016-01,False
24192,NAM,yoy_all,41.0,2.4767425438567954,1.0012251565477812,1.1596638655462184,14701.0,7346.0,2016-01,False
24193,APAC,yoy_all,17.0,1.72940167909257,1.9249256689791872,1.6191780821917807,11805.0,4036.0,2016-02,False
24193,EMEA,yoy_all,57.0,1.5776176455151683,1.3329838540574546,1.4168674698795183,33378.0,14307.0,2016-02,False
24193,LatAm,yoy_all,7.0,1.8780332225200702,1.298884321785085,2.1333333333333333,3915.0,1703.0,2016-02,False
24193,NAM,yoy_all,39.0,1.978775885057998,1.2409952263850714,1.3047619047619046,15492.0,6913.0,2016-02,False
24194,APAC,yoy_all,17.0,1.5658846813040552,1.6770002279462046,1.5585106382978724,11744.0,4387.0,2016-03,False
24194,EMEA,yoy_all,57.0,1.5137568085870248,1.1568733153638813,1.3875432525951559,44011.0,20405.0,2016-03,False
24194,LatAm,yoy_all,7.0,1.4809161368520145,1.0383239652529381,1.6564885496183206,3989.0,1957.0,2016-03,False
24194,NAM,yoy_all,41.0,1.4495911099937016,0.9309148577658837,1.0526315789473686,19481.0,10089.0,2016-03,False
24195,APAC,yoy_all,17.0,1.5718049426686085,1.6256360552459412,1.4140625,10836.0,4127.0,2016-04,False
24195,EMEA,yoy_all,57.0,1.090523731690516,0.8449869934497132,0.9104477611940298,58868.0,31907.0,2016-04,False
24195,LatAm,yoy_all,7.0,1.831746960295275,1.131175468483816,2.2618025751072963,3753.0,1761.0,2016-04,False
24195,NAM,yoy_all,41.0,1.4103852591478667,0.9829586656997824,1.0177725118483414,21876.0,11032.0,2016-04,False
24196,APAC,yoy_all,17.0,1.7387393809120861,1.717821782178218,1.618279569892473,9333.0,3434.0,2016-05,False
24196,EMEA,yoy_all,57.0,1.1276848706201896,0.8259149591377473,0.8915343915343916,77081.0,42215.0,2016-05,False
24196,LatAm,yoy_all,7.0,1.6353437454436173,1.0418788907753256,1.893617021276596,3608.0,1767.0,2016-05,False
24196,NAM,yoy_all,41.0,1.457172933876429,0.9748358105772554,1.0173310225303291,28566.0,14465.0,2016-05,False
24197,APAC,yoy_all,17.0,1.4413623798240063,1.3060952887942507,1.0693069306930694,8664.0,3757.0,2016-06,False
24197,EMEA,yoy_all,57.0,0.991078872138309,0.7422614592047907,0.8716683119447186,79137.0,45422.0,2016-06,False
24197,LatAm,yoy_all,7.0,1.107765396251399,0.8355452971725332,1.1578947368421053,3181.0,1733.0,2016-06,False
24197,NAM,yoy_all,42.0,1.1206442453771561,0.8478731074260994,0.9362171814713149,28193.0,15257.0,2016-06,False
24198,APAC,yoy_all,17.0,1.6342908260645839,1.6193995381062356,1.41044776119403,11342.0,4330.0,2016-07,False
24198,EMEA,yoy_all,57.0,0.9848387181636729,0.7987839963174652,0.8927680798004987,93785.0,52138.0,2016-07,False
24198,LatAm,yoy_all,7.0,1.3625103112393016,1.0027198549410699,1.3048780487804876,4418.0,2206.0,2016-07,False
24198,NAM,yoy_all,42.0,1.3378737012726323,0.9166666666666667,0.9625708061002178,32775.0,17100.0,2016-07,False
24199,APAC,yoy_all,17.0,1.3559705745269104,1.3704177323103153,1.2142857142857144,11122.0,4692.0,2016-08,False
24199,EMEA,yoy_all,57.0,0.89077486254478,0.7639672101612467,0.8684807256235827,97909.0,55505.0,2016-08,False
24199,LatAm,yoy_all,7.0,1.4555516691185084,1.6312264545835076,1.4505494505494507,6286.0,2389.0,2016-08,False
24199,NAM,yoy_all,42.0,1.0946488783490713,0.7929219509749863,0.8362883240104794,35767.0,19949.0,2016-08,False
24200,APAC,yoy_all,17.0,1.4540309768851163,1.550402829632541,1.4383561643835616,12979.0,5089.0,2016-09,False
24200,EMEA,yoy_all,57.0,0.9022383720776598,0.7222426502775297,0.8424657534246576,98359.0,57111.0,2016-09,False
24200,LatAm,yoy_all,7.0,1.425688929130169,0.8001621402513175,1.6222222222222222,4441.0,2467.0,2016-09,False
