late_vintage,months_before_early_dump,n_pairs,n_early,n_late,median_ratio,mean_gap_months,pooled_ratio,annualised_retention
2025,1,97,699313,437765,0.6540356195528609,29.0,0.6259929387842068,0.8238000897177182
2025,2,114,993742,623915,0.6406715495339648,28.92105263157895,0.6278440480527139,0.8243736925103807
2025,3,114,895645,563300,0.6496815541231187,28.92105263157895,0.6289322220299337,0.8249662326507096
2025,4,114,1035656,662253,0.6598421299784124,28.92105263157895,0.6394526754057331,0.8306642294025863
2025,5,114,1240896,808979,0.6605168400425248,28.92105263157895,0.6519313463819691,0.8373521572470568
2025,6,114,1237460,822808,0.6653173650085642,28.92105263157895,0.6649168457970359,0.8442326656293642
2025,7,114,1275623,851266,0.6650725705041824,28.92105263157895,0.6673335303612431,0.8455044714560452
2025,8,114,1251118,846719,0.6728893057361135,28.92105263157895,0.6767698970041195,0.8504448251167211
2025,9,114,1092608,745059,0.6803977843234223,28.92105263157895,0.6819087907099344,0.8531183237919129
2025,10,114,1059461,724971,0.6929827613192534,28.92105263157895,0.6842828570376823,0.8543494462371565
2025,11,114,924331,634293,0.6834695654038292,28.92105263157895,0.6862184650303841,0.8553513487154305
2025,12,114,750629,512217,0.6966567169074837,28.92105263157895,0.6823837075306176,0.8533648023948689
2025,13,114,579661,396926,0.6910703812316715,28.92105263157895,0.6847554001390468,0.8545941951367512
2025,14,114,558913,382138,0.6965620351874038,28.92105263157895,0.6837164281381897,0.8540559397967171
2025,15,114,581099,397636,0.696229451946199,28.92105263157895,0.6842827125842584,0.854349371403856
2025,16,114,655202,453601,0.7035913630442505,28.92105263157895,0.6923071052896664,0.8584921911413154
2025,17,114,692498,487807,0.7105981162337396,28.92105263157895,0.7044164748490248,0.8646911494298284
2025,18,114,656302,464451,0.7132209102953784,28.92105263157895,0.7076787820241291,0.8663504924095378
2025,19,114,777601,547356,0.6981115021596545,28.92105263157895,0.7039034157620682,0.8644297777049489
2025,20,114,641207,455035,0.7092406442011092,28.92105263157895,0.7096538247399046,0.86735290588858
2025,21,114,474162,334758,0.7122393127973228,28.92105263157895,0.705999215458008,0.8654967563492874
2025,22,114,424904,297454,0.7186270668210288,28.92105263157895,0.7000498936230302,0.8624630753458118
2025,23,114,324771,224871,0.7072706610873307,28.92105263157895,0.6923986439675957,0.8585392880658705
