workspace,path,bytes,modification_timestamp_utc,sha256,baseline_commit,baseline_sha256,new_or_changed_bytes,content_equal_after_CRLF_to_LF,material_new_local_content,evidence_type,timestamp_is
original_workspace,data/processed/forecast_methods/fee_panels/dryrun_new-orleans_2026-09-11.csv,48674,2026-09-12T13:38:51.427713+00:00,be23dc48f5f7bf840a6b8a6d5395614b65c049037793e8a52b086a46dfa5c250,8821961853e4068febbfe2712f9a4e1036c9e629,e333f575bc30019b20207ec5025c194ae3e1dcfa0f22d8ddca4d884a79033c64,True,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
original_workspace,data/processed/forecast_methods/fee_panels/runs/launchd.err.log,0,2026-09-12T13:38:51.427713+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8821961853e4068febbfe2712f9a4e1036c9e629,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
original_workspace,data/processed/forecast_methods/fee_panels/runs/launchd.out.log,143,2026-09-12T13:38:51.427713+00:00,51ca9afe4e84e57b9bc5526b36441d2e3156caef36fbf3f09c4e066908e09231,8821961853e4068febbfe2712f9a4e1036c9e629,9c7817d6af2faa5dcba90bb4605526adf1e5dd55212c2c4b48d870a60eddabf1,True,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
original_workspace,data/processed/forecast_methods/fee_panels/sample_audit.csv,802,2026-09-12T13:38:51.427713+00:00,287265212b50811c8c9f843e029619c0402088d129d146f85bacc6de38503721,8821961853e4068febbfe2712f9a4e1036c9e629,935c1deaaa766f873e4cd4b3f021e253d7c46c31cb08dbdca39018692276afdd,True,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
original_workspace,data/processed/forecast_methods/fee_panels/sample_ids.csv,1637040,2026-09-12T13:38:51.427713+00:00,baeadc905957df1d2e71d62215a5bf9e257090ed4de48e0aa2f2ea85f2071bd6,8821961853e4068febbfe2712f9a4e1036c9e629,e75ea14ac83e313385820d8ac14ab46a817c51eaf4cb9a428b266322b0c7d085,True,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
original_workspace,data/raw/regulatory/quantification/abnb_2025_10k.json,436980,2026-09-08T20:58:38.730030+00:00,e4f90f265209909d6f7ef87ffb8c43a622b6c09298b61ab8107a15e843a0cf34,8821961853e4068febbfe2712f9a4e1036c9e629,67aab4679d23ddce46ac50b307924f1e0ffd93ebbede65bc3ffaaf91d7c1ee21,True,True,False,existing_primary_disclosure_or_extraction,"filesystem modification time, not source publication time"
original_workspace,data/raw/regulatory/quantification/abnb_2025_10k.pdf,946647,2026-09-08T20:58:38.738405+00:00,fc3e7fe7422ba63f8b4fe1f1c5c510bb9fc47f77a1ad63fd2f54a299bb28ca25,8821961853e4068febbfe2712f9a4e1036c9e629,fc3e7fe7422ba63f8b4fe1f1c5c510bb9fc47f77a1ad63fd2f54a299bb28ca25,False,True,False,existing_primary_disclosure_or_extraction,"filesystem modification time, not source publication time"
original_workspace,data/raw/regulatory/quantification/abnb_2026q2_10q.html,1391190,2026-09-08T20:58:38.738405+00:00,6c7458231b9bbd4369b701da6c0c44b3e710006ea37f725e928122888274bfc1,8821961853e4068febbfe2712f9a4e1036c9e629,1369d236b787c4c5bb7d46fddaee0979cfc416492f5e88e009a311008b6ef0a7,True,True,False,existing_primary_disclosure_or_extraction,"filesystem modification time, not source publication time"
l3_worktree,data/processed/forecast_methods/fee_panels/dryrun_new-orleans_2026-09-11.csv,48674,2026-09-13T22:58:46.446400+00:00,be23dc48f5f7bf840a6b8a6d5395614b65c049037793e8a52b086a46dfa5c250,8821961853e4068febbfe2712f9a4e1036c9e629,e333f575bc30019b20207ec5025c194ae3e1dcfa0f22d8ddca4d884a79033c64,True,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
l3_worktree,data/processed/forecast_methods/fee_panels/runs/launchd.err.log,0,2026-09-13T22:58:46.447414+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8821961853e4068febbfe2712f9a4e1036c9e629,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
l3_worktree,data/processed/forecast_methods/fee_panels/runs/launchd.out.log,143,2026-09-13T22:58:46.447414+00:00,51ca9afe4e84e57b9bc5526b36441d2e3156caef36fbf3f09c4e066908e09231,8821961853e4068febbfe2712f9a4e1036c9e629,9c7817d6af2faa5dcba90bb4605526adf1e5dd55212c2c4b48d870a60eddabf1,True,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
l3_worktree,data/processed/forecast_methods/fee_panels/sample_audit.csv,802,2026-09-13T22:58:46.451159+00:00,287265212b50811c8c9f843e029619c0402088d129d146f85bacc6de38503721,8821961853e4068febbfe2712f9a4e1036c9e629,935c1deaaa766f873e4cd4b3f021e253d7c46c31cb08dbdca39018692276afdd,True,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
l3_worktree,data/processed/forecast_methods/fee_panels/sample_ids.csv,1637040,2026-09-13T22:58:46.462970+00:00,baeadc905957df1d2e71d62215a5bf9e257090ed4de48e0aa2f2ea85f2071bd6,8821961853e4068febbfe2712f9a4e1036c9e629,e75ea14ac83e313385820d8ac14ab46a817c51eaf4cb9a428b266322b0c7d085,True,True,False,sanctioned_fee_capture_or_support,"filesystem modification time, not source publication time"
l3_worktree,data/raw/regulatory/quantification/abnb_2025_10k.json,436980,2026-09-13T22:58:50.910727+00:00,e4f90f265209909d6f7ef87ffb8c43a622b6c09298b61ab8107a15e843a0cf34,8821961853e4068febbfe2712f9a4e1036c9e629,67aab4679d23ddce46ac50b307924f1e0ffd93ebbede65bc3ffaaf91d7c1ee21,True,True,False,existing_primary_disclosure_or_extraction,"filesystem modification time, not source publication time"
l3_worktree,data/raw/regulatory/quantification/abnb_2025_10k.pdf,946647,2026-09-13T22:58:50.918974+00:00,fc3e7fe7422ba63f8b4fe1f1c5c510bb9fc47f77a1ad63fd2f54a299bb28ca25,8821961853e4068febbfe2712f9a4e1036c9e629,fc3e7fe7422ba63f8b4fe1f1c5c510bb9fc47f77a1ad63fd2f54a299bb28ca25,False,True,False,existing_primary_disclosure_or_extraction,"filesystem modification time, not source publication time"
l3_worktree,data/raw/regulatory/quantification/abnb_2026q2_10q.html,1391190,2026-09-13T22:58:50.930319+00:00,6c7458231b9bbd4369b701da6c0c44b3e710006ea37f725e928122888274bfc1,8821961853e4068febbfe2712f9a4e1036c9e629,1369d236b787c4c5bb7d46fddaee0979cfc416492f5e88e009a311008b6ef0a7,True,True,False,existing_primary_disclosure_or_extraction,"filesystem modification time, not source publication time"
