quarter,AUD,BRL,CAD,EUR,GBP,INR,JPY,KRW,MXN,n_days_min
1Q18,,,,,,,,,,62
2Q18,,,,,,,,,,64
3Q18,,,,,,,,,,63
4Q18,,,,,,,,,,60
1Q19,-9.378131728830674,-13.838040925443075,-4.847039892883265,-7.612263376814477,-6.38712538429298,-8.563766079032343,-1.7769692999147546,-4.776670070591226,-2.552955851551064,59
2Q19,-7.471539646294689,-8.134006737293564,-3.541326684523871,-5.747817881575845,-5.53618839799489,-3.663743888600146,-0.7275439642353665,-7.403467657550678,1.3950557669375696,64
3Q19,-6.261646152260458,-0.4940098126031578,-1.0225887048935678,-4.372577618577678,-5.380138037650606,-0.39910474922513206,3.890828389301504,-6.107402946847529,-2.4467803766814233,64
4Q19,-4.694166892620144,-7.465323141633629,0.009301817490459108,-2.9748457071864576,0.07378516298717219,1.2670497028725691,3.756263498274781,-4.140471835989867,2.8809957673158415,62
1Q20,-7.756645001604545,-15.240980551790152,-1.0959420385736496,-2.9211841137265715,-1.8655614533571119,-2.8606993300415495,1.1738121076761532,-5.750142635776512,-3.511701482699059,62
2Q20,-6.063783974348958,-26.96804674432679,-3.407631984248205,-1.9682603248498687,-3.4223346096407203,-8.332468815004578,2.2500088125428253,-4.373990131413363,-17.95295031042974,64
3Q20,4.32853676043341,-26.284408645332423,-0.8614149028662865,5.195396420156051,4.851285378972614,-5.354608132006666,1.1537841588059816,0.520322462697842,-12.070426542385903,64
4Q20,6.91158118720554,-23.794821074950644,1.2882497595604336,7.682155888389808,2.5218441414455173,-3.490917531641813,4.0322379540581155,5.180373266589466,-6.362351058924986,60
1Q21,17.648933453802652,-18.880129104625208,6.23264862195525,9.284301459200694,7.901330178374577,-0.5785842548971076,2.6116368513855015,7.067976343718985,-2.2793989882280985,60
2Q21,17.065366882584755,1.4672066692695385,12.762973232877073,9.392659374078027,12.584567108254706,2.8074319000883863,-1.7501809703657112,8.719249615173386,16.38936005419691,64
3Q21,2.654575396799408,2.813768078378298,5.715056838876165,0.7348904676611978,6.595020464012125,0.33457809917756265,-3.60840774356479,2.3801254797473304,10.247844533093176,64
4Q21,-0.2816154685094996,-3.4517700058544154,3.3937128406007044,-4.0990308045049995,2.1307554300892484,-1.538508459632515,-8.067413771102494,-5.557394962985629,-0.9096476342991822,61
1Q22,-6.211535804752877,5.192051054728264,-0.05991967546116195,-6.884966827826078,-2.832806020738554,-3.097709213955102,-8.750142989521127,-7.580313023991236,-0.6631385744903628,62
2Q22,-7.231661094297226,7.525067985641454,-3.760681008644151,-11.6563893927757,-10.136523976218292,-4.4028382368696555,-15.581786394746999,-11.009980848566315,-0.19214573139603175,63
3Q22,-6.955245156966427,-0.27474591174194707,-3.5031596791815,-14.583026710952884,-14.60662435491974,-7.119079656759397,-20.3817056532994,-13.425466163929444,-0.9977262790371033,64
