target,window,horizon_q,weighting,n,mae_ebitda_known,mae_ebitda_pit,mae_ebitda_input_contrib,share_of_pit_mae_from_ebitda_input,corr_err_pit_vs_contrib
eps_diluted,W1,0,eq,14,0.4611566637467219,0.49278055179067676,0.08321247876223936,0.1688631551303314,0.22902686530541305
eps_diluted,W1,0,rw,14,0.4582393302539405,0.49223296658622256,0.08322527132975167,0.1690769960145963,0.22822219701311774
eps_diluted,W1,1,eq,13,0.4982322204335464,0.5668283855766302,0.1478210743586276,0.26078629461763875,-0.21762139876311962
eps_diluted,W1,1,rw,13,0.4954599617077203,0.5617106020169419,0.1478594907248791,0.26323072805454983,-0.2215340633967439
eps_diluted,W1,2,eq,12,0.5350899939783861,0.6033708111065251,0.1666511347398752,0.27620019343370744,-0.34233667421440234
eps_diluted,W1,2,rw,12,0.5393279503560179,0.6075367414833778,0.16683961717418216,0.2746165059364511,-0.3362053726651273
eps_diluted,W2,0,eq,10,0.06677579626062802,0.12442830716231715,0.08000459254371506,0.6429774250593058,0.9208260305638186
eps_diluted,W2,0,rw,10,0.06611664048843743,0.1252707264766513,0.0800218990754343,0.6387916900150592,0.9174414106119042
eps_diluted,W2,1,eq,9,0.06496622211425337,0.15730780339672878,0.11842978493502608,0.7528538469026059,0.9563006135016028
eps_diluted,W2,1,rw,9,0.06719534558129064,0.15487680000539017,0.11839328144412632,0.7644352249013789,0.9537953843136258
eps_diluted,W2,2,eq,8,0.07396326489710148,0.18443441276383832,0.1179099294903183,0.639305473004638,0.9910484425258193
eps_diluted,W2,2,rw,8,0.08009863112491447,0.19050741438701693,0.11820448694975161,0.6204718453089626,0.9919761726376967
net_income_musd,W1,0,eq,14,300.0420136485564,320.05209666706156,53.05806784851581,0.16577947278286437,0.23475488891705165
net_income_musd,W1,0,rw,14,298.5283349592961,320.6039288278536,53.05806784851577,0.1654941286667918,0.2342842942325102
net_income_musd,W1,1,eq,13,317.7478062592505,364.0346736552004,95.0348878948027,0.2610599889855989,-0.23685512307352458
net_income_musd,W1,1,rw,13,317.25784203032396,362.25333751891606,95.03488789480267,0.2623437193034561,-0.23788486695687108
net_income_musd,W1,2,eq,12,346.3336591363831,386.5709558204433,106.78758820700459,0.27624317502167933,-0.39435224033162597
net_income_musd,W1,2,rw,12,347.3262805273915,386.37989853961955,106.7875882070045,0.27637977185310136,-0.3924051425382424
net_income_musd,W2,0,eq,10,41.725222824621554,78.51811521403481,50.238944514968594,0.6398389005902753,0.9259567635780999
net_income_musd,W2,0,rw,10,41.65057028485687,79.36950124882422,50.238944514968594,0.6329754341969338,0.9223799382964736
net_income_musd,W2,1,eq,9,36.35496104171927,98.73253978798664,74.31306649962596,0.7526704636506075,0.9650586716451542
net_income_musd,W2,1,rw,9,38.48499083162379,98.00240059931292,74.31306649962596,0.758278022223743,0.9625534276416349
net_income_musd,W2,2,eq,8,39.43197867648324,106.89273791553065,72.97656809754965,0.6827083815106091,0.9863399934196406
net_income_musd,W2,2,rw,8,42.36554742789029,108.05078865918965,72.97656809754952,0.6753913507075814,0.9862680600289003
op_income_musd,W1,0,eq,14,96.06665372095402,114.72714950180382,63.170004658540584,0.5506107746322711,-0.2494469396023686
op_income_musd,W1,0,rw,14,96.11245392293579,114.55214654805607,63.170004658540584,0.5514519505929989,-0.24735866687467487
op_income_musd,W1,1,eq,13,101.88125349617351,182.51188102934927,111.16228755945063,0.609068773673835,0.22409054803294398
op_income_musd,W1,1,rw,13,101.36345150163461,182.03414835577888,111.16228755945066,0.6106672213072251,0.22465922360707424
op_income_musd,W1,2,eq,12,111.76041753506438,197.93657968504206,124.3379119215641,0.628170458029594,0.3548880596519556
op_income_musd,W1,2,rw,12,110.68683880888966,197.57525934581471,124.33791192156404,0.6293192393281195,0.3540577788093406
op_income_musd,W2,0,eq,10,33.01909654139292,72.85554011165156,61.72428377423066,0.8472146892279958,0.8747327757686805
op_income_musd,W2,0,rw,10,33.50955663987985,72.93323342831891,61.72428377423067,0.8463121799597059,0.8735706241875996
op_income_musd,W2,1,eq,9,33.29301002594113,119.59245944123475,90.61269386540393,0.7576789898691658,0.9698665673383775
op_income_musd,W2,1,rw,9,33.449107988965864,119.09858463153758,90.61269386540397,0.7608209127399614,0.9673238275123452
op_income_musd,W2,2,eq,8,35.599943551461934,102.73495559620049,89.6126298679492,0.872270098798421,0.9803584899592688
op_income_musd,W2,2,rw,8,35.03403440751606,102.72419995339226,89.61262986794912,0.872361429036273,0.9787953639437333
pretax_income_musd,W1,0,eq,14,101.67678516908234,119.86700133596457,63.17000465854062,0.5270007921653685,-0.24450212308531577
pretax_income_musd,W1,0,rw,14,100.88247931858373,121.48810779410239,63.17000465854061,0.519968627428134,-0.2464904220058143
pretax_income_musd,W1,1,eq,13,108.94964730740867,188.8661599906747,111.16228755945069,0.588577051415348,0.2025695437644353
pretax_income_musd,W1,1,rw,13,108.34291619199558,186.84688332587712,111.16228755945076,0.5949378741607058,0.20086417037433432
pretax_income_musd,W1,2,eq,12,114.91971577184393,192.06328952185194,124.33791192156416,0.6473798935294068,0.2781279822789741
pretax_income_musd,W1,2,rw,12,114.03411613281753,194.73912840685975,124.33791192156421,0.6384844840313272,0.28917861128363903
pretax_income_musd,W2,0,eq,10,42.60840038067243,79.26887406724028,61.72428377423073,0.7786698688551165,0.8492985517016511
pretax_income_musd,W2,0,rw,10,43.38965079666703,80.77683809995963,61.724283774230706,0.7641334474846392,0.8384600704846349
pretax_income_musd,W2,1,eq,9,44.18713869296922,127.44324412375457,90.612693865404,0.7110042944089996,0.9538419627130058
pretax_income_musd,W2,1,rw,9,45.54035579926145,125.65072432395397,90.61269386540401,0.7211474056590828,0.9523362324305631
pretax_income_musd,W2,2,eq,8,45.27567362655317,100.47845464733308,89.61262986794925,0.8918591570947072,0.9471296845594719
pretax_income_musd,W2,2,rw,8,45.55242601789631,101.0203563049557,89.61262986794927,0.8870749732601486,0.9488977668203865
tax_provision_musd,W1,0,eq,14,245.18530738679914,239.7409133658136,10.111936810024767,0.04217860300963841,-0.23859235836904677
tax_provision_musd,W1,0,rw,14,245.24780646354907,239.82167251999934,10.111936810024769,0.04216439950472578,-0.23877748788785425
tax_provision_musd,W1,1,eq,13,261.7881438070281,264.3979545792592,16.127399664648074,0.060996688458924996,0.21808043125148466
tax_provision_musd,W1,1,rw,13,261.72672555892217,264.2292507940336,16.127399664648035,0.06103563332289552,0.21804247568980092
tax_provision_musd,W1,2,eq,12,287.8266995794996,280.3956234026556,17.550323714559543,0.06259128976972943,0.2962447109860673
tax_provision_musd,W1,2,rw,12,287.71006486179493,280.43806567579765,17.55032371455954,0.06258181703067625,0.2964805211620935
tax_provision_musd,W2,0,eq,10,43.380394949430624,38.16189500097985,11.485339259262087,0.3009635464634864,-0.2145741668684461
tax_provision_musd,W2,0,rw,10,43.57230512671809,38.240960773841735,11.48533925926209,0.3003412839752315,-0.21854916284792986
tax_provision_musd,W2,1,eq,9,45.85559811830846,49.296287136914756,16.299627365778022,0.3306461462403383,0.22462298158220265
tax_provision_musd,W2,1,rw,9,45.540841661371815,48.71602334844044,16.29962736577802,0.33458452158944174,0.2253407576599262
tax_provision_musd,W2,2,eq,8,55.846969217120815,45.297998496126034,16.63606177039963,0.3672582083692368,-0.2592994353250219
tax_provision_musd,W2,2,rw,8,55.46900713109657,45.158651896371765,16.636061770399618,0.3683914614762056,-0.25604163991990975
