row,col,head,new,diff
28,rmse_pp,0.8312997662083166,0.8312997662083165,1.1102230246251565e-16
39,rmse_pp,0.816092857480333,0.8160928574803329,1.1102230246251565e-16
10,bias_pp,-0.2228040362859041,-0.2228040362859042,1.1102230246251565e-16
11,bias_pp,-0.2544420878427123,-0.2544420878427125,2.220446049250313e-16
16,bias_pp,-0.2228040362859041,-0.2228040362859042,1.1102230246251565e-16
17,bias_pp,-0.2544420878427123,-0.2544420878427125,2.220446049250313e-16
22,bias_pp,-0.2228040362859041,-0.2228040362859042,1.1102230246251565e-16
23,bias_pp,-0.2544420878427123,-0.2544420878427125,2.220446049250313e-16
27,bias_pp,-0.2075169559938718,-0.2075169559938717,8.326672684688674e-17
29,bias_pp,-0.1511836226605387,-0.1511836226605386,8.326672684688674e-17
38,bias_pp,-0.3078360835803408,-0.3078360835803407,1.1102230246251565e-16
39,bias_pp,-0.1626229010157805,-0.1626229010157803,1.942890293094024e-16
11,mae_pp,2.5067182589207424,2.506718258920742,4.440892098500626e-16
17,mae_pp,2.5067182589207424,2.506718258920742,4.440892098500626e-16
23,mae_pp,2.5067182589207424,2.506718258920742,4.440892098500626e-16
26,mae_pp,0.946839633865458,0.9468396338654574,5.551115123125783e-16
38,mae_pp,0.7503349843851754,0.7503349843851752,2.220446049250313e-16
39,mae_pp,0.6542883463544856,0.6542883463544854,2.220446049250313e-16
28,ratio_vs_naive,0.8764049039121374,0.8764049039121373,1.1102230246251565e-16
38,ratio_vs_naive,0.8890556751176006,0.8890556751176005,1.1102230246251565e-16
39,ratio_vs_naive,0.8755292033648266,0.8755292033648265,1.1102230246251565e-16
38,ratio_vs_ar1,0.3457976770371781,0.345797677037178,1.1102230246251565e-16
30,jackknife_ratio_min,0.8249446414398767,0.8249446414398766,1.1102230246251565e-16
31,jackknife_ratio_min,0.768315026214756,0.7683150262147559,1.1102230246251565e-16
38,jackknife_ratio_min,0.8190830562864193,0.8190830562864192,1.1102230246251565e-16
39,jackknife_ratio_min,0.7586709482841375,0.7586709482841372,3.3306690738754696e-16
11,jackknife_ratio_max,3.0789141983958075,3.078914198395807,4.440892098500626e-16
23,jackknife_ratio_max,3.497062951965518,3.4970629519655176,4.440892098500626e-16
