listing_id,date,available,price
105,2015-09-01,t,$549.00
105,2015-09-02,t,$549.00
105,2015-09-03,t,$549.00
105,2015-09-04,t,$899.00
105,2015-09-05,t,$899.00
105,2015-09-06,t,$549.00
105,2015-09-07,t,$549.00
105,2015-09-08,t,$549.00
105,2015-09-09,t,$549.00
105,2015-09-10,t,$549.00
105,2015-09-11,t,$899.00
105,2015-09-12,t,$899.00
105,2015-09-13,t,$549.00
105,2015-09-14,t,$549.00
105,2015-09-15,t,$549.00
105,2015-09-16,t,$549.00
105,2015-09-17,t,$549.00
105,2015-09-18,t,$899.00
105,2015-09-19,t,$899.00
105,2015-09-20,t,$549.00
105,2015-09-21,t,$549.00
105,2015-09-22,t,$549.00
105,2015-09-23,t,$549.00
105,2015-09-24,t,$549.00
105,2015-09-25,t,$899.00
105,2015-09-26,t,$899.00
105,2015-09-27,t,$549.00
105,2015-09-28,t,$549.00
105,2015-09-29,t,$549.00
105,2015-09-30,t,$549.00
105,2015-10-01,t,$549.00
105,2015-10-02,t,$899.00
105,2015-10-03,t,$899.00
105,2015-10-04,t,$549.00
105,2015-10-05,t,$549.00
105,2015-10-06,t,$549.00
105,2015-10-07,t,$549.00
105,2015-10-08,t,$549.00
105,2015-10-09,t,$899.00
105,2015-10-10,t,$899.00
105,2015-10-11,t,$549.00
105,2015-10-12,t,$549.00
105,2015-10-13,t,$549.00
105,2015-10-14,t,$549.00
105,2015-10-15,t,$549.00
105,2015-10-16,t,$899.00
105,2015-10-17,t,$899.00
105,2015-10-18,t,$549.00
105,2015-10-19,t,$549.00
105,2015-10-20,t,$549.00
105,2015-10-21,t,$549.00
105,2015-10-22,t,$549.00
105,2015-10-23,t,$899.00
105,2015-10-24,t,$899.00
105,2015-10-25,t,$549.00
105,2015-10-26,t,$549.00
105,2015-10-27,t,$549.00
105,2015-10-28,t,$549.00
105,2015-10-29,t,$549.00
105,2015-10-30,t,$899.00
105,2015-10-31,t,$899.00
105,2015-11-01,t,$549.00
105,2015-11-02,t,$549.00
105,2015-11-03,t,$549.00
105,2015-11-04,t,$549.00
105,2015-11-05,t,$549.00
105,2015-11-06,t,$899.00
105,2015-11-07,t,$899.00
105,2015-11-08,t,$549.00
105,2015-11-09,t,$549.00
105,2015-11-10,t,$549.00
105,2015-11-11,t,$549.00
105,2015-11-12,t,$549.00
105,2015-11-13,t,$899.00
105,2015-11-14,t,$899.00
105,2015-11-15,t,$549.00
105,2015-11-16,t,$549.00
105,2015-11-17,t,$549.00
105,2015-11-18,t,$549.00
105,2015-11-19,t,$549.00
105,2015-11-20,t,$899.00
105,2015-11-21,t,$899.00
105,2015-11-22,t,$549.00
105,2015-11-23,t,$549.00
105,2015-11-24,t,$549.00
105,2015-11-25,t,$549.00
105,2015-11-26,t,$549.00
105,2015-11-27,t,$899.00
105,2015-11-28,t,$899.00
105,2015-11-29,t,$549.00
105,2015-11-30,t,$549.00
105,2015-12-01,t,$549.00
105,2015-12-02,t,$549.00
105,2015-12-03,t,$549.00
105,2015-12-04,t,$899.00
105,2015-12-05,t,$899.00
105,2015-12-06,t,$549.00
105,2015-12-07,t,$549.00
105,2015-12-08,t,$549.00
105,2015-12-09,t,$549.00
105,2015-12-10,t,$549.00
105,2015-12-11,t,$899.00
105,2015-12-12,t,$899.00
105,2015-12-13,t,$549.00
105,2015-12-14,t,$549.00
105,2015-12-15,t,$549.00
105,2015-12-16,t,$549.00
105,2015-12-17,t,$549.00
105,2015-12-18,t,$899.00
105,2015-12-19,t,$899.00
105,2015-12-20,t,$549.00
105,2015-12-21,t,$549.00
105,2015-12-22,t,$549.00
105,2015-12-23,t,$549.00
105,2015-12-24,t,$549.00
105,2015-12-25,t,$899.00
105,2015-12-26,t,$899.00
105,2015-12-27,t,$549.00
105,2015-12-28,t,$549.00
105,2015-12-29,t,$549.00
105,2015-12-30,t,$549.00
105,2015-12-31,t,$549.00
105,2016-01-01,t,$899.00
105,2016-01-02,t,$899.00
105,2016-01-03,t,$549.00
105,2016-01-04,t,$549.00
105,2016-01-05,t,$549.00
105,2016-01-06,t,$549.00
105,2016-01-07,t,$549.00
105,2016-01-08,t,$899.00
105,2016-01-09,t,$899.00
105,2016-01-10,t,$549.00
105,2016-01-11,t,$549.00
105,2016-01-12,t,$549.00
105,2016-01-13,t,$549.00
105,2016-01-14,t,$549.00
105,2016-01-15,t,$899.00
105,2016-01-16,t,$899.00
105,2016-01-17,t,$549.00
105,2016-01-18,t,$549.00
105,2016-01-19,t,$549.00
