path,before,after,unchanged
analysis/src/forecast_methods/harness/__init__.py,91735837d33132f4da3bee7968e4c26343190bef3dac390d5f60fbc85db237ed,91735837d33132f4da3bee7968e4c26343190bef3dac390d5f60fbc85db237ed,True
analysis/src/forecast_methods/harness/baselines.py,5b66248278175a565dc9b2c03424ef743042c0a88a21f3a6ba270bfce0d819e3,5b66248278175a565dc9b2c03424ef743042c0a88a21f3a6ba270bfce0d819e3,True
analysis/src/forecast_methods/harness/EXAMPLE.py,62c01e8f547be1b881e599ea1e8a6da74a375661d5b07007bba17a5eb2eb0bd1,62c01e8f547be1b881e599ea1e8a6da74a375661d5b07007bba17a5eb2eb0bd1,True
analysis/src/forecast_methods/harness/loaders.py,22d1056689b0661e04180c78bfa894dbf92019ec9cd9ca18de580b29df82dbba,22d1056689b0661e04180c78bfa894dbf92019ec9cd9ca18de580b29df82dbba,True
analysis/src/forecast_methods/harness/metrics.py,39944957194ceb9bb03e8e7facc9c8e0a641b1422f02d86cd3b71e06e7ca44ea,39944957194ceb9bb03e8e7facc9c8e0a641b1422f02d86cd3b71e06e7ca44ea,True
analysis/src/forecast_methods/harness/paths.py,84b3042c3028dee2e776cc3703a905703adc590195350cf2d0db36127f3e6393,84b3042c3028dee2e776cc3703a905703adc590195350cf2d0db36127f3e6393,True
analysis/src/forecast_methods/harness/quarters.py,27bacebf8498f61bd4cc0e802e26eb14267fe37720e26f313fb4bafd27c2c94f,27bacebf8498f61bd4cc0e802e26eb14267fe37720e26f313fb4bafd27c2c94f,True
analysis/src/forecast_methods/harness/README.md,437b27f75d39934516c45a3008cef9e96534e52b12db3bd3dcc543c68cc4ab43,437b27f75d39934516c45a3008cef9e96534e52b12db3bd3dcc543c68cc4ab43,True
analysis/src/forecast_methods/harness/registry.py,166bd84b02001b9df4caeda7b3266e0aab8a61e45a9ad40e32182b97f669dd71,166bd84b02001b9df4caeda7b3266e0aab8a61e45a9ad40e32182b97f669dd71,True
analysis/src/forecast_methods/harness/run.py,9237b473cc15c2c9253bed5b425bd6672b55f88a00a3a21eb20d7da9371b49a5,9237b473cc15c2c9253bed5b425bd6672b55f88a00a3a21eb20d7da9371b49a5,True
