vintage_date,object,spec_id,prior_basis,params
2021-11-04,yoy_margin_change,k4_rw,PIT,delta=58.39; n_params=2
2021-11-04,yoy_margin_change,k4_rw,full_sample,delta=-0.3487; n_params=2
2021-11-04,yoy_margin_change,k2_rw,PIT,delta=68.11; n_params=2
2021-11-04,yoy_margin_change,k2_rw,full_sample,delta=1.154; n_params=2
2021-11-04,yoy_margin_change,k4_ew,PIT,delta=59.99; n_params=2
2021-11-04,yoy_margin_change,k4_ew,full_sample,delta=-0.6612; n_params=2
2021-11-04,yoy_margin_change,k2_ew,PIT,delta=73.43; n_params=2
2021-11-04,yoy_margin_change,k2_ew,full_sample,delta=1.144; n_params=2
2021-11-04,yoy_margin_change,k4_rw_shrink50,PIT,delta=29.2; n_params=3
2021-11-04,yoy_margin_change,k4_rw_shrink50,full_sample,delta=-0.1743; n_params=3
2021-11-04,incremental_margin,k4_rw,PIT,m=0.6448; n_params=2
2021-11-04,incremental_margin,k4_rw,full_sample,m=0.2956; n_params=2
2021-11-04,incremental_margin,k8_rw,PIT,m=0.6448; n_params=2
2021-11-04,incremental_margin,k8_rw,full_sample,m=0.3079; n_params=2
2021-11-04,incremental_margin,k4_ew,PIT,m=0.6425; n_params=2
2021-11-04,incremental_margin,k4_ew,full_sample,m=0.2939; n_params=2
2021-11-04,incremental_margin,k8_ew,PIT,m=0.6425; n_params=2
2021-11-04,incremental_margin,k8_ew,full_sample,m=0.3496; n_params=2
2021-11-04,incremental_margin,k8_median,PIT,m=0.6425; n_params=2
2021-11-04,incremental_margin,k8_median,full_sample,m=0.3549; n_params=2
2021-11-04,incremental_margin,k4_rw_revknown,PIT,m=0.6448; n_params=2
2021-11-04,incremental_margin,k4_rw_revknown,full_sample,m=0.2956; n_params=2
2021-11-04,pct_rev_seasonal,drift_k4_rw,PIT,"drift{cor:-10.99, ops:-13.79, pd:-17.19, sm:-6.174, ga:-12.2}; n_params=6"
2021-11-04,pct_rev_seasonal,drift_k4_rw,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2021-11-04,pct_rev_seasonal,drift_k4_ew,PIT,"drift{cor:-11.14, ops:-14.12, pd:-17.23, sm:-7.208, ga:-12.17}; n_params=6"
2021-11-04,pct_rev_seasonal,drift_k4_ew,full_sample,"drift{cor:0.1643, ops:-0.7252, pd:-0.3062, sm:2.288, ga:-0.6586}; n_params=6"
2021-11-04,pct_rev_seasonal,drift_k8_rw,PIT,"drift{cor:-10.99, ops:-13.79, pd:-17.19, sm:-6.174, ga:-12.2}; n_params=6"
2021-11-04,pct_rev_seasonal,drift_k8_rw,full_sample,"drift{cor:-0.1172, ops:-0.6904, pd:0.05153, sm:2.031, ga:-0.7178}; n_params=6"
2021-11-04,pct_rev_seasonal,nodrift,PIT,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2021-11-04,pct_rev_seasonal,nodrift,full_sample,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2021-11-04,pct_rev_seasonal,drift_k4_rw_revknown,PIT,"drift{cor:-10.99, ops:-13.79, pd:-17.19, sm:-6.174, ga:-12.2}; n_params=6"
2021-11-04,pct_rev_seasonal,drift_k4_rw_revknown,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2021-11-04,per_night_seasonal,g_k4_rw,PIT,"growth{cor:-0.1543, ops:-0.2706, pd:-0.3195, sm:0.1801, ga:-0.3609}; n_params=6"
2021-11-04,per_night_seasonal,g_k4_rw,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2021-11-04,per_night_seasonal,g_k4_ew,PIT,"growth{cor:-0.1698, ops:-0.2906, pd:-0.323, sm:0.106, ga:-0.3605}; n_params=6"
2021-11-04,per_night_seasonal,g_k4_ew,full_sample,"growth{cor:0.05755, ops:-0.03127, pd:0.0196, sm:0.1667, ga:-0.02685}; n_params=6"
2021-11-04,per_night_seasonal,g_k8_rw,PIT,"growth{cor:-0.1543, ops:-0.2706, pd:-0.3195, sm:0.1801, ga:-0.3609}; n_params=6"
2021-11-04,per_night_seasonal,g_k8_rw,full_sample,"growth{cor:0.03043, ops:-0.03192, pd:0.04324, sm:0.1477, ga:-0.04696}; n_params=6"
2021-11-04,per_night_seasonal,nogrowth,PIT,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2021-11-04,per_night_seasonal,nogrowth,full_sample,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2021-11-04,per_night_seasonal,g_k4_rw_nightsknown,PIT,"growth{cor:-0.1543, ops:-0.2706, pd:-0.3195, sm:0.1801, ga:-0.3609}; n_params=6"
2021-11-04,per_night_seasonal,g_k4_rw_nightsknown,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2021-11-04,q_sentence_direction,k_fit_rw,PIT,k=nan; pool_n=0; n_params=1
2021-11-04,q_sentence_direction,k_fit_rw,full_sample,k=2.027; pool_n=16; n_params=1
2021-11-04,q_sentence_direction,k_fit_ew,PIT,k=nan; pool_n=0; n_params=1
2021-11-04,q_sentence_direction,k_fit_ew,full_sample,k=3.063; pool_n=16; n_params=1
2021-11-04,q_sentence_direction,k_fit_median,PIT,k=nan; pool_n=0; n_params=1
2021-11-04,q_sentence_direction,k_fit_median,full_sample,k=1.952; pool_n=16; n_params=1
2021-11-04,q_sentence_direction,k_abs_rw,PIT,k=58.39; pool_n=3; n_params=1
2021-11-04,q_sentence_direction,k_abs_rw,full_sample,k=1.663; pool_n=8; n_params=1
2022-02-15,yoy_margin_change,k4_rw,PIT,delta=47.49; n_params=2
2022-02-15,yoy_margin_change,k4_rw,full_sample,delta=-0.3487; n_params=2
2022-02-15,yoy_margin_change,k2_rw,PIT,delta=18.52; n_params=2
2022-02-15,yoy_margin_change,k2_rw,full_sample,delta=1.154; n_params=2
2022-02-15,yoy_margin_change,k4_ew,PIT,delta=51.02; n_params=2
2022-02-15,yoy_margin_change,k4_ew,full_sample,delta=-0.6612; n_params=2
2022-02-15,yoy_margin_change,k2_ew,PIT,delta=17.99; n_params=2
2022-02-15,yoy_margin_change,k2_ew,full_sample,delta=1.144; n_params=2
2022-02-15,yoy_margin_change,k4_rw_shrink50,PIT,delta=23.74; n_params=3
2022-02-15,yoy_margin_change,k4_rw_shrink50,full_sample,delta=-0.1743; n_params=3
2022-02-15,incremental_margin,k4_rw,PIT,m=0.5978; n_params=2
2022-02-15,incremental_margin,k4_rw,full_sample,m=0.2956; n_params=2
2022-02-15,incremental_margin,k8_rw,PIT,m=0.5978; n_params=2
2022-02-15,incremental_margin,k8_rw,full_sample,m=0.3079; n_params=2
2022-02-15,incremental_margin,k4_ew,PIT,m=0.6033; n_params=2
2022-02-15,incremental_margin,k4_ew,full_sample,m=0.2939; n_params=2
2022-02-15,incremental_margin,k8_ew,PIT,m=0.6033; n_params=2
2022-02-15,incremental_margin,k8_ew,full_sample,m=0.3496; n_params=2
2022-02-15,incremental_margin,k8_median,PIT,m=0.615; n_params=2
2022-02-15,incremental_margin,k8_median,full_sample,m=0.3549; n_params=2
2022-02-15,incremental_margin,k4_rw_revknown,PIT,m=0.5978; n_params=2
2022-02-15,incremental_margin,k4_rw_revknown,full_sample,m=0.2956; n_params=2
2022-02-15,pct_rev_seasonal,drift_k4_rw,PIT,"drift{cor:-9.123, ops:-11.95, pd:-15.87, sm:-5.121, ga:-12.52}; n_params=6"
2022-02-15,pct_rev_seasonal,drift_k4_rw,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2022-02-15,pct_rev_seasonal,drift_k4_ew,PIT,"drift{cor:-9.635, ops:-12.59, pd:-16.18, sm:-6.123, ga:-12.42}; n_params=6"
2022-02-15,pct_rev_seasonal,drift_k4_ew,full_sample,"drift{cor:0.1643, ops:-0.7252, pd:-0.3062, sm:2.288, ga:-0.6586}; n_params=6"
2022-02-15,pct_rev_seasonal,drift_k8_rw,PIT,"drift{cor:-9.123, ops:-11.95, pd:-15.87, sm:-5.121, ga:-12.52}; n_params=6"
2022-02-15,pct_rev_seasonal,drift_k8_rw,full_sample,"drift{cor:-0.1172, ops:-0.6904, pd:0.05153, sm:2.031, ga:-0.7178}; n_params=6"
2022-02-15,pct_rev_seasonal,nodrift,PIT,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-02-15,pct_rev_seasonal,nodrift,full_sample,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-02-15,pct_rev_seasonal,drift_k4_rw_revknown,PIT,"drift{cor:-9.123, ops:-11.95, pd:-15.87, sm:-5.121, ga:-12.52}; n_params=6"
2022-02-15,pct_rev_seasonal,drift_k4_rw_revknown,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2022-02-15,per_night_seasonal,g_k4_rw,PIT,"growth{cor:-0.1407, ops:-0.2751, pd:-0.3402, sm:0.1199, ga:-0.4085}; n_params=6"
2022-02-15,per_night_seasonal,g_k4_rw,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2022-02-15,per_night_seasonal,g_k4_ew,PIT,"growth{cor:-0.1552, ops:-0.2891, pd:-0.3384, sm:0.07721, ga:-0.3979}; n_params=6"
2022-02-15,per_night_seasonal,g_k4_ew,full_sample,"growth{cor:0.05755, ops:-0.03127, pd:0.0196, sm:0.1667, ga:-0.02685}; n_params=6"
2022-02-15,per_night_seasonal,g_k8_rw,PIT,"growth{cor:-0.1407, ops:-0.2751, pd:-0.3402, sm:0.1199, ga:-0.4085}; n_params=6"
2022-02-15,per_night_seasonal,g_k8_rw,full_sample,"growth{cor:0.03043, ops:-0.03192, pd:0.04324, sm:0.1477, ga:-0.04696}; n_params=6"
2022-02-15,per_night_seasonal,nogrowth,PIT,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-02-15,per_night_seasonal,nogrowth,full_sample,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-02-15,per_night_seasonal,g_k4_rw_nightsknown,PIT,"growth{cor:-0.1407, ops:-0.2751, pd:-0.3402, sm:0.1199, ga:-0.4085}; n_params=6"
2022-02-15,per_night_seasonal,g_k4_rw_nightsknown,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2022-02-15,q_sentence_direction,k_fit_rw,PIT,k=nan; pool_n=0; n_params=1
2022-02-15,q_sentence_direction,k_fit_rw,full_sample,k=2.027; pool_n=16; n_params=1
2022-02-15,q_sentence_direction,k_fit_ew,PIT,k=nan; pool_n=0; n_params=1
2022-02-15,q_sentence_direction,k_fit_ew,full_sample,k=3.063; pool_n=16; n_params=1
2022-02-15,q_sentence_direction,k_fit_median,PIT,k=nan; pool_n=0; n_params=1
2022-02-15,q_sentence_direction,k_fit_median,full_sample,k=1.952; pool_n=16; n_params=1
2022-02-15,q_sentence_direction,k_abs_rw,PIT,k=47.49; pool_n=4; n_params=1
2022-02-15,q_sentence_direction,k_abs_rw,full_sample,k=1.663; pool_n=8; n_params=1
2022-02-15,sarima_margin,margin_aicc,PIT,margin=None; n_params=0
2022-02-15,sarima_margin,margin_aicc,full_sample,"margin=SARIMA(0, 1, 1)x(0, 1, 1, 4)n aicc=61.4; n_params=3"
2022-02-15,sarima_margin,lines_aicc,PIT,cor=None; ops=None; pd=None; sm=None; ga=None; n_params=0
2022-02-15,sarima_margin,lines_aicc,full_sample,"cor=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-47.8; ops=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-38.9; pd=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-53.2; sm=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.6; ga=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.5; n_params=13"
2022-05-03,yoy_margin_change,k4_rw,PIT,delta=41.6; n_params=2
2022-05-03,yoy_margin_change,k4_rw,full_sample,delta=-0.3487; n_params=2
2022-05-03,yoy_margin_change,k2_rw,PIT,delta=22.85; n_params=2
2022-05-03,yoy_margin_change,k2_rw,full_sample,delta=1.154; n_params=2
2022-05-03,yoy_margin_change,k4_ew,PIT,delta=48.19; n_params=2
2022-05-03,yoy_margin_change,k4_ew,full_sample,delta=-0.6612; n_params=2
2022-05-03,yoy_margin_change,k2_ew,PIT,delta=22.95; n_params=2
2022-05-03,yoy_margin_change,k2_ew,full_sample,delta=1.144; n_params=2
2022-05-03,yoy_margin_change,k4_rw_shrink50,PIT,delta=20.8; n_params=3
2022-05-03,yoy_margin_change,k4_rw_shrink50,full_sample,delta=-0.1743; n_params=3
2022-05-03,incremental_margin,k4_rw,PIT,m=0.5547; n_params=2
2022-05-03,incremental_margin,k4_rw,full_sample,m=0.2956; n_params=2
2022-05-03,incremental_margin,k8_rw,PIT,m=0.5547; n_params=2
2022-05-03,incremental_margin,k8_rw,full_sample,m=0.3079; n_params=2
2022-05-03,incremental_margin,k4_ew,PIT,m=0.5681; n_params=2
2022-05-03,incremental_margin,k4_ew,full_sample,m=0.2939; n_params=2
2022-05-03,incremental_margin,k8_ew,PIT,m=0.5681; n_params=2
2022-05-03,incremental_margin,k8_ew,full_sample,m=0.3496; n_params=2
2022-05-03,incremental_margin,k8_median,PIT,m=0.5701; n_params=2
2022-05-03,incremental_margin,k8_median,full_sample,m=0.3549; n_params=2
2022-05-03,incremental_margin,k4_rw_revknown,PIT,m=0.5547; n_params=2
2022-05-03,incremental_margin,k4_rw_revknown,full_sample,m=0.2956; n_params=2
2022-05-03,pct_rev_seasonal,drift_k4_rw,PIT,"drift{cor:-8.472, ops:-10.57, pd:-15.51, sm:-2.543, ga:-11.47}; n_params=6"
2022-05-03,pct_rev_seasonal,drift_k4_rw,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2022-05-03,pct_rev_seasonal,drift_k4_ew,PIT,"drift{cor:-9.726, ops:-12.17, pd:-17.47, sm:-2.981, ga:-12.71}; n_params=6"
2022-05-03,pct_rev_seasonal,drift_k4_ew,full_sample,"drift{cor:0.1643, ops:-0.7252, pd:-0.3062, sm:2.288, ga:-0.6586}; n_params=6"
2022-05-03,pct_rev_seasonal,drift_k8_rw,PIT,"drift{cor:-7.899, ops:-10.03, pd:-13.84, sm:-4.122, ga:-10.39}; n_params=6"
2022-05-03,pct_rev_seasonal,drift_k8_rw,full_sample,"drift{cor:-0.1172, ops:-0.6904, pd:0.05153, sm:2.031, ga:-0.7178}; n_params=6"
2022-05-03,pct_rev_seasonal,nodrift,PIT,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-05-03,pct_rev_seasonal,nodrift,full_sample,"drift{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-05-03,pct_rev_seasonal,drift_k4_rw_revknown,PIT,"drift{cor:-8.472, ops:-10.57, pd:-15.51, sm:-2.543, ga:-11.47}; n_params=6"
2022-05-03,pct_rev_seasonal,drift_k4_rw_revknown,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
2022-05-03,per_night_seasonal,g_k4_rw,PIT,"growth{cor:-0.1207, ops:-0.2463, pd:-0.3518, sm:0.169, ga:-0.3848}; n_params=6"
2022-05-03,per_night_seasonal,g_k4_rw,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2022-05-03,per_night_seasonal,g_k4_ew,PIT,"growth{cor:-0.1336, ops:-0.2632, pd:-0.3679, sm:0.1834, ga:-0.4006}; n_params=6"
2022-05-03,per_night_seasonal,g_k4_ew,full_sample,"growth{cor:0.05755, ops:-0.03127, pd:0.0196, sm:0.1667, ga:-0.02685}; n_params=6"
2022-05-03,per_night_seasonal,g_k8_rw,PIT,"growth{cor:-0.1299, ops:-0.2539, pd:-0.3279, sm:0.08803, ga:-0.3648}; n_params=6"
2022-05-03,per_night_seasonal,g_k8_rw,full_sample,"growth{cor:0.03043, ops:-0.03192, pd:0.04324, sm:0.1477, ga:-0.04696}; n_params=6"
2022-05-03,per_night_seasonal,nogrowth,PIT,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-05-03,per_night_seasonal,nogrowth,full_sample,"growth{cor:0, ops:0, pd:0, sm:0, ga:0}; n_params=1"
2022-05-03,per_night_seasonal,g_k4_rw_nightsknown,PIT,"growth{cor:-0.1207, ops:-0.2463, pd:-0.3518, sm:0.169, ga:-0.3848}; n_params=6"
2022-05-03,per_night_seasonal,g_k4_rw_nightsknown,full_sample,"growth{cor:0.05604, ops:-0.03072, pd:0.0191, sm:0.1683, ga:-0.04832}; n_params=6"
2022-05-03,q_sentence_direction,k_fit_rw,PIT,k=nan; pool_n=0; n_params=1
2022-05-03,q_sentence_direction,k_fit_rw,full_sample,k=2.027; pool_n=16; n_params=1
2022-05-03,q_sentence_direction,k_fit_ew,PIT,k=nan; pool_n=0; n_params=1
2022-05-03,q_sentence_direction,k_fit_ew,full_sample,k=3.063; pool_n=16; n_params=1
2022-05-03,q_sentence_direction,k_fit_median,PIT,k=nan; pool_n=0; n_params=1
2022-05-03,q_sentence_direction,k_fit_median,full_sample,k=1.952; pool_n=16; n_params=1
2022-05-03,q_sentence_direction,k_abs_rw,PIT,k=40.43; pool_n=5; n_params=1
2022-05-03,q_sentence_direction,k_abs_rw,full_sample,k=1.663; pool_n=8; n_params=1
2022-05-03,sarima_margin,margin_aicc,PIT,margin=None; n_params=0
2022-05-03,sarima_margin,margin_aicc,full_sample,"margin=SARIMA(0, 1, 1)x(0, 1, 1, 4)n aicc=61.4; n_params=3"
2022-05-03,sarima_margin,lines_aicc,PIT,cor=None; ops=None; pd=None; sm=None; ga=None; n_params=0
2022-05-03,sarima_margin,lines_aicc,full_sample,"cor=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-47.8; ops=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-38.9; pd=SARIMA(1, 0, 0)x(0, 1, 0, 4)c aicc=-53.2; sm=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.6; ga=SARIMA(0, 0, 0)x(0, 1, 0, 4)c aicc=-33.5; n_params=13"
2022-08-02,yoy_margin_change,k4_rw,PIT,delta=19.06; n_params=2
2022-08-02,yoy_margin_change,k4_rw,full_sample,delta=-0.3487; n_params=2
2022-08-02,yoy_margin_change,k2_rw,PIT,delta=19.44; n_params=2
2022-08-02,yoy_margin_change,k2_rw,full_sample,delta=1.154; n_params=2
2022-08-02,yoy_margin_change,k4_ew,PIT,delta=18.8; n_params=2
2022-08-02,yoy_margin_change,k4_ew,full_sample,delta=-0.6612; n_params=2
2022-08-02,yoy_margin_change,k2_ew,PIT,delta=19.62; n_params=2
2022-08-02,yoy_margin_change,k2_ew,full_sample,delta=1.144; n_params=2
2022-08-02,yoy_margin_change,k4_rw_shrink50,PIT,delta=9.528; n_params=3
2022-08-02,yoy_margin_change,k4_rw_shrink50,full_sample,delta=-0.1743; n_params=3
2022-08-02,incremental_margin,k4_rw,PIT,m=0.5726; n_params=2
2022-08-02,incremental_margin,k4_rw,full_sample,m=0.2956; n_params=2
2022-08-02,incremental_margin,k8_rw,PIT,m=0.5785; n_params=2
2022-08-02,incremental_margin,k8_rw,full_sample,m=0.3079; n_params=2
2022-08-02,incremental_margin,k4_ew,PIT,m=0.5746; n_params=2
2022-08-02,incremental_margin,k4_ew,full_sample,m=0.2939; n_params=2
2022-08-02,incremental_margin,k8_ew,PIT,m=0.5827; n_params=2
2022-08-02,incremental_margin,k8_ew,full_sample,m=0.3496; n_params=2
2022-08-02,incremental_margin,k8_median,PIT,m=0.615; n_params=2
2022-08-02,incremental_margin,k8_median,full_sample,m=0.3549; n_params=2
2022-08-02,incremental_margin,k4_rw_revknown,PIT,m=0.5726; n_params=2
2022-08-02,incremental_margin,k4_rw_revknown,full_sample,m=0.2956; n_params=2
2022-08-02,pct_rev_seasonal,drift_k4_rw,PIT,"drift{cor:-4.089, ops:-4.581, pd:-7.552, sm:-2.01, ga:-6.481}; n_params=6"
2022-08-02,pct_rev_seasonal,drift_k4_rw,full_sample,"drift{cor:0.08695, ops:-0.7654, pd:-0.3522, sm:2.297, ga:-0.8452}; n_params=6"
