method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
margin-ts,per_night_seasonal,cor_cash_per_night,2023Q1,2023-02-14,0,3.5286519048314644,3.5286519048314644,W1,PIT,7,12,3.1132890035785405,3.2050310259594648,3.358327922857432,3.698975886805497,3.852272783703464,3.9440148060843883,0.2525227135394085,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,per_night_seasonal,cor_cash_musd,2023Q1,2023-02-14,0,432.91943741725333,432.91943741725333,W1,PIT,7,12,333.5463902859275,355.4951109985445,392.1704609505413,473.6684138839653,510.3437638359622,532.2924845485792,60.414522911379784,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma relative n=5 (PIT)",1.0
margin-ts,per_night_seasonal,ops_cash_per_night,2023Q1,2023-02-14,0,2.047595458332692,2.047595458332692,W1,PIT,7,12,1.6675707182108561,1.751507531316687,1.8917622657414646,2.20342865092392,2.3436833853486974,2.427620198454528,0.23103863705256475,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,per_night_seasonal,ops_cash_musd,2023Q1,2023-02-14,0,251.2131821973668,251.2131821973668,W1,PIT,7,12,219.54508977245717,226.53968374135408,238.22734357995046,264.19902081478307,275.8866806533795,282.8812746222764,19.252833143337153,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma relative n=5 (PIT)",1.0
margin-ts,per_night_seasonal,pd_cash_per_night,2023Q1,2023-02-14,0,2.0136525201260462,2.0136525201260462,W1,PIT,7,12,1.448543350274854,1.5733601260431462,1.7819234856630355,2.245381554589057,2.4539449142089462,2.5787616899772385,0.3435619805870208,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,per_night_seasonal,pd_cash_musd,2023Q1,2023-02-14,0,247.04882761974758,247.04882761974758,W1,PIT,7,12,234.5111652519856,237.2803834418578,241.90762561860194,252.19002962089323,256.8172717976374,259.5864899875096,7.622357492683986,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma relative n=5 (PIT)",1.0
margin-ts,per_night_seasonal,sm_cash_per_night,2023Q1,2023-02-14,0,3.153886349183082,3.153886349183082,W1,PIT,7,12,2.702270454990352,2.802019747350436,2.9686964412985786,3.3390762570675854,3.505752951015728,3.605502243375812,0.27456296827441284,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,per_night_seasonal,sm_cash_musd,2023Q1,2023-02-14,0,386.94060530504726,386.94060530504726,W1,PIT,7,12,296.6475459832197,316.59075189823494,349.9149745568006,423.966236053294,457.29045871185957,477.2336646268748,54.89428228891974,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma relative n=5 (PIT)",1.0
margin-ts,per_night_seasonal,ga_cash_per_night,2023Q1,2023-02-14,0,1.5008494903413727,1.5008494903413727,W1,PIT,7,12,0.6398649683598188,0.8300323161104142,1.1477936161659108,1.8539053645168346,2.1716666645723315,2.3618340123229267,0.5234414223089745,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma additive n=5 (PIT)",1.0
margin-ts,per_night_seasonal,ga_cash_musd,2023Q1,2023-02-14,0,184.1346028257757,184.1346028257757,W1,PIT,7,12,137.53143276711864,147.82476675926517,165.02447654088135,203.24472911067,220.44443889228617,230.73777288443273,28.33271562590655,,,,,,,,2023-02-14,g_k4_rw,"per-night[2022Q1] x (1+g) cor -0.6%, ops -5.5%, pd -16.1%, sm -0.4%, ga -8.5%; nights=122.7; rev=1845; sigma relative n=5 (PIT)",1.0
