object,spec_id,prior_basis,target,quarter,vintage_date,horizon_q,point,n_train,knowable_from,notes,scenario,n_params,target_print_date,actual,err,rel_err,q05,q10,q25,q50,q75,q90,q95,sd,sigma_n,sigma_kind
yoy_margin_change,k4_rw,PIT,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,56.008197923311826,7,2021-11-04,margin[2020Q4]=-2.39 + delta +58.39; rev=1432,,2,2022-02-15,21.730108141547184,34.27808978176464,-0.6120191517088136,51.073637042457406,52.16354322667802,53.984728672723584,56.008197923311826,58.03166717390007,59.85285261994563,60.942758804166246,3.0,0.0,additive_fallback
yoy_margin_change,k4_rw,PIT,adj_ebitda_musd,2021Q4,2021-11-04,0,801.8843032403097,7,2021-11-04,margin[2020Q4]=-2.39 + delta +58.39; rev=1432,,2,2022-02-15,333.0,468.8843032403097,-0.5847281226800543,669.9860727822819,699.1186948199837,747.7980289024382,801.8843032403097,855.9705775781812,904.6499116606357,933.7825336983375,80.18843032403097,0.0,relative_fallback
yoy_margin_change,k4_rw,PIT,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,51.786945009249685,7,2021-11-04,margin[2021Q1]=-6.61 + delta +58.39; rev=1478,,2,2022-05-03,15.176246589486508,36.610698419763175,-0.7069484097435006,46.85238412839527,47.94229031261588,49.76347575866144,51.786945009249685,53.81041425983793,55.63159970588349,56.7215058901041,3.0,0.0,additive_fallback
yoy_margin_change,k4_rw,PIT,adj_ebitda_musd,2022Q1,2021-11-04,1,765.5266351732728,7,2021-11-04,margin[2021Q1]=-6.61 + delta +58.39; rev=1478,,2,2022-05-03,229.0,536.5266351732728,-0.7008595266601441,639.6087089340014,667.420449396033,713.8926482806261,765.5266351732728,817.1606220659195,863.6328209505126,891.4445614125442,76.55266351732728,0.0,relative_fallback
yoy_margin_change,k4_rw,PIT,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,74.72115153684484,7,2021-11-04,margin[2021Q2]=16.33 + delta +58.39; rev=2225,,2,2022-08-02,33.79105720383992,40.930094333004924,-0.5477711931784452,69.78659065599042,70.87649684021105,72.6976822862566,74.72115153684484,76.74462078743309,78.56580623347864,79.65571241769926,3.0,0.0,additive_fallback
yoy_margin_change,k4_rw,PIT,adj_ebitda_musd,2022Q2,2021-11-04,2,1662.4217637180643,7,2021-11-04,margin[2021Q2]=16.33 + delta +58.39; rev=2225,,2,2022-08-02,711.0,951.4217637180643,-0.5723107002582644,1388.977716960592,1449.373842329234,1550.2931197049918,1662.4217637180643,1774.5504077311368,1875.4696851068945,1935.8658104755366,166.24217637180644,0.0,relative_fallback
yoy_margin_change,k4_rw,full_sample,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,-2.7344497466924214,7,2021-11-04,margin[2020Q4]=-2.39 + delta -0.35; rev=1471,,2,2022-02-15,21.730108141547184,-24.464557888239604,-8.946793744456935,-21.052381535386836,-17.006463849764415,-10.24591279350727,-2.7344497466924214,4.7770133001224275,11.537564356379573,15.583482042001995,11.136511777430544,19.0,additive
yoy_margin_change,k4_rw,full_sample,adj_ebitda_musd,2021Q4,2021-11-04,0,-40.22683429342789,7,2021-11-04,margin[2020Q4]=-2.39 + delta -0.35; rev=1471,,2,2022-02-15,333.0,-373.2268342934279,-9.278056323572155,-56.706564456871305,-53.06665398598986,-46.98452318386174,-40.22683429342789,-33.469145402994045,-27.387014600865932,-23.747104129984482,10.018964540927879,19.0,relative
yoy_margin_change,k4_rw,full_sample,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,-6.955702660754567,7,2021-11-04,margin[2021Q1]=-6.61 + delta -0.35; rev=1478,,2,2022-05-03,15.176246589486508,-22.131949250241075,-3.181842342846806,-29.771846546937486,-24.73239989260573,-16.311705491688166,-6.955702660754567,2.4003001701790323,10.820994571096595,15.86044122542835,13.871230553486846,18.0,additive
yoy_margin_change,k4_rw,full_sample,adj_ebitda_musd,2022Q1,2021-11-04,1,-102.82081038381709,7,2021-11-04,margin[2021Q1]=-6.61 + delta -0.35; rev=1478,,2,2022-05-03,229.0,-331.8208103838171,-3.2271755994255633,-152.77338700952552,-141.74026298964577,-123.30439650835844,-102.82081038381709,-82.33722425927573,-63.901357777988395,-52.868233758108666,30.369010231195585,18.0,relative
yoy_margin_change,k4_rw,full_sample,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,15.978503866840594,7,2021-11-04,margin[2021Q2]=16.33 + delta -0.35; rev=2225,,2,2022-08-02,33.79105720383992,-17.812553336999326,1.1147823028640902,-10.447810669840901,-4.610978510886724,5.142112106265262,15.978503866840594,26.814895627415925,36.56798624456791,42.404818403522086,16.066058464824813,17.0,additive
yoy_margin_change,k4_rw,full_sample,adj_ebitda_musd,2022Q2,2021-11-04,2,355.49522502729207,7,2021-11-04,margin[2021Q2]=16.33 + delta -0.35; rev=2225,,2,2022-08-02,711.0,-355.50477497270793,1.0000268637797176,177.3162544059672,216.6709947095502,282.4310402175406,355.49522502729207,428.5594098370436,494.31945534503393,533.6741956486169,108.32512249224085,17.0,relative
yoy_margin_change,k2_rw,PIT,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,65.72229095790878,7,2021-11-04,margin[2020Q4]=-2.39 + delta +68.11; rev=1432,,2,2022-02-15,21.730108141547184,43.9921828163616,-0.669364718958686,60.78773007705436,61.87763626127498,63.69882170732054,65.72229095790878,67.74576020849703,69.56694565454258,70.6568518387632,3.0,0.0,additive_fallback
yoy_margin_change,k2_rw,PIT,adj_ebitda_musd,2021Q4,2021-11-04,0,940.9635633037213,7,2021-11-04,margin[2020Q4]=-2.39 + delta +68.11; rev=1432,,2,2022-02-15,333.0,607.9635633037213,-0.6461074445530732,786.1888303107906,820.3742305364904,877.4965354280872,940.9635633037213,1004.4305911793555,1061.5528960709523,1095.7382962966522,94.09635633037215,0.0,relative_fallback
yoy_margin_change,k2_rw,PIT,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,61.501038043846634,7,2021-11-04,margin[2021Q1]=-6.61 + delta +68.11; rev=1478,,2,2022-05-03,15.176246589486508,46.324791454360124,-0.7532359278445555,56.566477162992214,57.65638334721283,59.47756879325839,61.501038043846634,63.524507294434876,65.34569274048043,66.43559892470105,3.0,0.0,additive_fallback
yoy_margin_change,k2_rw,PIT,adj_ebitda_musd,2022Q1,2021-11-04,1,909.1226119818471,7,2021-11-04,margin[2021Q1]=-6.61 + delta +68.11; rev=1478,,2,2022-05-03,229.0,680.1226119818471,-0.7481087842477154,759.5852494156534,792.6138613161138,847.8032236365226,909.1226119818471,970.4420003271715,1025.6313626475803,1058.6599745480407,90.91226119818471,0.0,relative_fallback
yoy_margin_change,k2_rw,PIT,adj_ebitda_margin_pct,2022Q2,2021-11-04,2,84.43524457144179,7,2021-11-04,margin[2021Q2]=16.33 + delta +68.11; rev=2225,,2,2022-08-02,33.79105720383992,50.644187367601866,-0.5997991434104409,79.50068369058737,80.59058987480799,82.41177532085354,84.43524457144179,86.45871382203003,88.27989926807558,89.3698054522962,3.0,0.0,additive_fallback
yoy_margin_change,k2_rw,PIT,adj_ebitda_musd,2022Q2,2021-11-04,2,1878.544231631758,7,2021-11-04,margin[2021Q2]=16.33 + delta +68.11; rev=2225,,2,2022-08-02,711.0,1167.544231631758,-0.6215154330529632,1569.5512023529316,1637.7991015325122,1751.8383486791986,1878.544231631758,2005.2501145843175,2119.2893617310037,2187.5372609105843,187.85442316317582,0.0,relative_fallback
yoy_margin_change,k2_rw,full_sample,adj_ebitda_margin_pct,2021Q4,2021-11-04,0,-1.2317272460052122,7,2021-11-04,margin[2020Q4]=-2.39 + delta +1.15; rev=1471,,2,2022-02-15,21.730108141547184,-22.961835387552398,-18.641980569986703,-19.441027927243635,-15.419103808358708,-8.698644950103267,-1.2317272460052122,6.235190458092842,12.955649316348284,16.977573435233207,11.07046875349453,19.0,additive
yoy_margin_change,k2_rw,full_sample,adj_ebitda_musd,2021Q4,2021-11-04,0,-18.12009450153019,7,2021-11-04,margin[2020Q4]=-2.39 + delta +1.15; rev=1471,,2,2022-02-15,333.0,-351.12009450153016,-19.37738759982069,-24.19717296321538,-22.854916669837205,-20.612065255876807,-18.12009450153019,-15.62812374718357,-13.385272333223176,-12.043016039845,3.6946013688453747,19.0,relative
yoy_margin_change,k2_rw,full_sample,adj_ebitda_margin_pct,2022Q1,2021-11-04,1,-5.452980160067358,7,2021-11-04,margin[2021Q1]=-6.61 + delta +1.15; rev=1478,,2,2022-05-03,15.176246589486508,-20.629226749553865,-3.783110545793558,-25.906927547291023,-21.389223887872763,-13.840339155226935,-5.452980160067358,2.934378835092219,10.48326356773805,15.000967227156305,12.435117053626506,18.0,additive
yoy_margin_change,k2_rw,full_sample,adj_ebitda_musd,2022Q1,2021-11-04,1,-80.60721776226397,7,2021-11-04,margin[2021Q1]=-6.61 + delta +1.15; rev=1478,,2,2022-05-03,229.0,-309.607217762264,-3.8409366599823977,-117.55949675144068,-109.3977740847673,-95.75989336585496,-80.60721776226397,-65.45454215867298,-51.81666143976063,-43.65493877308726,22.465390466179702,18.0,relative
