method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,29.615058570667568,29.615058570667568,W1,PIT,0,15,24.68049768981315,25.770403874033768,27.591589320079322,31.638527821255813,33.45971326730137,34.549619451521984,3.0,,,,,,,,,guide_mid,FY sentence 36.06% over 9M actual (37.86%) and Q4 revenue guide mid 2150; sigma additive_fallback n=0,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2023Q4,2023-11-01,0,636.7237592693527,636.7237592693527,W1,PIT,1,15,531.9920207893157,555.1243262182445,593.7773943360032,679.6701242027023,718.323192320461,741.4554977493898,63.672375926935274,,,,,,,,,guide_mid,FY sentence 36.06% over 9M actual (37.86%) and Q4 revenue guide mid 2150; sigma relative_fallback n=0,1.0
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,26.58944099378881,26.58944099378881,W1,PIT,0,19,21.654880112934393,22.74478629715501,24.565971743200564,28.612910244377055,30.43409569042261,31.524001874643226,3.0,,,,,,,,,guide_mid,FY sentence 35.50% over 9M actual (38.00%) and Q4 revenue guide mid 2415; sigma additive_fallback n=1,1.0
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,26.58944099378881,26.58944099378881,W2,PIT,0,19,21.654880112934393,22.74478629715501,24.565971743200564,28.612910244377055,30.43409569042261,31.524001874643226,3.0,,,,,,,,,guide_mid,FY sentence 35.50% over 9M actual (38.00%) and Q4 revenue guide mid 2415; sigma additive_fallback n=1,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2024Q4,2024-11-07,0,642.1349999999998,642.1349999999998,W1,PIT,1,19,536.5131916257515,559.8420885459016,598.8236524257837,685.4463475742158,724.427911454098,747.7568083742481,64.21349999999998,,,,,,,,,guide_mid,FY sentence 35.50% over 9M actual (38.00%) and Q4 revenue guide mid 2415; sigma relative_fallback n=1,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2024Q4,2024-11-07,0,642.1349999999998,642.1349999999998,W2,PIT,1,19,536.5131916257515,559.8420885459016,598.8236524257837,685.4463475742158,724.427911454098,747.7568083742481,64.21349999999998,,,,,,,,,guide_mid,FY sentence 35.50% over 9M actual (38.00%) and Q4 revenue guide mid 2415; sigma relative_fallback n=1,1.0
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,27.60408921933086,27.60408921933086,W1,PIT,0,23,22.669528338476443,23.75943452269706,25.580619968742614,29.627558469919105,31.44874391596466,32.53865010018528,3.0,,,,,,,,,guide_mid,FY sentence 35.00% over 9M actual (37.10%) and Q4 revenue guide mid 2690; sigma additive_fallback n=2,1.0
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,27.60408921933086,27.60408921933086,W2,PIT,0,23,22.669528338476443,23.75943452269706,25.580619968742614,29.627558469919105,31.44874391596466,32.53865010018528,3.0,,,,,,,,,guide_mid,FY sentence 35.00% over 9M actual (37.10%) and Q4 revenue guide mid 2690; sigma additive_fallback n=2,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2025Q4,2025-11-06,0,742.5500000000002,742.5500000000002,W1,PIT,1,23,620.4113939307185,647.3883885004858,692.4657635991902,792.6342364008102,837.7116114995146,864.6886060692818,74.25500000000002,,,,,,,,,guide_mid,FY sentence 35.00% over 9M actual (37.10%) and Q4 revenue guide mid 2690; sigma relative_fallback n=2,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2025Q4,2025-11-06,0,742.5500000000002,742.5500000000002,W2,PIT,1,23,620.4113939307185,647.3883885004858,692.4657635991902,792.6342364008102,837.7116114995146,864.6886060692818,74.25500000000002,,,,,,,,,guide_mid,FY sentence 35.00% over 9M actual (37.10%) and Q4 revenue guide mid 2690; sigma relative_fallback n=2,1.0
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2023Q4,2023-11-01,0,29.615058570667568,29.615058570667568,W1,full_sample,1,15,26.472608751700573,27.166687834721643,28.326463550010875,30.90365359132426,32.06342930661349,32.757508389634566,1.9104738363808873,,,,,,,,,guide_mid,FY sentence 36.06% over 9M actual (37.86%) and Q4 revenue guide mid 2150; sigma additive n=3,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2023Q4,2023-11-01,0,636.7237592693527,636.7237592693527,W1,full_sample,2,15,564.172076005874,580.1967092354046,606.973168749402,666.4743497893033,693.2508093033009,709.2754425328313,44.1082915067306,,,,,,,,,guide_mid,FY sentence 36.06% over 9M actual (37.86%) and Q4 revenue guide mid 2150; sigma relative n=3,1.0
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,26.58944099378881,26.58944099378881,W1,full_sample,1,19,23.446991174821814,24.141070257842884,25.300845973132116,27.878036014445502,29.037811729734734,29.731890812755804,1.9104738363808873,,,,,,,,,guide_mid,FY sentence 35.50% over 9M actual (38.00%) and Q4 revenue guide mid 2415; sigma additive n=3,1.0
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,26.58944099378881,26.58944099378881,W2,full_sample,1,19,23.446991174821814,24.141070257842884,25.300845973132116,27.878036014445502,29.037811729734734,29.731890812755804,1.9104738363808873,,,,,,,,,guide_mid,FY sentence 35.50% over 9M actual (38.00%) and Q4 revenue guide mid 2415; sigma additive n=3,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2024Q4,2024-11-07,0,642.1349999999998,642.1349999999998,W1,full_sample,2,19,568.9667312583808,585.1275509373141,612.1315720370627,672.1384279629368,699.1424490626854,715.3032687416186,44.48314886062354,,,,,,,,,guide_mid,FY sentence 35.50% over 9M actual (38.00%) and Q4 revenue guide mid 2415; sigma relative n=3,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2024Q4,2024-11-07,0,642.1349999999998,642.1349999999998,W2,full_sample,2,19,568.9667312583808,585.1275509373141,612.1315720370627,672.1384279629368,699.1424490626854,715.3032687416186,44.48314886062354,,,,,,,,,guide_mid,FY sentence 35.50% over 9M actual (38.00%) and Q4 revenue guide mid 2415; sigma relative n=3,1.0
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,27.60408921933086,27.60408921933086,W1,full_sample,1,23,24.461639400363865,25.155718483384934,26.315494198674166,28.892684239987553,30.052459955276785,30.746539038297854,1.9104738363808873,,,,,,,,,guide_mid,FY sentence 35.00% over 9M actual (37.10%) and Q4 revenue guide mid 2690; sigma additive n=3,1.0
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,2025Q4,2025-11-06,0,27.60408921933086,27.60408921933086,W2,full_sample,1,23,24.461639400363865,25.155718483384934,26.315494198674166,28.892684239987553,30.052459955276785,30.746539038297854,1.9104738363808873,,,,,,,,,guide_mid,FY sentence 35.00% over 9M actual (37.10%) and Q4 revenue guide mid 2690; sigma additive n=3,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2025Q4,2025-11-06,0,742.5500000000002,742.5500000000002,W1,full_sample,2,23,657.9399134074781,676.6279099387245,707.8547327526472,777.245267247353,808.4720900612758,827.1600865925221,51.439280192570145,,,,,,,,,guide_mid,FY sentence 35.00% over 9M actual (37.10%) and Q4 revenue guide mid 2690; sigma relative n=3,1.0
guide-policy-margin,q4_implied,adj_ebitda_musd,2025Q4,2025-11-06,0,742.5500000000002,742.5500000000002,W2,full_sample,2,23,657.9399134074781,676.6279099387245,707.8547327526472,777.245267247353,808.4720900612758,827.1600865925221,51.439280192570145,,,,,,,,,guide_mid,FY sentence 35.00% over 9M actual (37.10%) and Q4 revenue guide mid 2690; sigma relative n=3,1.0
