origin,target,h,actual,carry,mean,ar1
4Q23,1Q24,1,2.2557752082862383,0.8339628069705792,1.946939122499208,0.5127528504234428
4Q23,2Q24,2,3.234375616562978,0.8339628069705792,1.946939122499208,0.31268226547143846
4Q23,3Q24,3,2.083188605444465,0.8339628069705792,1.946939122499208,0.18806521003105647
4Q23,4Q24,4,2.760245101599631,0.8339628069705792,1.946939122499208,0.11044555139729659
4Q23,1Q25,5,2.231373644528559,0.8339628069705792,1.946939122499208,0.062098947594707576
4Q23,2Q25,6,1.905622741315353,0.8339628069705792,1.946939122499208,0.03198551833739456
1Q24,2Q24,1,3.234375616562978,2.2557752082862383,2.008706339656614,1.707737296555292
1Q24,3Q24,2,2.083188605444465,2.2557752082862383,2.008706339656614,1.590628535575736
1Q24,4Q24,3,2.760245101599631,2.2557752082862383,2.008706339656614,1.5656038765063471
1Q24,1Q25,4,2.231373644528559,2.2557752082862383,2.008706339656614,1.560256423794005
1Q24,2Q25,5,1.905622741315353,2.2557752082862383,2.008706339656614,1.5591137408734728
1Q24,3Q25,6,2.3111800790879227,2.2557752082862383,2.008706339656614,1.5588695640051364
2Q24,3Q24,1,2.083188605444465,3.234375616562978,2.2129845524743414,2.3181453938168577
2Q24,4Q24,2,2.760245101599631,3.234375616562978,2.2129845524743414,2.0506207512568335
2Q24,1Q25,3,2.231373644528559,3.234375616562978,2.2129845524743414,1.9725078134819136
2Q24,2Q25,4,1.905622741315353,3.234375616562978,2.2129845524743414,1.9497000788768313
2Q24,3Q25,5,2.3111800790879227,3.234375616562978,2.2129845524743414,1.9430405833741171
2Q24,4Q25,6,2.69881318212152,3.234375616562978,2.2129845524743414,1.9410961166781224
3Q24,4Q24,1,2.760245101599631,2.083188605444465,2.194442274327216,1.947989863654478
3Q24,1Q25,2,2.231373644528559,2.083188605444465,2.194442274327216,1.9138598328307408
3Q24,2Q25,3,1.905622741315353,2.083188605444465,2.194442274327216,1.9052439316129712
3Q24,3Q25,4,2.3111800790879227,2.083188605444465,2.194442274327216,1.903068904166388
3Q24,4Q25,5,2.69881318212152,2.083188605444465,2.194442274327216,1.9025198328302828
3Q24,1Q26,6,3.3805889506828484,2.083188605444465,2.194442274327216,1.9023812233922244
4Q24,1Q25,1,2.231373644528559,2.760245101599631,2.2651676277362682,2.226540426944484
4Q24,2Q25,2,1.905622741315353,2.760245101599631,2.2651676277362682,2.099737767294382
4Q24,3Q25,3,2.3111800790879227,2.760245101599631,2.2651676277362682,2.06961077898436
4Q24,4Q25,4,2.69881318212152,2.760245101599631,2.2651676277362682,2.0624529210408697
4Q24,1Q26,5,3.3805889506828484,2.760245101599631,2.2651676277362682,2.0607522887104173
4Q24,2Q26,6,3.8493263764864896,2.760245101599631,2.2651676277362682,2.0603482362206624
1Q25,2Q25,1,1.905622741315353,2.231373644528559,2.2614127407131894,2.1014775348891215
1Q25,3Q25,2,2.3111800790879227,2.231373644528559,2.2614127407131894,2.0705667337836613
1Q25,4Q25,3,2.69881318212152,2.231373644528559,2.2614127407131894,2.0632110275378506
1Q25,1Q26,4,3.3805889506828484,2.231373644528559,2.2614127407131894,2.061460622746009
1Q25,2Q26,5,3.8493263764864896,2.231373644528559,2.2614127407131894,2.061044086680958
2Q25,3Q25,1,2.3111800790879227,1.905622741315353,2.225833740773406,2.0018695208600823
2Q25,4Q25,2,2.69881318212152,1.905622741315353,2.225833740773406,2.024861905324221
2Q25,1Q26,3,3.3805889506828484,1.905622741315353,2.225833740773406,2.0303545539702057
2Q25,2Q26,4,3.8493263764864896,1.905622741315353,2.225833740773406,2.0316666923086757
3Q25,4Q25,1,2.69881318212152,2.3111800790879227,2.233592498801998,2.1283793928343613
3Q25,1Q26,2,3.3805889506828484,2.3111800790879227,2.233592498801998,2.08750473488485
3Q25,2Q26,3,3.8493263764864896,2.3111800790879227,2.233592498801998,2.0783650664474345
4Q25,1Q26,1,3.3805889506828484,2.69881318212152,2.272360889078625,2.270087504199395
4Q25,2Q26,2,3.8493263764864896,2.69881318212152,2.272360889078625,2.171297669826462
1Q26,2Q26,1,3.8493263764864896,3.3805889506828484,2.357609201509719,2.5982515812735105
