rule,quarter,exfx_pct,fx_pp,reported_pct,adr_usd,gbv_busd,vs_base_usd,fx_pp_v1,adr_usd_fx_v1
base: core carry + bundle laps (nights-linked geo),3Q26,3.2615674360631552,0.4152814166247513,3.6768488526879066,177.5880743997691,26.06992932188611,0.0,0.0295677295003612,176.92738542509375
base: core carry + bundle laps (nights-linked geo),4Q26,2.729694140879533,0.5136690253172425,3.243363166196776,172.9429576396962,22.793881816911963,0.0,0.28266369927394,172.55600061804108
base: core carry + bundle laps (nights-linked geo),1Q27,2.3624971039470237,-0.369013484663626,1.9934836192833978,190.54422609754525,32.2057850950071,0.0,-0.5488835096616189,190.20819291684398
base: core carry + bundle laps (nights-linked geo),2Q27,2.9021430268915998,-0.4269361495661503,2.4752068773254496,188.27769759571004,29.578426292286046,0.0,-0.4298784424118624,188.2722917210646
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",3Q26,3.124348173445417,0.4152814166247513,3.5396295900701684,177.35303152483118,26.03542502784522,-0.23504287493793186,0.0295677295003612,176.69234255015581
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",4Q26,2.582886364763737,0.5136690253172425,3.0965553900809795,172.69703993392463,22.76146986329127,-0.2459177057715749,0.28266369927394,172.3100829122695
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",1Q27,2.207543467027158,-0.369013484663626,1.8385299823635322,190.25474171305154,32.15685644433997,-0.2894843844937043,-0.5488835096616189,189.91870853235028
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",2Q27,2.737469190401285,-0.4269361495661503,2.3105330408351348,187.97514235592638,29.530894864116036,-0.3025552397836577,-0.4298784424118624,187.96973648128096
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),3Q26,3.3875944006067127,0.4152814166247513,3.802875817231464,177.80394598733577,26.101619270940894,0.21587158756665303,0.0295677295003612,177.1432570126604
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),4Q26,2.823973140637215,0.5136690253172425,3.337642165954457,173.1008843921903,22.814696562890685,0.15792675249409172,0.28266369927394,172.71392737053515
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),1Q27,2.4928586987909855,-0.369013484663626,2.1238452141273596,190.78776762903274,32.246948484659114,0.24354153148749447,-0.5488835096616189,190.45173444833148
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),2Q27,2.9231801722451523,-0.4269361495661503,2.496244022679002,188.31634914286812,29.584498450344583,0.03865154715808217,-0.4298784424118624,188.31094326822267
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,3Q26,2.7430334077298935,0.4152814166247513,3.158314824354645,176.69987746263706,25.939542011515123,-0.8881969371320508,0.0295677295003612,176.0391884879617
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,4Q26,2.218615582233141,0.5136690253172425,2.7322846075503833,172.08684994610763,22.681046822896988,-0.8561076935885694,0.28266369927394,171.69989292445248
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,1Q27,1.7876447829835511,-0.369013484663626,1.4186312983199252,189.47028699152125,32.02426790730692,-1.0739391060239996,-0.5488835096616189,189.13425381082004
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,2Q27,2.4565383177970057,-0.4269361495661503,2.0296021682308556,187.45898806369053,29.449807024805782,-0.8187095320195112,-0.4298784424118624,187.45358218904514
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,3Q26,2.856352170687776,0.4152814166247513,3.2716335873125275,176.89398117170762,25.96803643600668,-0.6940932280614902,0.0295677295003612,176.23329219703226
