window,origin,variant,n,rmse_pp,rmse_naive_pp,ratio_vs_naive,ratio_boot90_lo,ratio_boot90_hi,interval_rmse_pp,interval_rmse_naive_pp,interval_ratio,bias_pp,mean_obs_frac,pass_line_0.75
W1,O1,M_card_midpoint,13,1.1717181658635702,3.0017943351884107,0.3903392554673557,0.15672954854469126,0.6537402381804563,0.849632754969465,2.640294272643458,0.3217947195404148,-0.24795453269937864,0.0,True
W1,O1,V0_translation,13,1.3128158209589265,3.0017943351884107,0.4373436932602267,0.1887979230440953,0.7280639654350698,0.9676643680407943,2.640294272643458,0.36649868087316284,-0.03431553830185257,0.0,True
W1,O1,V1_passthrough,13,1.4923510607495891,3.0017943351884107,0.49715300054223077,0.2928961908345992,0.780627369114905,1.1418719438071985,2.640294272643458,0.43247904433923506,0.25773160884397817,0.0,True
W1,O1,V2_eur_ols,13,1.1980284895074544,3.0017943351884107,0.39910412097978026,0.25379921172658204,0.6042350275106221,0.8630778068989335,2.640294272643458,0.32688697462303,-0.4615935270969048,0.0,True
W1,O1,V3_usd_broad_ols,13,1.7615529408944048,3.0017943351884107,0.5868333217384926,0.36441012694036673,0.8927128187061385,1.3953359187652776,2.640294272643458,0.5284774251198409,-0.6353150192382139,0.0,True
W1,O1,naive_last_disclosed,13,3.0017943351884107,3.0017943351884107,1.0,1.0,1.0,2.640294272643458,2.640294272643458,1.0,-1.123076923076923,0.0,False
W1,O1,zero,13,2.2258965350203015,3.0017943351884107,0.7415219986683701,0.4868485388062781,1.0224727121691715,1.8684629635488754,2.640294272643458,0.7076722405181652,-1.0846153846153848,0.0,True
W1,O2,M_card_midpoint,14,0.4685786011565415,2.1057743740215176,0.2225208013438164,0.13999372787578146,0.3185795703122887,0.16725183722423917,1.753058551707354,0.09540573363128563,-0.10908813594977755,0.58661911005661,True
W1,O2,V0_translation,14,0.723799781202827,2.1057743740215176,0.3437214310004852,0.27095527906766587,0.43844202400773713,0.3690973392732556,1.753058551707354,0.21054478694609552,0.1126093436141979,0.58661911005661,True
W1,O2,V1_passthrough,14,0.7896357640275099,2.1057743740215176,0.37498593095683724,0.31380977057574566,0.45560198360408355,0.5112311883109362,1.753058551707354,0.2916224263091689,0.2852345266537996,0.58661911005661,True
