rule,quarter,residual_pp,exfx_yoy_pct,geo_mix_pp
base: core carry + bundle laps (nights-linked geo),3Q26,4.3382152653753785,3.2615674360631552,-1.292633806119825
base: core carry + bundle laps (nights-linked geo),4Q26,3.8493263764864896,2.729694140879533,-1.3356182124145577
base: core carry + bundle laps (nights-linked geo),1Q27,3.8493263764864896,2.3624971039470237,-1.6203852493470672
base: core carry + bundle laps (nights-linked geo),2Q27,3.8493263764864896,2.9021430268915998,-1.0807393264024912
base: core carry + bundle laps (nights-linked geo),3Q27,3.8493263764864896,2.8086992330369247,-1.1741831202571662
base: core carry + bundle laps (nights-linked geo),4Q27,3.8493263764864896,2.8735666038431567,-1.1093157494509343
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",3Q26,4.3382152653753785,3.124348173445417,-1.4298530687375635
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",4Q26,3.8493263764864896,2.582886364763737,-1.4824259885303543
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",1Q27,3.8493263764864896,2.207543467027158,-1.7753388862669328
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",2Q27,3.8493263764864896,2.737469190401285,-1.2454131628928058
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",3Q27,3.8493263764864896,2.635805622845919,-1.347076730448172
"base + sub-regional country mix (v2 H3, Inside Airbnb panel)",4Q27,3.8493263764864896,2.692174575701123,-1.290707777592968
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),3Q26,4.3382152653753785,3.3875944006067127,-1.1666068415762678
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),4Q26,3.8493263764864896,2.823973140637215,-1.2413392126568763
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),1Q27,3.8493263764864896,2.4928586987909855,-1.4900236545031054
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),2Q27,3.8493263764864896,2.9231801722451523,-1.0597021810489384
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),3Q27,3.8493263764864896,2.811846840040208,-1.1710355132538828
base + sub-regional + measured origin-destination tilt (upgrade 2: EMEA 10.5 / LatAm 16.4 / APAC 14.9),4Q27,3.8493263764864896,2.8758896417891533,-1.1069927115049376
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,3Q26,4.3382152653753785,2.7430334077298935,-1.811167834453087
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,4Q26,3.8493263764864896,2.218615582233141,-1.84669677106095
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,1Q27,3.8493263764864896,1.7876447829835511,-2.19523757031054
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,2Q27,3.8493263764864896,2.4565383177970057,-1.526344035497085
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,3Q27,3.8493263764864896,2.635805622845919,-1.347076730448172
base + sub-regional + composition tilt B (EMEA 5 / LatAm 30 / APAC 25) — retired by upgrade 2,4Q27,3.8493263764864896,2.692174575701123,-1.290707777592968
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,3Q26,3.933,2.856352170687776,-1.292633806119825
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,4Q26,3.056,1.9363677643930437,-1.3356182124145577
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,1Q27,2.376,0.889170727460534,-1.6203852493470672
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,2Q27,1.906,0.9588166504051103,-1.0807393264024912
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,3Q27,1.906,0.8653728565504353,-1.1741831202571662
lap-only (K4 residual steps): every 2025-26 residual step laps at its anniversary,4Q27,1.906,0.9302402273566672,-1.1093157494509343
"card v3: last_q residual carry, no lap (card geo)",3Q26,4.84932637648649,3.768642729504914,-1.428426
"card v3: last_q residual carry, no lap (card geo)",4Q26,4.84932637648649,3.768642729504914,-1.428426
"card v3: last_q residual carry, no lap (card geo)",1Q27,4.84932637648649,3.686212729504914,-1.428426
"card v3: last_q residual carry, no lap (card geo)",2Q27,4.84932637648649,3.686212729504914,-1.428426
"card v3: last_q residual carry, no lap (card geo)",3Q27,4.84932637648649,3.686212729504914,-1.428426
"card v3: last_q residual carry, no lap (card geo)",4Q27,4.84932637648649,3.686212729504914,-1.428426
full lap: ex-NA RNPL sized at the 1H26 residual steps,3Q26,4.3382152653753785,3.2615674360631552,-1.292633806119825
full lap: ex-NA RNPL sized at the 1H26 residual steps,4Q26,3.8493263764864896,2.729694140879533,-1.3356182124145577
full lap: ex-NA RNPL sized at the 1H26 residual steps,1Q27,3.3893263764864896,1.9024971039470238,-1.6203852493470672
full lap: ex-NA RNPL sized at the 1H26 residual steps,2Q27,2.6993263764864897,1.7521430268915998,-1.0807393264024912
full lap: ex-NA RNPL sized at the 1H26 residual steps,3Q27,2.6993263764864897,1.6586992330369248,-1.1741831202571662
full lap: ex-NA RNPL sized at the 1H26 residual steps,4Q27,2.6993263764864897,1.7235666038431567,-1.1093157494509343
core mean reversion to the 2023-25 mean,3Q26,2.761249777967514,1.6846019486552901,-1.292633806119825
core mean reversion to the 2023-25 mean,4Q26,2.272360889078625,1.1527286534716685,-1.3356182124145577
core mean reversion to the 2023-25 mean,1Q27,2.272360889078625,0.7855316165391591,-1.6203852493470672
core mean reversion to the 2023-25 mean,2Q27,2.272360889078625,1.325177539483735,-1.0807393264024912
core mean reversion to the 2023-25 mean,3Q27,2.272360889078625,1.23173374562906,-1.1741831202571662
core mean reversion to the 2023-25 mean,4Q27,2.272360889078625,1.296601116435292,-1.1093157494509343
AR(1) fitted on core,3Q26,3.5688126739634782,2.4921648446512545,-1.292633806119825
AR(1) fitted on core,4Q26,2.7221558317082533,1.602523596101297,-1.3356182124145577
AR(1) fitted on core,1Q27,2.555795710382105,1.0689664378426391,-1.6203852493470672
AR(1) fitted on core,2Q27,2.478439173254498,1.5312558236596083,-1.0807393264024912
AR(1) fitted on core,3Q27,2.4424688109544905,1.4018416675049257,-1.1741831202571662
