target,object,spec_id,window,prior_basis,n,rmse,mae,bias,rmse_naive,ratio_vs_naive,rmse_ar1,ratio_vs_ar1,beats_naive,beats_ar1
nights_yoy,nights_yoy_next_q,funds_raw,W1,PIT,14,5.269282475136308,4.3411544317711925,1.2202625710531778,2.8766590944900514,1.831736852388621,6.673169173887837,0.7896221926689722,False,True
nights_yoy,nights_yoy_next_q,funds_raw,W1,full_sample,14,4.050366789845497,3.4402786473346856,1.2925773895295403,2.8766590944900514,1.4080107015821108,2.769126126336515,1.4626877235108215,False,False
nights_yoy,nights_yoy_next_q,funds_raw,W2,PIT,10,4.080091459416349,3.3387390201296028,-1.0305095848756183,2.159321712148015,1.8895245837905374,3.623924690146273,1.125876448401488,False,False
nights_yoy,nights_yoy_next_q,funds_raw,W2,full_sample,10,3.509532256135585,3.025228598102765,0.018446837175561014,2.159321712148015,1.6252938301835669,2.3964942357908146,1.4644442718542492,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k0.5,W1,PIT,14,5.861384380445328,4.944521173608228,2.013296603057367,2.8766590944900514,2.037566561735527,6.673169173887837,0.8783509345725822,False,True
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k0.5,W1,full_sample,14,4.5239039469503215,3.814669446240388,1.5199087252024237,2.8766590944900514,1.572624283362391,2.769126126336515,1.6336937143904435,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k0.5,W2,PIT,10,5.086632578707845,4.183452458701451,0.07973805993024641,2.159321712148015,2.355662220266311,3.623924690146273,1.4036253547262685,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k0.5,W2,full_sample,10,4.49783292680333,3.8183691112813536,0.605704101828204,2.159321712148015,2.0829841618778744,2.3964942357908146,1.8768386168552993,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k1.0,W1,PIT,14,6.9222424818672526,5.728010879253412,2.7967863087025506,2.8766590944900514,2.4063478690005726,6.673169173887837,1.0373245906838449,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k1.0,W1,full_sample,14,5.33109532687135,4.081901205955285,1.8994874218594435,2.8766590944900514,1.8532245746750187,2.769126126336515,1.925190505469773,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k1.0,W2,PIT,10,6.697767595414682,5.280338046604709,1.1766236478335035,2.159321712148015,3.101792362728565,3.623924690146273,1.848208273650504,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k1.0,W2,full_sample,10,5.7789504103418325,4.486022508321827,1.4320992070380922,2.159321712148015,2.6762804161280545,2.3964942357908146,2.4114184478456915,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k1.5,W1,PIT,14,8.204490763268183,6.480506704986048,3.5492821344351873,2.8766590944900514,2.852090043962127,6.673169173887837,1.2294744145513976,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k1.5,W1,full_sample,14,6.090140489597041,4.354094400335092,2.3650004575039145,2.8766590944900514,2.117088014100137,2.769126126336515,2.19930050555485,False,False
nights_yoy,nights_yoy_next_q,funds_rnpl_scenario_k1.5,W2,PIT,10,8.486153990571127,6.3338322026304,2.230117803859195,2.159321712148015,3.930009105558156,3.623924690146273,2.341702633513777,False,False
