path,commit,git_sha256,disk_sha256,exact_bytes
analysis/src/forecast_methods/quant_thesis_validation_v1/prospective_v1/run.py,4533811d8405403b7f465bda3b69790e4367b2d6,9c583df337902d33a242a0e1bafdfdd749d4468ccb7eb8548da330e1afbabdac,9c583df337902d33a242a0e1bafdfdd749d4468ccb7eb8548da330e1afbabdac,True
analysis/src/forecast_methods/quant_thesis_validation_v1/prospective_v1/test_prospective.py,4533811d8405403b7f465bda3b69790e4367b2d6,8cb8eba781c74ceefd276f0052bb04e5181c751faf94624c2ce538bc80351439,8cb8eba781c74ceefd276f0052bb04e5181c751faf94624c2ce538bc80351439,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/attempt_ledger.json,4533811d8405403b7f465bda3b69790e4367b2d6,796eb98487dac6415e306db84236ea4531add312b219320e8725a67e4c8e3574,796eb98487dac6415e306db84236ea4531add312b219320e8725a67e4c8e3574,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/band_coverage.csv,4533811d8405403b7f465bda3b69790e4367b2d6,c570146150bab44cf8f04d08c918c4e45165627791768d7eb5f068334ca7bbf6,c570146150bab44cf8f04d08c918c4e45165627791768d7eb5f068334ca7bbf6,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/calibration_inputs.csv,4533811d8405403b7f465bda3b69790e4367b2d6,6e3f1af712247f4fc87395350f32601658c9ffa7034459fa4211e8ebe3aa02aa,6e3f1af712247f4fc87395350f32601658c9ffa7034459fa4211e8ebe3aa02aa,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/contribution_cross_moments.csv,4533811d8405403b7f465bda3b69790e4367b2d6,6d9102f735fd7d44dd8b3fbd8e41079f105a4552a498ce407e7a1c4f5cf7b569,6d9102f735fd7d44dd8b3fbd8e41079f105a4552a498ce407e7a1c4f5cf7b569,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/contributions.csv,4533811d8405403b7f465bda3b69790e4367b2d6,0d48daa3c68da48e27edc44c9ad74c7bf5c97807c7cd87d43bafa26924f14f85,0d48daa3c68da48e27edc44c9ad74c7bf5c97807c7cd87d43bafa26924f14f85,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/coverage.csv,4533811d8405403b7f465bda3b69790e4367b2d6,63f38c4cc29c77ff0be67fc54bf3dfb702985840b5b85506c48862bd0ff9bfc5,63f38c4cc29c77ff0be67fc54bf3dfb702985840b5b85506c48862bd0ff9bfc5,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/errors.csv,4533811d8405403b7f465bda3b69790e4367b2d6,ce43b17b97b590c9eda496c2ed9266358954161dfd7b0539d8151bd965039465,ce43b17b97b590c9eda496c2ed9266358954161dfd7b0539d8151bd965039465,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/evaluation_receipt.json,4533811d8405403b7f465bda3b69790e4367b2d6,72afa7f4ce534f2208c1f93786dec59d6a5fdacf9b1c2eff88a764825fbb9247,72afa7f4ce534f2208c1f93786dec59d6a5fdacf9b1c2eff88a764825fbb9247,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/hurdle_checks.csv,4533811d8405403b7f465bda3b69790e4367b2d6,c8d99806b2dbd2ac467113e28dec1f4ef8d061e0779ce3fa738cbaaba0d1da60,c8d99806b2dbd2ac467113e28dec1f4ef8d061e0779ce3fa738cbaaba0d1da60,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/mse_reconciliation.csv,4533811d8405403b7f465bda3b69790e4367b2d6,b3db080d1854455fa4166d3fab71881ab13e489f9334fb189f2a8b007735fd7a,b3db080d1854455fa4166d3fab71881ab13e489f9334fb189f2a8b007735fd7a,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/paired_errors.csv,4533811d8405403b7f465bda3b69790e4367b2d6,605f157e634585d953813f61540ba3ae872fab66532e5b832210162599b8416e,605f157e634585d953813f61540ba3ae872fab66532e5b832210162599b8416e,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/prediction_bands.csv,4533811d8405403b7f465bda3b69790e4367b2d6,8d42445dcaf39a925a1ceff0af881d91747b4528598ba9d533fcacd6bbe61728,8d42445dcaf39a925a1ceff0af881d91747b4528598ba9d533fcacd6bbe61728,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/scores.csv,4533811d8405403b7f465bda3b69790e4367b2d6,942a3a46e653a66cb36a1e2a2e9613f66b653fb57302d154c490189583517341,942a3a46e653a66cb36a1e2a2e9613f66b653fb57302d154c490189583517341,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/verdict.json,4533811d8405403b7f465bda3b69790e4367b2d6,04f6d06b24e51dcea604be403056706d67bc548de1a9d52de12b4160fa3df9db,04f6d06b24e51dcea604be403056706d67bc548de1a9d52de12b4160fa3df9db,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/year_deletion.csv,4533811d8405403b7f465bda3b69790e4367b2d6,5c72872ab77cfd6835ab65fb7af6efe52ad23a4c608b767a8ba0e372d7336dc3,5c72872ab77cfd6835ab65fb7af6efe52ad23a4c608b767a8ba0e372d7336dc3,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/evaluation/year_season_slices.csv,4533811d8405403b7f465bda3b69790e4367b2d6,d818ed88b6333f9c67c339faa99acdd826b7335c231d2260a3832f6f950cf7aa,d818ed88b6333f9c67c339faa99acdd826b7335c231d2260a3832f6f950cf7aa,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/forecast/cushion_inputs.csv,4533811d8405403b7f465bda3b69790e4367b2d6,cfbe1aaee5b3a1b1f603212aa35155a8c47a9076dee8beedd52aef44b43297af,cfbe1aaee5b3a1b1f603212aa35155a8c47a9076dee8beedd52aef44b43297af,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/forecast/exclusions.csv,4533811d8405403b7f465bda3b69790e4367b2d6,9c63caa3b65f4f0c79d36541a780b306a87b6fb33afa7b07b327256b07f99232,9c63caa3b65f4f0c79d36541a780b306a87b6fb33afa7b07b327256b07f99232,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/forecast/forecast_freeze.json,4533811d8405403b7f465bda3b69790e4367b2d6,f305a65ad356a06c6f73f433347aa84f78b302c00905fc51de2416efe1d52823,f305a65ad356a06c6f73f433347aa84f78b302c00905fc51de2416efe1d52823,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/forecast/gbv_inputs.csv,4533811d8405403b7f465bda3b69790e4367b2d6,7cd36c47a7b23fd4fb272f0352e9304b73871063d3c978f1c8bf8f14e1288379,7cd36c47a7b23fd4fb272f0352e9304b73871063d3c978f1c8bf8f14e1288379,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/forecast/guide_inputs.csv,4533811d8405403b7f465bda3b69790e4367b2d6,f6ad23517dc4f3805c197b58c99aa64f4193bdbeb7eb14e4c75bf2fda333f170,f6ad23517dc4f3805c197b58c99aa64f4193bdbeb7eb14e4c75bf2fda333f170,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/forecast/input_manifest.json,4533811d8405403b7f465bda3b69790e4367b2d6,aa7abd2336f10804dd8b4d8dc28c753d15b0e1709f0abfc7c16eccb379347bbe,aa7abd2336f10804dd8b4d8dc28c753d15b0e1709f0abfc7c16eccb379347bbe,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/forecast/lambda_training.csv,4533811d8405403b7f465bda3b69790e4367b2d6,f816eff7cc7c168ee434c52d03ca8d5240bd2989dcb30508ff7226ce1fe3aafb,f816eff7cc7c168ee434c52d03ca8d5240bd2989dcb30508ff7226ce1fe3aafb,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/forecast/panel_inputs.csv,4533811d8405403b7f465bda3b69790e4367b2d6,3d8febb6be0c7d00b329741626f371c2006c3eab4eff48e8263c01189cf095ac,3d8febb6be0c7d00b329741626f371c2006c3eab4eff48e8263c01189cf095ac,True
data/processed/forecast_methods/quant_thesis_validation_v1/prospective_v1/results_v1/forecast/predictions.csv,4533811d8405403b7f465bda3b69790e4367b2d6,cf9e8fca5eb03272b06ac10747b2bca2c1f68983fa9dc72d58aff0570159f53c,cf9e8fca5eb03272b06ac10747b2bca2c1f68983fa9dc72d58aff0570159f53c,True
