window,omitted_quarter,n,omitted_raw_error_musd,omitted_share_of_raw_squared_error,bias_musd,mae_musd,rmse_musd,mse_musd2,population_variance_musd2,sample_sd_musd,refit
W1,2023Q2,11,31.6909075681901,0.0205249605014674,-10.6225058520564,54.53764414562,66.0075868343709,4357.00151969701,4244.16388912004,68.3270098718804,False
W1,2023Q4,11,-82.7058823529401,0.139793112681911,-0.222797677408198,49.8999191651882,61.8583920692947,3826.46066939858,3826.41103059352,64.8772081215959,False
W1,2024Q1,11,27.8232850839099,0.0158208490857428,-10.2709038080309,54.8892461896455,66.1659038439136,4377.92683148202,4272.43536644819,68.5542041241309,False
W1,2024Q2,11,80.4005515456902,0.132108582457188,-15.0506553045564,50.10949469312,62.1340791063323,3860.64378639196,3634.12156129538,63.22605252129,False
W1,2024Q3,11,19.0051700581898,0.00738170179386328,-9.46925698751092,55.6908930101655,66.4489782739851,4415.46671365654,4325.79988576102,68.9810109692307,False
W1,2024Q4,11,-24.8619032154402,0.0126322793026373,-5.48134123536274,55.1584627231427,66.2730001979888,4392.11055524262,4362.06545350413,69.2695604061015,False
W1,2025Q1,11,24.7803455343501,0.0125495366781457,-9.99427293988913,55.1658770577873,66.2757770191143,4392.47861948736,4292.59312789036,68.715736485025,False
W1,2025Q2,11,79.3203295502599,0.128582538760983,-14.9524533049718,50.2076966927046,62.2601694206737,3876.32869629099,3652.75283645363,63.3879177769627,False
W1,2025Q3,11,-119.36116859104,0.291164954409912,3.10950107150997,46.56762041627,56.1525857671788,3153.11288834037,3143.44389142664,58.8029614948882,False
W1,2025Q4,11,-27.1754479117499,0.0150926811939377,-5.27101899024367,54.9481404780237,66.1903765114197,4381.1659427235,4353.38230152799,69.2005818738599,False
W1,2026Q1,11,10.2035788421999,0.00212773739171488,-8.66911233151184,56.4910376661646,66.624604599184,4438.83793799761,4363.68442938124,69.282413874802,False
W1,2026Q2,11,-104.27642291605,0.222221065742497,1.73816055560179,47.9389609321782,58.8200321187787,3459.79617845416,3456.77497633711,61.664029011822,False
W2,2024Q1,9,27.8232850839099,0.0188414786367052,-6.88499634484335,54.37610201833,66.9266750905034,4479.1798386698,4431.7766640013,70.6098346337213,False
W2,2024Q2,9,80.4005515456902,0.157331696965343,-12.7269148405967,48.5341835225766,62.0237454994614,3846.94500578195,3684.97064442215,64.3862716343703,False
W2,2024Q3,9,19.0051700581898,0.00879106904426129,-5.90520578643001,55.3558925767433,67.268580458362,4525.06191688312,4490.19046150303,71.0736538331252,False
W2,2024Q4,9,-24.8619032154402,0.0150441243275635,-1.03108653380446,54.70514444816,67.0560623735384,4496.51550104387,4495.45236160368,71.115286027718,False
W2,2025Q1,9,24.7803455343501,0.0149455838899893,-6.54689195044782,54.7142064127255,67.0594166194652,4496.965357343,4454.10356313216,70.7874742346673,False
W2,2025Q2,9,79.3203295502599,0.153132435812286,-12.6068901744378,48.6542081887356,62.17809462515,3866.1154512141,3707.18177134377,64.5800239451933,False
W2,2025Q3,9,-119.36116859104,0.346756247944705,9.46883184126219,44.2052260730933,54.6093858166749,2982.18501927446,2892.52624283635,57.0446493826625,False
W2,2025Q4,9,-27.1754479117499,0.0179742837280738,-0.774026011992266,54.4480839263478,66.9562450590637,4483.13875240939,4482.53963614215,71.0130768989763,False
W2,2026Q1,9,10.2035788421999,0.0025339802177016,-4.92725120687558,56.3338471562978,67.4805656958602,4553.62674663331,4529.34894217765,71.3828940289609,False
W2,2026Q2,9,-104.27642291605,0.264649099433371,7.79274898848552,45.88130892587,57.9397976492476,3357.02015163576,3296.29321483822,60.8960578912379,False
