month,cpi_lodging_yoy_pct,bea_hotels_price_yoy_pct
2023-01,7.53353853972,8.43451765502
2023-02,6.60918893366,7.43259482122
2023-03,7.19876359221,7.94544631667
2023-04,3.21432458909,3.36194687209
2023-05,3.55577813948,3.70287272508
2023-06,4.61316280367,4.93580298884
2023-07,6.1574916148,6.65999445969
2023-08,3.10767605438,3.04668917534
2023-09,7.4383323032,8.16901914305
2023-10,1.28312908893,0.943623238226
2023-11,0.629816362228,0.249462662604
2023-12,-0.0752874366779,-0.552185343691
2024-01,0.730918777255,0.653125975681
2024-02,-0.585949872252,-0.827719917477
2024-03,-1.8881428542,-2.45918161661
2024-04,-0.214083081109,-0.551429120471
2024-05,-1.16068190062,-1.69920282257
2024-06,-2.12773745529,-2.88252599204
2024-07,-1.96907535198,-2.70107238606
2024-08,1.93599879202,1.8595523588
2024-09,-2.70438475378,-3.46642317589
2024-10,-0.211234257195,-0.600214544773
2024-11,3.41190399311,3.61552635658
2024-12,2.22641996836,2.26207179768
2025-01,2.1720470237,1.88965551932
2025-02,1.88078119856,1.70351061874
2025-03,-2.58049279698,-3.73796238892
2025-04,-1.36493341788,-2.35068764755
2025-05,-0.874883659088,-1.74042596418
2025-06,-2.4363269166,-3.66427717012
2025-07,-3.35074000631,-4.84432045188
2025-08,-2.41609531065,-3.73608093427
2025-09,0.00107505496219,-0.82635389616
2025-10,,-1.86633319915
2025-11,-4.15278934221,-5.41562445466
2025-12,-0.920237324363,-2.27059768422
2026-01,-1.8894901351,-4.31727485909
2026-02,-1.0642733546,-3.43292287219
2026-03,2.50985842653,1.17987514276
2026-04,4.43433677815,4.26134163863
2026-05,5.02682691276,4.87611564837
2026-06,4.70628179643,5.74121220242
2026-07,2.82595230722,3.55080988146
