Date,Open,High,Low,Close,Volume
2026-09-02 00:00:00-04:00,183.27999877929688,183.55999755859375,180.16000366210938,183.25999450683594,3412100
2026-09-03 00:00:00-04:00,184.2550048828125,187.36000061035156,183.67999267578125,185.25,4976200
2026-09-04 00:00:00-04:00,183.14999389648438,184.50999450683594,181.16000366210938,181.94000244140625,3405400
2026-09-08 00:00:00-04:00,181.63499450683594,182.7899932861328,173.0330047607422,174.5399932861328,7042700
2026-09-09 00:00:00-04:00,172.97500610351562,174.39999389648438,168.89999389648438,169.6300048828125,4893900
2026-09-10 00:00:00-04:00,167.7899932861328,170.1300048828125,165.8300018310547,167.64999389648438,3954400
2026-09-11 00:00:00-04:00,170.02999877929688,170.42999267578125,167.64999389648438,170.19000244140625,2801000
2026-09-14 00:00:00-04:00,170.47000122070312,173.50999450683594,168.64999389648438,170.64999389648438,2860200
2026-09-15 00:00:00-04:00,168.875,169.77000427246094,166.6300048828125,168.32000732421875,2425000
2026-09-16 00:00:00-04:00,167.48500061035156,170.52999877929688,166.60000610351562,167.50999450683594,3167700
