quarter,baseline_last_q,last_q_plus_term__entire_home_premium,last_q_plus_beta_x_dterm__entire_home_premium,last_q_plus_term__equal_weighted_share,last_q_plus_beta_x_dterm__equal_weighted_share,last_q_plus_term__full_scope_premium,last_q_plus_beta_x_dterm__full_scope_premium,last_q_plus_term__global_pooled_premium,last_q_plus_beta_x_dterm__global_pooled_premium,last_q_plus_term__l30d_weighted_premium,last_q_plus_beta_x_dterm__l30d_weighted_premium,last_q_plus_term__primary,last_q_plus_beta_x_dterm__primary,last_q_plus_term__vintage_matched_only_share,last_q_plus_beta_x_dterm__vintage_matched_only_share,last_q_plus_term__wedge_corrected_share,last_q_plus_beta_x_dterm__wedge_corrected_share,actual_exfx_pp,actual_residual_pp
1Q24,0.6352924145842235,0.5248322070246376,0.6352924145842235,0.5512499220323802,0.6352924145842235,0.5138415395876745,0.6352924145842235,0.4689131724173459,0.6352924145842235,0.6250681607719561,0.6352924145842235,0.5138415395876745,0.6352924145842235,,0.6352924145842235,0.5316829939002387,0.6352924145842235,2.0,2.2557752082862383
2Q24,2.078504407623143,2.0457693471179086,2.4493245412049878,2.032031024372417,2.8515790395761274,2.0372279228926176,2.5466308598957696,2.104463754835797,2.0659972209558024,2.103591348761693,2.104513581305277,2.0372279228926176,2.5466308598957696,,2.078504407623143,2.040830769447421,2.60314482365723,3.0,3.234375616562978
3Q24,3.208291827018395,3.1796753338616703,3.564981413427042,3.1745083307416633,3.8207626520653726,3.169894208124506,3.68472220481956,3.265080718941714,3.2755768535813594,3.234092342697121,3.3907670534282177,3.169894208124506,3.68472220481956,,3.208291827018395,3.299161707497178,1.822023458117685,2.0,2.083188605444465
4Q24,1.3800483197447164,1.3674431760151882,1.5245985971438407,1.4048044423445631,0.9927990222163193,1.3654332997548138,1.5472218620035532,1.380934454644147,1.3798304095818448,1.4126949835442375,1.4521752078132266,1.3654332997548138,1.5472218620035532,,1.3800483197447164,1.4052834261617453,1.059469926146111,2.0,2.760245101599631
1Q25,1.7071452466083235,1.71699536128757,1.595057520121547,1.6891591021218082,1.9278913283736736,1.7293260755064286,1.463871656440643,1.734555574554713,1.7124170733846056,1.7289253350814675,1.8179310266593407,1.7293260755064286,1.463871656440643,,1.7071452466083235,1.688854603672647,1.9154489202553187,1.0,2.231373644528559
2Q25,1.5040246927504572,1.5518306290391384,0.9519332612970556,1.5376525606137093,1.1032117843049174,1.556880028212608,0.9316167523362878,1.5085086279600524,1.5036734811637043,1.5143347449161755,1.5466449349770244,1.556880028212608,0.9316167523362878,,1.5040246927504572,1.5678455031400267,0.8067626646026871,1.0,1.905622741315353
3Q25,1.2616053406535706,1.380827346805321,0.030660544558776204,1.3537184604279109,0.23643007342202704,1.3595918932226225,0.34638406863989624,1.3452450901439914,1.2501812936283998,1.3454881627662463,1.600995469932903,1.3699827657527026,0.2493304697023253,,1.2616053406535706,1.2397380895117025,1.4754574760163894,2.0,2.8222911901990337
4Q25,2.3017517976147643,2.2142972117126725,2.559343858513186,2.205657945330863,2.6326922402118327,2.220869482176295,2.59159480619574,2.2249113225539734,2.237983058188189,2.213846486079423,1.6101601299182289,2.210478609646215,2.585482460537324,2.2078314704782454,2.3017517976147643,2.199256537399712,3.378772000279602,3.0,3.69881318212152
1Q26,3.615937140810133,3.5643597410626326,3.83481410591758,3.5776709266904665,3.809748017659363,3.548233671489343,3.9375117695702153,3.5823549332212816,3.6015547553235714,3.592765703859582,3.5918909239211687,3.5739444342177427,3.797705299073582,3.570986333532731,3.615937140810133,3.5740897126895383,4.0380547670690214,4.0,4.380588950682848
2Q26,3.8289754835678207,3.8655405372033345,3.657483611991577,3.849094511145645,3.718173950112349,3.858594556211191,3.6745482923699684,3.8299109058831617,3.829344191646688,3.841243732922347,3.8328135003353685,3.86336189857831,3.6678852978262872,3.8536177976617454,3.8289754835678207,3.845343299268518,3.659765486493897,4.0,4.84932637648649
