region,quarter,price_basis,scope,n_markets,markets,variant,n_new,n_old,median_new,median_old,mean_new,mean_old,raw_median_premium_pct,raw_mean_premium_pct,raw_logmean_premium_pct,hedonic_premium_logpts,hedonic_se,hedonic_premium_l30d_weighted_logpts,hedonic_se_l30d_weighted,n_weighted_new,n_weighted_old
NAM,1Q25,listed_nightly,all_scope,5,austin;chicago;los-angeles;nashville;san-diego,all_rooms,14976,41449,156.0,154.0,211.6977831196581,217.4372361214987,1.298701298701288,-2.6395906718725604,-1.3067513019379362,-6.503449320541903,0.4486390930281297,-0.9222183592102848,1.0287030483974418,8206,16683
NAM,1Q25,listed_nightly,full_scope_only,5,austin;chicago;los-angeles;nashville;san-diego,all_rooms,14976,41449,156.0,154.0,211.6977831196581,217.4372361214987,1.298701298701288,-2.6395906718725604,-1.3067513019379362,-6.503449320541903,0.4486390930281297,-0.9222183592102848,1.0287030483974418,8206,16683
NAM,1Q25,listed_nightly,all_scope,5,austin;chicago;los-angeles;nashville;san-diego,entire_home,12426,34143,174.0,175.0,233.0428134556575,243.4058811469408,-0.5714285714285672,-4.257525595705413,-2.4428717130327904,-6.6380575742377355,0.4830881610510153,-2.3969426517980224,0.7853614622012466,7189,14684
NAM,1Q25,listed_nightly,full_scope_only,5,austin;chicago;los-angeles;nashville;san-diego,entire_home,12426,34143,174.0,175.0,233.0428134556575,243.4058811469408,-0.5714285714285672,-4.257525595705413,-2.4428717130327904,-6.6380575742377355,0.4830881610510153,-2.3969426517980224,0.7853614622012466,7189,14684
NAM,1Q26,quote_per_night,all_scope,4,austin;los-angeles;new-orleans;new-york-city,all_rooms,11837,43122,234.0,190.58,297.9757328715046,260.2940209173971,22.783083219645285,14.476595283018634,14.63449629189757,4.1574695816411085,0.5513447401776095,0.7840376360362689,0.8746642005706854,6595,15712
NAM,1Q26,quote_per_night,all_scope,4,austin;los-angeles;new-orleans;new-york-city,entire_home,8791,31427,272.0,226.65,342.433711750654,302.6806895344767,20.008824178248407,13.133649945530902,14.718615297530668,3.9338753684347423,0.5902398899410661,-0.08562068127569673,0.800510912054567,5202,12576
NAM,2Q24,listed_nightly,all_scope,2,austin;nashville,all_rooms,4525,10758,151.0,158.0,200.9675138121547,216.03522959657928,-4.430379746835444,-6.974656778230937,-6.7708061229931005,-9.543842696691343,0.8744705994433734,-0.05236890777030479,1.5027964529555942,2958,6238
NAM,2Q24,listed_nightly,full_scope_only,2,austin;nashville,all_rooms,4525,10758,151.0,158.0,200.9675138121547,216.03522959657928,-4.430379746835444,-6.974656778230937,-6.7708061229931005,-9.543842696691343,0.8744705994433734,-0.05236890777030479,1.5027964529555942,2958,6238
NAM,2Q24,listed_nightly,all_scope,2,austin;nashville,entire_home,4052,9688,164.0,170.0,213.61031589338597,229.21624690338564,-3.529411764705881,-6.80838780881774,-6.171117812272087,-9.81565301462718,0.9217202634549201,-1.1660943306566656,1.417474028476985,2746,5858
NAM,2Q24,listed_nightly,full_scope_only,2,austin;nashville,entire_home,4052,9688,164.0,170.0,213.61031589338597,229.21624690338564,-3.529411764705881,-6.80838780881774,-6.171117812272087,-9.81565301462718,0.9217202634549201,-1.1660943306566656,1.417474028476985,2746,5858
NAM,2Q25,listed_nightly,all_scope,6,austin;chicago;los-angeles;nashville;new-orleans;san-diego,all_rooms,16132,46330,158.0,157.0,215.56273245722787,222.28916468810706,0.6369426751592355,-3.0259829534727944,-1.8076824080061726,-6.029117512054063,0.4269672993312822,-1.6691292788351206,0.7867333591029282,10038,22830
NAM,2Q25,listed_nightly,full_scope_only,6,austin;chicago;los-angeles;nashville;new-orleans;san-diego,all_rooms,16132,46330,158.0,157.0,215.56273245722787,222.28916468810706,0.6369426751592355,-3.0259829534727944,-1.8076824080061726,-6.029117512054063,0.4269672993312822,-1.6691292788351206,0.7867333591029282,10038,22830
NAM,2Q25,listed_nightly,all_scope,6,austin;chicago;los-angeles;nashville;new-orleans;san-diego,entire_home,13603,38655,177.0,177.0,237.37175623024334,246.93136722286897,0.0,-3.871363569617936,-2.128892000758409,-5.640731375340162,0.4524097079841393,-2.8821857053933733,0.686430906491106,8805,20052
NAM,2Q25,listed_nightly,full_scope_only,6,austin;chicago;los-angeles;nashville;new-orleans;san-diego,entire_home,13603,38655,177.0,177.0,237.37175623024334,246.93136722286897,0.0,-3.871363569617936,-2.128892000758409,-5.640731375340162,0.4524097079841393,-2.8821857053933733,0.686430906491106,8805,20052
NAM,2Q26,quote_per_night,all_scope,7,austin;chicago;los-angeles;nashville;new-orleans;new-york-city;san-diego,all_rooms,50630,184364,257.0,218.0,327.0101220620186,294.5084364084094,17.889908256880727,11.035909887667007,11.901806022024886,2.9576016186220704,0.26299496545938694,0.597558813137839,0.3861025232461114,30204,83157
NAM,2Q26,quote_per_night,full_scope_only,7,austin;chicago;los-angeles;nashville;new-orleans;new-york-city;san-diego,all_rooms,17292,63844,262.485,217.0,340.5641053666435,301.0052792744815,20.960829493087573,13.142236637015593,13.58031371079873,4.096204793811076,0.457558984817981,2.611962812736363,0.6264604984023383,10246,28268
NAM,2Q26,quote_per_night,all_scope,7,austin;chicago;los-angeles;nashville;new-orleans;new-york-city;san-diego,entire_home,39523,141066,291.5,253.33,367.50563064544696,335.468487729148,15.067303517151531,9.549970887925907,11.439767789900124,2.9194426188420173,0.27566441269728326,0.16686670034146567,0.367063251510959,25062,69098
NAM,2Q26,quote_per_night,full_scope_only,7,austin;chicago;los-angeles;nashville;new-orleans;new-york-city;san-diego,entire_home,13576,49372,300.0,254.0,385.35838170300536,344.30680912257964,18.11023622047243,11.922962745070365,13.563439190102144,4.113901464425785,0.48440428510489525,1.5910344453832888,0.6245441374419,8509,23624
NAM,3Q24,listed_nightly,all_scope,2,austin;nashville,all_rooms,4303,11002,146.0,155.0,190.36091099233093,209.76949645518997,-5.8064516129032295,-9.25233925372224,-8.31192730379744,-10.75889095427982,0.8914539715076605,-2.6200545789254424,1.422268577356056,2567,5686
NAM,3Q24,listed_nightly,full_scope_only,2,austin;nashville,all_rooms,4303,11002,146.0,155.0,190.36091099233093,209.76949645518997,-5.8064516129032295,-9.25233925372224,-8.31192730379744,-10.75889095427982,0.8914539715076605,-2.6200545789254424,1.422268577356056,2567,5686
NAM,3Q24,listed_nightly,all_scope,2,austin;nashville,entire_home,3857,9887,155.0,166.0,201.15478351050038,223.01810458177405,-6.62650602409639,-9.803383950497635,-8.936010852793697,-11.46494465292629,0.9415453304533528,-2.6651853794310374,1.4660491205779522,2386,5312
NAM,3Q24,listed_nightly,full_scope_only,2,austin;nashville,entire_home,3857,9887,155.0,166.0,201.15478351050038,223.01810458177405,-6.62650602409639,-9.803383950497635,-8.936010852793697,-11.46494465292629,0.9415453304533528,-2.6651853794310374,1.4660491205779522,2386,5312
NAM,3Q25,listed_nightly,all_scope,6,austin;chicago;los-angeles;nashville;new-orleans;san-diego,all_rooms,15700,46753,152.0,149.0,202.83929936305734,208.03813659016535,2.0134228187919545,-2.498982788597892,-1.085141771898801,-6.525755932457959,0.43572424699636747,-1.9041877466509052,0.8099629281785892,9568,22077
NAM,3Q25,listed_nightly,full_scope_only,5,chicago;los-angeles;nashville;new-orleans;san-diego,all_rooms,13451,40270,158.0,151.0,208.49513047357073,209.9288800595977,4.635761589403975,-0.6829691968155749,1.1396037166413464,-5.153140575863467,0.465230925480728,-0.8328988840337105,0.8716926967393231,8275,19348
NAM,3Q25,listed_nightly,all_scope,6,austin;chicago;los-angeles;nashville;new-orleans;san-diego,entire_home,13271,39200,169.0,167.0,222.0131866475774,229.76426020408164,1.1976047904191711,-3.373489658321771,-1.358305831636919,-6.598941437514048,0.4603348881045876,-3.7754077300044466,0.7061649610218385,8376,19440
