market_key,region,quarter,construction,dump_cur,lag_cur,dump_prev,lag_prev,n_reviews_cur,n_new_cur,n_reviews_prev,n_new_prev,share_new_cur_pct,share_new_prev_pct,d_share_pp,d_share_wedge_corrected_pp,to_date,months_cur
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,1Q23,within_vintage_deep,2025-08-29,29,2025-08-29,41,36647,17037,15512,3642,46.489,23.479,23.011,23.011,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2Q23,within_vintage_deep,2025-08-29,26,2025-08-29,38,43127,21575,20776,6259,50.027,30.126,19.901,19.901,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,3Q23,within_vintage_deep,2025-08-29,23,2025-08-29,35,55079,28816,26811,10171,52.318,37.936,14.382,14.382,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,4Q23,within_vintage_deep,2025-08-29,20,2025-08-29,32,68397,35298,37758,16387,51.608,43.4,8.207,8.207,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,1Q24,within_vintage_deep,2025-08-29,17,2025-08-29,29,60435,29883,36647,17037,49.447,46.489,2.957,2.957,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2Q24,within_vintage_deep,2025-08-29,14,2025-08-29,26,49996,23541,43127,21575,47.086,50.027,-2.941,-2.941,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,3Q24,mixed_lag,2025-08-29,11,2025-08-29,23,63492,27104,55079,28816,42.689,52.318,-9.629,-11.327,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,4Q24,mixed_lag,2025-08-29,8,2025-08-29,20,79845,29481,68397,35298,36.923,51.608,-14.685,-16.383,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,1Q25,mixed_lag,2025-08-29,5,2025-08-29,17,73650,23089,60435,29883,31.35,49.447,-18.097,-19.795,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2Q25,mixed_lag,2025-08-29,2,2025-08-29,14,77915,23575,49996,23541,30.257,47.086,-16.828,-18.526,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,3Q25,vintage_matched,2026-07-24,10,2025-08-29,11,80515,22484,63492,27104,27.925,42.689,-14.764,-14.764,False,3
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,4Q25,vintage_matched,2026-07-24,7,2025-08-29,8,100262,26968,79845,29481,26.898,36.923,-10.025,-10.025,False,3
