variant,quarter,region,premium_logpts,premium_basis,premium_source,d_share_pp,share_construction,n_share_markets,term_pp,weight,regions_covered
entire_home_premium,1Q23,APAC,0.997671486472258,listed_nightly,carried_back_from_4Q24,5.396813761269273,within_vintage_deep,17,0.053842472074194535,14.9,
entire_home_premium,2Q23,APAC,0.997671486472258,listed_nightly,carried_back_from_4Q24,6.965244363401347,within_vintage_deep,17,0.06949025697677137,14.9,
entire_home_premium,3Q23,APAC,0.997671486472258,listed_nightly,carried_back_from_4Q24,8.053521106770207,within_vintage_deep,17,0.08034768373927136,14.9,
entire_home_premium,4Q23,APAC,0.997671486472258,listed_nightly,carried_back_from_4Q24,6.618715279787654,within_vintage_deep,17,0.06603303511722396,14.9,
entire_home_premium,1Q24,APAC,0.997671486472258,listed_nightly,carried_back_from_4Q24,4.709662990829694,within_vintage_deep,17,0.046986964768444404,14.9,
entire_home_premium,2Q24,APAC,0.997671486472258,listed_nightly,carried_back_from_4Q24,3.916069904301528,within_vintage_deep,17,0.039069512825537785,14.9,
entire_home_premium,3Q24,APAC,0.997671486472258,listed_nightly,carried_back_from_4Q24,1.6840201343872596,mixed_lag,17,0.01680098870723349,14.9,
entire_home_premium,4Q24,APAC,0.997671486472258,listed_nightly,measured,0.0746979629769106,mixed_lag,17,0.0007452402775962409,14.9,
entire_home_premium,1Q25,APAC,-1.4576210650527397,listed_nightly,measured,-0.9925656893472744,mixed_lag,17,0.014467846572411808,14.9,
entire_home_premium,2Q25,APAC,-1.2624646241149342,listed_nightly,measured,-0.4725260921834229,mixed_lag,17,0.005965474753528437,14.9,
entire_home_premium,3Q25,APAC,-2.511328261209712,listed_nightly,measured,-1.8307280472860232,vintage_matched,17,0.0459755908373866,14.9,
entire_home_premium,4Q25,APAC,1.4978430886419782,listed_nightly,carried_from_4Q25,-1.3586999541233102,vintage_matched,17,-0.02035119335821773,14.9,
entire_home_premium,1Q26,APAC,-0.4104245719771122,quote_per_night,measured,-0.9435552384729596,vintage_matched,17,0.003872582548870264,14.9,
entire_home_premium,2Q26,APAC,-0.6452225664169374,quote_per_night,measured,-1.031807292996978,vintage_matched,17,0.006657453496352231,14.9,
entire_home_premium,3Q26,APAC,0.7701595414914958,quote_per_night,measured,-2.0464808321870365,vintage_matched,17,-0.015761167393883026,14.9,
entire_home_premium,1Q23,EMEA,8.31096014026726,listed_nightly,measured,3.258156426268405,within_vintage_deep,57,0.2707840818947234,36.8,
entire_home_premium,2Q23,EMEA,13.330702122962611,listed_nightly,measured,2.0059398511639515,within_vintage_deep,57,0.26740586632446595,36.8,
entire_home_premium,3Q23,EMEA,7.765970799173042,listed_nightly,measured,1.2438632371603695,within_vintage_deep,57,0.09659805577952281,36.8,
entire_home_premium,4Q23,EMEA,6.77456438500079,listed_nightly,measured,2.1626777089846563,within_vintage_deep,57,0.14651199383522556,36.8,
entire_home_premium,1Q24,EMEA,-5.326942798944009,listed_nightly,measured,2.5993173874519657,within_vintage_deep,57,-0.13846415039257204,36.8,
entire_home_premium,2Q24,EMEA,-5.733524673578407,listed_nightly,measured,1.6816318591879598,within_vintage_deep,57,-0.09641677756529697,36.8,
entire_home_premium,3Q24,EMEA,-7.855294651256411,listed_nightly,measured,1.082740274936128,mixed_lag;within_vintage_deep,57,-0.08505243890405662,36.8,
entire_home_premium,4Q24,EMEA,-6.772056630656947,listed_nightly,measured,1.050226634675111,mixed_lag;within_vintage_deep,57,-0.07112194245044118,36.8,
entire_home_premium,1Q25,EMEA,-8.097128782386104,listed_nightly,measured,0.2654029303375327,mixed_lag;within_vintage_deep,57,-0.0214900170616565,36.8,
entire_home_premium,2Q25,EMEA,-8.316504238337053,listed_nightly,measured,-0.8532233699833691,mixed_lag,57,0.07095835772714913,36.8,
entire_home_premium,3Q25,EMEA,-9.95863240250823,listed_nightly,measured,-2.8091754540901404,mixed_lag;vintage_matched,57,0.2797554570143284,36.8,
entire_home_premium,4Q25,EMEA,-9.95863240250823,listed_nightly,carried_from_3Q25,-2.406435748100794,mixed_lag;vintage_matched,57,0.23964809015590696,36.8,
entire_home_premium,1Q26,EMEA,-7.697921225520214,quote_per_night,measured,-2.1562985270816126,mixed_lag;vintage_matched,57,0.1659901620017952,36.8,
entire_home_premium,2Q26,EMEA,-5.504827622161082,quote_per_night,measured,-3.9874348682572234,vintage_matched,57,0.21950141604350598,36.8,
entire_home_premium,3Q26,EMEA,-6.013147688493778,quote_per_night,measured,-3.771901779742057,vintage_matched,56,0.22681002468081515,36.8,
entire_home_premium,1Q23,GLOBAL_NW,,listed_nightly,carried_back;measured,4.183748397217599,within_vintage_deep,123,0.09979632363144472,100.1,4.0
entire_home_premium,2Q23,GLOBAL_NW,,listed_nightly,carried_back;measured,3.380146358838932,within_vintage_deep,123,0.1525184323132888,100.1,4.0
entire_home_premium,3Q23,GLOBAL_NW,,listed_nightly,carried_back;measured,2.5137467748067786,within_vintage_deep,123,0.13408303715022651,100.1,4.0
entire_home_premium,4Q23,GLOBAL_NW,,listed_nightly,carried_back;measured,1.7441150291571754,within_vintage_deep,123,0.18379113076278047,100.1,4.0
entire_home_premium,1Q24,GLOBAL_NW,,listed_nightly,carried_back;measured,1.0629169083580816,within_vintage_deep,123,0.07333092320319462,100.1,4.0
entire_home_premium,2Q24,GLOBAL_NW,,listed_nightly,carried_back;measured,0.528108349474331,within_vintage_deep,123,0.040595862697960367,100.1,4.0
entire_home_premium,3Q24,GLOBAL_NW,,listed_nightly,carried_back;measured,-0.20870192267401405,mixed_lag;within_vintage_deep,123,0.011979369541235428,100.1,4.0
entire_home_premium,4Q24,GLOBAL_NW,,listed_nightly,measured,-0.38120603645527634,mixed_lag;within_vintage_deep,123,-0.0006257741882926435,100.1,4.0
