window,event_date,next_event_date,guided_quarter,q_plus_2,prior_basis,weight,k_q1_musd,k_q2_musd,revenue_q2_musd,s1_pct,s2_pct,revision_pct,last_revision_pct,q1_unavailable_reason,consensus_unavailable_reason,q2_consensus_unavailable_reason,c_pre_value,c_pre_vendor,c_pre_as_of_timestamp,c_pre_register_id,c_next_value,c_next_vendor,c_next_as_of_timestamp,c_next_register_id,c_q2_value,c_q2_vendor,c_q2_as_of_timestamp,c_q2_register_id,fy_period,fy_anchor_musd,fy_kernel_musd,t_pct,t_low_anchor_pct,t_high_anchor_pct,fy_bucket_mid_pct,fy_bucket_stamp,fy_bucket_change,excess_open_1d_pct,excess_open_5d_pct,excess_open_20d_pct,excess_open_60d_pct,hit
W1,2023-05-09,2023-08-03,2023Q2,2023Q3,PIT,0.6666666666666666,2435.665270113213,,,0.6473252112897843,,0.0,5.9171597633136175,,,No pre-guide q+2 consensus at origin,2420.0,Refinitiv,2023-05-09,PG-2023Q2-revenue,2420.0,Refinitiv,2023-08-03,AP-2023Q2-revenue,,,,,FY2023,,,,,,,,,2.725809149277625,-4.979797493899863,-1.5214077445124374,12.816622543849498,0
W1,2023-11-01,2024-02-13,2023Q4,2024Q1,PIT,0.6666666666666666,2141.4449187070622,2540.371929672193,2607.408438132836,-1.768581710685213,,-0.4587155963302725,4.658385093167694,,,No pre-guide q+2 consensus at origin,2180.0,LSEG,2023-11-01,PG-2023Q4-revenue,2170.0,LSEG,2024-02-13,AP-2023Q4-revenue,,,,,FY2023,,,,,,,,,-6.247511500951341,-7.112035495497182,-4.421988877518124,4.346215417328072,1
W1,2024-02-13,2024-05-08,2024Q1,2024Q2,PIT,0.6666666666666666,2051.9043840507834,2300.0458117836733,2358.3625292434263,1.0790336970829317,,1.4778325123152802,-0.4587155963302725,,,No pre-guide q+2 consensus at origin,2030.0,LSEG,2024-02-13,PG-2024Q1-revenue,2060.0,LSEG,2024-05-08,AP-2024Q1-revenue,,,,,FY2024,,,,,,,,,0.941245854371231,3.417401072963966,10.641186353226818,-1.6542097673369005,1
W1,2024-11-07,2025-02-13,2024Q4,2025Q1,PIT,0.6666666666666666,2374.4305133170524,2735.4072172120104,2803.9500965145166,-1.8830366397912246,,0.0,,,,No pre-guide q+2 consensus at origin,2420.0,LSEG,2024-11-07,PG-2024Q4-revenue,2420.0,LSEG,2025-02-13,AP-2024Q4-revenue,,,,,FY2024,,,,,,,,,-0.2589669208823864,0.7662007810902871,-0.9489286188417934,-4.787178721348706,0
W1,2025-02-13,2025-05-01,2025Q1,2025Q2,PIT,0.6666666666666666,2328.4784046689074,2533.7648612370367,2591.2845019792826,1.2381915073437888,,-1.7391304347826098,0.0,,,No pre-guide q+2 consensus at origin,2300.0,LSEG,2025-02-13,PG-2025Q1-revenue,2260.0,LSEG,2025-05-01,AP-2025Q1-revenue,,,,,FY2025,,,,,,,,,1.64582521508565,-5.806171958135731,-11.818581258233609,-9.902664858195486,0
W1,2025-05-01,2025-08-06,2025Q2,2025Q3,PIT,0.6666666666666666,2971.98587101811,4431.644865053197,4522.371636152557,-2.2373068744042657,,0.0,-1.7391304347826098,,,No pre-guide q+2 consensus at origin,3040.0,LSEG,2025-05-01,PG-2025Q2-revenue,3040.0,LSEG,2025-08-06,AP-2025Q2-revenue,,,,,FY2025,,,,,,,,,2.96451468244312,4.008608829106253,-0.1706675855759787,-3.5930983275675548,0
W1,2025-11-06,2026-02-12,2025Q4,2026Q1,PIT,0.6666666666666666,2711.2967713197595,3072.8935687665967,3133.1033892362107,1.5466955550471617,,1.8726591760299671,0.7407407407407307,,,No pre-guide q+2 consensus at origin,2670.0,LSEG,2025-11-06,PG-2025Q4-revenue,2720.0,LSEG,2026-02-12,AP-2025Q4-revenue,,,,,FY2025,,,,,,,,,-3.912517951553052,-3.4452152253612867,-3.758865912314402,-0.2843714057007784,1
W1,2026-02-12,2026-05-07,2026Q1,2026Q2,PIT,0.6666666666666666,2649.170508020707,2965.922254294566,3024.0360947064178,4.710296759711752,,3.5573122529644285,1.8726591760299671,,,No pre-guide q+2 consensus at origin,2530.0,LSEG,2026-02-12,PG-2026Q1-revenue,2620.0,LSEG,2026-05-07,AP-2026Q1-revenue,,,,,FY2026,13587.510000000002,12488.092762315271,-8.091381258852648,-7.255848361205841,-8.911993926184314,11.0,2026-02-12,1.0,-4.292749612505708,-0.2688708489249292,0.9870705320312424,-10.42661667576845,1
W1,2026-05-07,2026-08-06,2026Q2,2026Q3,PIT,0.6666666666666666,3537.7603445991504,5429.819472424614,5536.210549206464,2.2474088034436512,,3.4682080924855585,3.5573122529644285,,,No pre-guide q+2 consensus at origin,3460.0,LSEG,2026-05-07,PG-2026Q2-revenue,3580.0,LSEG,2026-08-06,AP-2026Q2-revenue,,,,,FY2026,13954.740000000002,14423.579817023763,3.359717322026512,5.205426559919846,1.5776532302674615,14.0,2026-05-07,1.0,0.8203044214498911,-6.064235937672957,-4.053833627341962,5.1204039860381245,1
W2,2024-02-13,2024-05-08,2024Q1,2024Q2,PIT,0.6666666666666666,2051.9043840507834,2300.0458117836733,2358.3625292434263,1.0790336970829317,,1.4778325123152802,-0.4587155963302725,,,No pre-guide q+2 consensus at origin,2030.0,LSEG,2024-02-13,PG-2024Q1-revenue,2060.0,LSEG,2024-05-08,AP-2024Q1-revenue,,,,,FY2024,,,,,,,,,0.941245854371231,3.417401072963966,10.641186353226818,-1.6542097673369005,1
