prior_basis,weight,window,threshold_pp,horizon,n,mean_pp,sd_pp,iid_t95_lo_pp,iid_t95_hi_pp,iid_mde80_standardized,iid_mde80_pp,leave_one_out_positive,leave_one_out_negative,leave_one_out_min_pp,leave_one_out_max_pp
PIT,0.33,W1,0.5,1,9,-1.349417190745366,2.1758257387339315,-3.021904907746734,0.3230705262560021,0.9089478795453391,1.9777121914823779,0,9,-1.7238224914742433,-0.9815006380253234
PIT,0.33,W1,0.5,5,9,0.6978188576532109,4.2712239839586355,-2.5853345321440644,3.9809722474504863,0.9089478795453391,3.882319983282397,9,0,0.02701672265074262,1.5108177096268287
PIT,0.33,W1,0.5,20,9,1.1420875528217183,6.245604425262087,-3.658708991012885,5.9428840966563214,0.9089478795453391,5.67692889882096,8,1,-0.0452997972289193,2.7621711542036342
PIT,0.33,W1,0.5,60,9,-3.086355075552474,8.120354387812412,-9.328212008092045,3.1555018569870983,0.9089478795453391,7.380978901958782,0,9,-5.146660641985011,-1.8700716420153456
PIT,0.33,W1,1.0,1,9,-1.349417190745366,2.1758257387339315,-3.021904907746734,0.3230705262560021,0.9089478795453391,1.9777121914823779,0,9,-1.7238224914742433,-0.9815006380253234
PIT,0.33,W1,1.0,5,9,0.6978188576532109,4.2712239839586355,-2.5853345321440644,3.9809722474504863,0.9089478795453391,3.882319983282397,9,0,0.02701672265074262,1.5108177096268287
PIT,0.33,W1,1.0,20,9,1.1420875528217183,6.245604425262087,-3.658708991012885,5.9428840966563214,0.9089478795453391,5.67692889882096,8,1,-0.0452997972289193,2.7621711542036342
PIT,0.33,W1,1.0,60,9,-3.086355075552474,8.120354387812412,-9.328212008092045,3.1555018569870983,0.9089478795453391,7.380978901958782,0,9,-5.146660641985011,-1.8700716420153456
PIT,0.33,W1,1.5,1,8,-1.5348848932247514,2.248716008842182,-3.4148585234204782,0.3450887369709752,0.9781560855355952,2.1995952486902954,0,8,-1.9892720515548088,-1.1409042190417575
PIT,0.33,W1,1.5,5,8,0.5416189023005406,4.5385672360557505,-3.2527182612651986,4.33595606586628,0.9781560855355952,4.439427161560398,6,2,-0.24732638846694752,1.4484461680771508
PIT,0.33,W1,1.5,20,8,0.8445391197317893,6.608285622203596,-4.68012591653523,6.369204155998808,0.9781560855355952,6.463934796315824,7,1,-0.5549819136246433,2.653556316583989
PIT,0.33,W1,1.5,60,8,-2.9019626816767325,8.660857785916805,-10.14262098996276,4.3386956266092955,0.9781560855355952,8.471670749252864,0,8,-5.230255844188812,-1.4855827013663376
PIT,0.33,W2,0.5,1,8,-1.1773681959288338,2.259661146728647,-3.066492190387767,0.7117557985300995,0.9781560855355952,2.2103013019209676,0,8,-1.5806815403594743,-0.7323137078464231
PIT,0.33,W2,0.5,5,8,0.1625715281223794,4.231169644060206,-3.3747748172764904,3.6999178735212492,0.9781560855355952,4.138744336270968,4,4,-0.6805233875277031,1.0152491690163952
PIT,0.33,W2,0.5,20,8,1.0946725288603782,6.675100082834763,-4.485850794361701,6.675195852082458,0.9781560855355952,6.529289767583979,7,1,-0.2691151603348274,2.939423069873805
PIT,0.33,W2,0.5,60,8,-1.8700716420153454,7.75525973534957,-8.353631033440083,4.613487749409392,0.9781560855355952,7.585854505041351,0,8,-4.0509517988615125,-0.6477080657649018
PIT,0.33,W2,1.0,1,8,-1.1773681959288338,2.259661146728647,-3.066492190387767,0.7117557985300995,0.9781560855355952,2.2103013019209676,0,8,-1.5806815403594743,-0.7323137078464231
PIT,0.33,W2,1.0,5,8,0.1625715281223794,4.231169644060206,-3.3747748172764904,3.6999178735212492,0.9781560855355952,4.138744336270968,4,4,-0.6805233875277031,1.0152491690163952
PIT,0.33,W2,1.0,20,8,1.0946725288603782,6.675100082834763,-4.485850794361701,6.675195852082458,0.9781560855355952,6.529289767583979,7,1,-0.2691151603348274,2.939423069873805
PIT,0.33,W2,1.0,60,8,-1.8700716420153454,7.75525973534957,-8.353631033440083,4.613487749409392,0.9781560855355952,7.585854505041351,0,8,-4.0509517988615125,-0.6477080657649018
PIT,0.33,W2,1.5,1,7,-1.3647528566457692,2.3726269149830923,-3.5590667713128403,0.829561058021302,1.0666533234015663,2.530770384058721,0,7,-1.866515868601006,-0.8767533973357794
PIT,0.33,W2,1.5,5,7,-0.09240661078507705,4.5033098979853365,-4.257273623295382,4.072460401725228,1.0666533234015663,4.803470468993227,3,4,-1.1185137021947493,0.8598876137733652
PIT,0.33,W2,1.5,20,7,0.7478436019059825,7.1316486027072035,-5.847831286806097,7.343518490618062,1.0666533234015663,7.606996683409775,6,1,-0.90104685664749,2.842247745262581
PIT,0.33,W2,1.5,60,7,-1.4855827013663376,8.29387120300468,-9.15613422056268,6.184968817830006,1.0666533234015663,8.846685282549489,1,6,-3.965861394245364,0.0045896277006812385
PIT,0.5,W1,0.5,1,10,-0.5772600723964284,3.162457040750954,-2.839545556333175,1.6850254115403183,0.8528375122385506,2.6970619951953325,0,10,-1.335568024990625,-0.16442790127317508
PIT,0.5,W1,0.5,5,10,1.0678785932811217,4.549742627669535,-2.1868112158113986,4.322568402373642,0.8528375122385506,3.880191183907373,10,0,0.39630560414600385,1.8316619878829943
PIT,0.5,W1,0.5,20,10,1.2127230454214233,5.936137183556388,-3.03373368362489,5.459179774467737,0.8528375122385506,5.062560467930987,10,0,0.16511601122082395,2.660645745827538
PIT,0.5,W1,0.5,60,10,-2.2774738149393228,8.044198055109842,-8.031946446657937,3.4769988167792922,0.8528375122385506,6.860393857274065,0,10,-4.01898084503345,-1.1064572895048588
PIT,0.5,W1,1.0,1,10,-0.5772600723964284,3.162457040750954,-2.839545556333175,1.6850254115403183,0.8528375122385506,2.6970619951953325,0,10,-1.335568024990625,-0.16442790127317508
PIT,0.5,W1,1.0,5,10,1.0678785932811217,4.549742627669535,-2.1868112158113986,4.322568402373642,0.8528375122385506,3.880191183907373,10,0,0.39630560414600385,1.8316619878829943
PIT,0.5,W1,1.0,20,10,1.2127230454214233,5.936137183556388,-3.03373368362489,5.459179774467737,0.8528375122385506,5.062560467930987,10,0,0.16511601122082395,2.660645745827538
PIT,0.5,W1,1.0,60,10,-2.2774738149393228,8.044198055109842,-8.031946446657937,3.4769988167792922,0.8528375122385506,6.860393857274065,0,10,-4.01898084503345,-1.1064572895048588
PIT,0.5,W1,1.5,1,8,-1.5348848932247514,2.248716008842182,-3.4148585234204782,0.3450887369709752,0.9781560855355952,2.1995952486902954,0,8,-1.9892720515548088,-1.1409042190417575
PIT,0.5,W1,1.5,5,8,0.5416189023005406,4.5385672360557505,-3.2527182612651986,4.33595606586628,0.9781560855355952,4.439427161560398,6,2,-0.24732638846694752,1.4484461680771508
PIT,0.5,W1,1.5,20,8,0.8445391197317893,6.608285622203596,-4.68012591653523,6.369204155998808,0.9781560855355952,6.463934796315824,7,1,-0.5549819136246433,2.653556316583989
PIT,0.5,W1,1.5,60,8,-2.9019626816767325,8.660857785916805,-10.14262098996276,4.3386956266092955,0.9781560855355952,8.471670749252864,0,8,-5.230255844188812,-1.4855827013663376
PIT,0.5,W2,0.5,1,8,-1.16178788445475,2.2704014290321055,-3.0598909796235843,0.736315210714084,0.9781560855355952,2.220806974416466,0,8,-1.5628754701033785,-0.7145076375903274
PIT,0.5,W2,0.5,5,8,-0.1766308820732282,4.176055024690533,-3.6679002525913935,3.3146384884449374,0.9781560855355952,4.0848336359325454,3,5,-1.0681832848941117,0.6275892716499865
PIT,0.5,W2,0.5,20,8,0.7729792290229588,6.603006366594422,-4.74727223910416,6.293230697150078,0.9781560855355952,6.458770860314613,7,1,-0.6367646458633068,2.5717735843453258
