quarter,region,value,halfwidth_pp,total_yoy,nights_m,index_z,global_z,relative_z,relative_z_chg1q,relative_z_chg2q,ix,relative_z_lag1,relative_z_chg2q_lag1,relative_z_lag2,relative_z_chg2q_lag2,diff_pp
3Q22,apac,65.0,0.5,25.094102885821833,99.7,-0.7466044779520634,-0.7994990543145093,0.0528945763624459,-0.0938249247422061,-0.1140906216584058,14,0.146719501104652,-0.2126338467352183,0.1669851980208517,0.0093167431696393,39.90589711417817
3Q22,emea,20.0,0.5,25.094102885821833,99.7,-0.8713888701578778,-0.7994990543145093,-0.0718898158433685,-0.1276240290154621,-0.4731857912247487,14,0.0557342131720935,-0.238233425733093,0.4012959753813801,0.0462172945165836,-5.094102885821833
3Q22,latam,33.0,0.5,25.094102885821833,99.7,-0.8464016083565409,-0.7994990543145093,-0.0469025540420315,0.0158043228329713,0.3508119899199862,14,-0.0627068768750029,0.9125860588499136,-0.3977145439620178,0.0353273727106521,7.905897114178167
3Q22,na,20.0,0.5,25.094102885821833,99.7,-0.6982526424411972,-0.7994990543145093,0.1012464118733121,0.206258845525973,0.4944341858254972,14,-0.1050124336526609,-0.102580876530018,-0.3931877739521851,-0.087217530518602,-5.094102885821833
4Q22,apac,40.0,0.5,20.163487738419605,88.2,-0.762246069003598,-0.7990817026379279,0.0368356336343298,-0.016058942728116,-0.1098838674703222,15,0.0528945763624459,-0.1140906216584058,0.146719501104652,-0.2126338467352183,19.836512261580395
4Q22,emea,25.0,0.5,20.163487738419605,88.2,-1.0623703708664591,-0.7990817026379279,-0.2632886682285313,-0.1913988523851628,-0.3190228814006249,15,-0.0718898158433685,-0.4731857912247487,0.0557342131720935,-0.238233425733093,4.8365122615803955
4Q22,latam,23.0,0.5,20.163487738419605,88.2,-0.4973003008179337,-0.7990817026379279,0.3017814018199942,0.3486839558620258,0.3644882786949971,15,-0.0469025540420315,0.3508119899199862,-0.0627068768750029,0.9125860588499136,2.8365122615803955
1Q23,apac,48.0,0.5,18.609206660137122,121.1,-0.6456787248276092,-0.4970114182288663,-0.148667306598743,-0.1855029402330729,-0.2015618829611889,16,0.0368356336343298,-0.1098838674703222,0.0528945763624459,-0.1140906216584058,29.390793339862878
1Q23,emea,21.0,0.5,18.609206660137122,121.1,-0.6503430991591989,-0.4970114182288663,-0.1533316809303325,0.1099569872981988,-0.081441865086964,16,-0.2632886682285313,-0.3190228814006249,-0.0718898158433685,-0.4731857912247487,2.390793339862878
1Q23,latam,22.0,0.5,18.609206660137122,121.1,-0.2897025990624264,-0.4970114182288663,0.2073088191664398,-0.0944725826535543,0.2542113732084714,16,0.3017814018199942,0.3644882786949971,-0.0469025540420315,0.3508119899199862,3.390793339862878
2Q23,apac,24.0,0.5,10.993249758919955,115.1,-0.0827922776486334,-0.186271502120985,0.1034792244723515,0.2521465310710946,0.0666435908380216,17,-0.148667306598743,-0.2015618829611889,0.0368356336343298,-0.1098838674703222,13.006750241080045
2Q23,latam,22.0,0.5,10.993249758919955,115.1,-0.1343985802551757,-0.186271502120985,0.0518729218658092,-0.1554358973006305,-0.2499084799541849,17,0.2073088191664398,0.2542113732084714,0.3017814018199942,0.3644882786949971,11.006750241080045
3Q23,apac,27.0,0.5,13.54062186559679,113.2,-0.0888758644996668,0.0148995565268715,-0.1037754210265383,-0.2072546454988899,0.0448918855722046,18,0.1034792244723515,0.0666435908380216,-0.148667306598743,-0.2015618829611889,13.45937813440321
3Q23,latam,24.0,0.5,13.54062186559679,113.2,0.3477577415404844,0.0148995565268715,0.3328581850136129,0.2809852631478036,0.125549365847173,18,0.0518729218658092,-0.2499084799541849,0.2073088191664398,0.2542113732084714,10.45937813440321
4Q23,apac,22.0,0.5,12.01814058956916,98.8,-0.1402868844966433,-0.010863282255688,-0.1294236022409553,-0.0256481812144169,-0.2329028267133068,19,-0.1037754210265383,0.0448918855722046,0.1034792244723515,0.0666435908380216,9.98185941043084
4Q23,latam,22.0,0.5,12.01814058956916,98.8,0.099831207016559,-0.010863282255688,0.110694489272247,-0.2221636957413659,0.0588215674064377,19,0.3328581850136129,0.125549365847173,0.0518729218658092,-0.2499084799541849,9.98185941043084
1Q24,apac,21.0,0.5,9.496284062758043,132.6,0.0928651526753493,0.0896889319592247,0.0031762207161246,0.1325998229570799,0.1069516417426629,20,-0.1294236022409553,-0.2329028267133068,-0.1037754210265383,0.0448918855722046,11.503715937241957
1Q24,latam,19.0,0.5,9.496284062758043,132.6,0.2867565888173283,0.0896889319592247,0.1970676568581035,0.0863731675858565,-0.1357905281555093,20,0.110694489272247,0.0588215674064377,0.3328581850136129,0.125549365847173,9.503715937241957
2Q24,apac,19.0,0.5,8.688097306689846,125.1,0.243701079334749,0.1388531445088831,0.1048479348258658,0.1016717141097412,0.2342715370668212,21,0.0031762207161246,0.1069516417426629,-0.1294236022409553,-0.2329028267133068,10.311902693310154
2Q24,latam,17.0,0.5,8.688097306689846,125.1,0.3338919697146266,0.1388531445088831,0.1950388252057434,-0.0020288316523601,0.0843443359334964,21,0.1970676568581035,-0.1357905281555093,0.110694489272247,0.0588215674064377,8.311902693310154
3Q24,apac,19.0,0.5,8.480565371024728,122.8,0.2296746000622976,0.2003374334810934,0.0293371665812041,-0.0755107682446617,0.0261609458650795,22,0.1048479348258658,0.2342715370668212,0.0031762207161246,0.1069516417426629,10.519434628975272
3Q24,latam,15.0,0.5,8.480565371024728,122.8,0.1200792654817669,0.2003374334810934,-0.0802581679993265,-0.27529699320507,-0.2773258248574301,22,0.1950388252057434,0.0843443359334964,0.1970676568581035,-0.1357905281555093,6.519434628975272
4Q24,apac,21.0,1.0,12.348178137651832,111.0,0.2979060679020971,0.3086616849890364,-0.0107556170869392,-0.0400927836681434,-0.1156035519128051,23,0.0293371665812041,0.0261609458650795,0.1048479348258658,0.2342715370668212,8.651821862348168
4Q24,emea,11.0,1.0,12.348178137651832,111.0,0.2500127649656847,0.3086616849890364,-0.0586489200233516,-0.1022732900418194,0.0097161149560495,23,0.0436243700184677,0.1080071205999866,-0.0683650349794012,0.0201796179372702,-1.348178137651832
4Q24,latam,21.0,1.0,12.348178137651832,111.0,0.2453540846098733,0.3086616849890364,-0.0633076003791631,0.0169505676201634,-0.2583464255849065,23,-0.0802581679993265,-0.2773258248574301,0.1950388252057434,0.0843443359334964,8.651821862348168
4Q24,na,5.0,1.0,12.348178137651832,111.0,0.4294167021237605,0.3086616849890364,0.1207550171347241,0.147309610201258,0.1854358678957388,23,-0.0265545930665338,-0.0002901659095079,-0.0646808507610147,-0.1793113180987647,-7.348178137651832
1Q25,apac,15.0,1.0,7.918552036199089,143.1,0.1275648257345197,0.1171648273406448,0.0103999983938748,0.0211556154808141,-0.0189371681873292,24,-0.0107556170869392,-0.1156035519128051,0.0293371665812041,0.0261609458650795,7.081447963800911
1Q25,emea,5.0,1.0,7.918552036199089,143.1,0.1347002097498702,0.1171648273406448,0.0175353824092253,0.0761843024325771,-0.0260889876092423,24,-0.0586489200233516,0.0097161149560495,0.0436243700184677,0.1080071205999866,-2.918552036199089
1Q25,latam,21.0,1.0,7.918552036199089,143.1,-0.0927914091435646,0.1171648273406448,-0.2099562364842095,-0.1466486361050463,-0.1296980684848829,24,-0.0633076003791631,-0.2583464255849065,-0.0802581679993265,-0.2773258248574301,13.081447963800912
1Q25,na,2.0,1.0,7.918552036199089,143.1,0.2085616012099555,0.1171648273406448,0.0913967738693107,-0.0293582432654134,0.1179513669358445,24,0.1207550171347241,0.1854358678957388,-0.0265545930665338,-0.0002901659095079,-5.918552036199089
2Q25,apac,15.0,1.0,7.434052757793785,134.4,0.0453333448828463,0.0546444842937305,-0.0093111394108842,-0.019711137804759,0.001444477676055,25,0.0103999983938748,-0.0189371681873292,-0.0107556170869392,-0.1156035519128051,7.565947242206215
2Q25,emea,5.0,1.0,7.434052757793785,134.4,0.0777286975562486,0.0546444842937305,0.023084213262518,0.0055488308532926,0.0817331332858697,25,0.0175353824092253,-0.0260889876092423,-0.0586489200233516,0.0097161149560495,-2.4340527577937854
2Q25,latam,18.0,1.0,7.434052757793785,134.4,0.0024197449154463,0.0546444842937305,-0.0522247393782841,0.1577314971059253,0.0110828610008789,25,-0.2099562364842095,-0.1296980684848829,-0.0633076003791631,-0.2583464255849065,10.565947242206214
2Q25,na,2.0,1.0,7.434052757793785,134.4,0.0571539514321126,0.0546444842937305,0.002509467138382,-0.0888873067309287,-0.1182455499963421,25,0.0913967738693107,0.1179513669358445,0.1207550171347241,0.1854358678957388,-5.434052757793785
3Q25,apac,15.0,1.0,8.794788273615639,133.6,0.085846677060705,0.0256571261428423,0.0601895509178627,0.0695006903287469,0.0497895525239878,26,-0.0093111394108842,0.001444477676055,0.0103999983938748,-0.0189371681873292,6.205211726384361
3Q25,emea,5.0,1.0,8.794788273615639,133.6,0.0362834936139256,0.0256571261428423,0.0106263674710832,-0.0124578457914348,-0.0069090149381421,26,0.023084213262518,0.0817331332858697,0.0175353824092253,-0.0260889876092423,-3.794788273615639
3Q25,latam,21.0,1.0,8.794788273615639,133.6,-0.0338061685937946,0.0256571261428423,-0.059463294736637,-0.0072385553583528,0.1504929417475724,26,-0.0522247393782841,0.0110828610008789,-0.2099562364842095,-0.1296980684848829,12.205211726384361
3Q25,na,5.0,1.0,8.794788273615639,133.6,0.0185018543502919,0.0256571261428423,-0.0071552717925503,-0.0096647389309323,-0.098552045661861,26,0.002509467138382,-0.1182455499963421,0.0913967738693107,0.1179513669358445,-3.794788273615639
4Q25,apac,15.0,1.0,9.81981981981983,121.9,0.179116005455099,0.1331430065072841,0.0459729989478148,-0.0142165519700478,0.055284138358699,27,0.0601895509178627,0.0497895525239878,-0.0093111394108842,0.001444477676055,5.1801801801801695
4Q25,emea,8.0,1.0,9.81981981981983,121.9,0.143977491761432,0.1331430065072841,0.0108344852541478,0.0002081177830646,-0.0122497280083702,27,0.0106263674710832,-0.0069090149381421,0.023084213262518,0.0817331332858697,-1.8198198198198305
4Q25,latam,18.0,1.0,9.81981981981983,121.9,0.4298285760642086,0.1331430065072841,0.2966855695569244,0.3561488642935614,0.3489103089352086,27,-0.059463294736637,0.1504929417475724,-0.0522247393782841,0.0110828610008789,8.18018018018017
4Q25,na,5.0,1.0,9.81981981981983,121.9,-0.0713455802315859,0.1331430065072841,-0.2044885867388701,-0.1973333149463197,-0.2069980538772521,27,-0.0071552717925503,-0.098552045661861,0.002509467138382,-0.1182455499963421,-4.8198198198198305
1Q26,apac,18.0,1.0,9.15443745632425,156.2,0.2320544467500034,0.223763074486838,0.0082913722631654,-0.0376816266846494,-0.0518981786546973,28,0.0459729989478148,0.055284138358699,0.0601895509178627,0.0497895525239878,8.84556254367575
1Q26,emea,5.0,1.0,9.15443745632425,156.2,0.0902869636576626,0.223763074486838,-0.1334761108291753,-0.1443105960833232,-0.1441024783002586,28,0.0108344852541478,-0.0122497280083702,0.0106263674710832,-0.0069090149381421,-4.154437456324249
1Q26,latam,18.0,1.0,9.15443745632425,156.2,0.7888883428090468,0.223763074486838,0.5651252683222089,0.2684396987652844,0.6245885630588459,28,0.2966855695569244,0.3489103089352086,-0.059463294736637,0.1504929417475724,8.84556254367575
