month,q,mix_pp,region_growth_pct,n_countries,share_imputed_price,mix_pp_d12
2019-01,2019Q1,-0.03068625645954448,18.46928273596111,18,0.028005125139187396,
2019-02,2019Q1,-0.16806531249589085,17.347817217241328,18,0.03354827890685843,
2019-03,2019Q1,-0.21065280226008065,0.996476562987096,18,0.02627722527561175,
2019-04,2019Q2,-0.25137319259228574,36.344460340230015,18,0.01959667873103905,
2019-05,2019Q2,-0.21701240691567314,6.073947066112543,18,0.01970247932407619,
2019-06,2019Q2,-0.4632358446114426,24.229076055345505,18,0.02035386999019713,
2019-07,2019Q3,-0.05302096809616241,12.839442158581235,18,0.017872766935271855,
2019-08,2019Q3,-0.23533254784811053,15.582640678543974,18,0.016510004798979697,
2019-09,2019Q3,-0.2978818963387586,10.783073580520657,18,0.01975835737135897,
2019-10,2019Q4,-0.6895737477961239,16.775139142038796,18,0.021860862029683632,
2019-11,2019Q4,-0.6173902635048467,15.693796364048898,18,0.019926178920090926,
2019-12,2019Q4,-0.43125322035308944,15.864207312726583,18,0.025246977304806687,
2020-01,2020Q1,-0.5854213820377874,21.333430815476024,18,0.027590234952190842,-0.5547351255782429
2020-02,2020Q1,-0.18812889216341944,26.485378770815444,18,0.031387762479288796,-0.020063579667528586
2020-03,2020Q1,1.136776627801317,-50.84975288914657,18,0.027441633759796937,1.3474294300613976
2020-04,2020Q2,2.8831521833464047,-92.98553330813043,18,0.019178271921130814,3.1345253759386904
2020-05,2020Q2,3.3094443717748057,-85.2887283257598,18,0.020906942912841134,3.526456778690479
2020-06,2020Q2,2.258773283966331,-71.57320726649105,18,0.020509429904693847,2.7220091285777737
2020-07,2020Q3,2.3930047309287605,-36.34964662944814,18,0.018643728381251338,2.446025699024923
2020-08,2020Q3,1.0770190813126579,-23.378317383338914,18,0.01713449807379734,1.3123516291607684
2020-09,2020Q3,0.7541836226928167,-42.74871575225062,18,0.02079413176870367,1.0520655190315753
2020-10,2020Q4,1.2343757045055082,-49.612363939199724,18,0.022624128288481385,1.923949452301632
2020-11,2020Q4,1.5598308149913143,-71.76833258238963,18,0.020476350692769207,2.177221078496161
2020-12,2020Q4,4.762218019942788,-66.06129473352792,18,0.025662938055061053,5.193471240295877
2021-01,2021Q1,4.451201821211459,-65.33785840154181,18,0.02906153454426945,5.036623203249246
2021-02,2021Q1,4.3928229738830815,-62.70970644179956,18,0.034316128475544445,4.580951866046501
2021-03,2021Q1,3.4866296075424463,-19.101862761537124,18,0.030854491338026237,2.3498529797411294
2021-04,2021Q2,2.2686054629597496,254.87671354815737,18,0.043976483726350206,-0.614546720386655
2021-05,2021Q2,0.9616901061140659,244.02481581057148,18,0.04279893096216472,-2.3477542656607397
2021-06,2021Q2,0.35272005149025176,89.60714951135202,18,0.022615781339701053,-1.9060532324760793
2021-07,2021Q3,-0.7032863082798824,35.98397254148003,18,0.020515111499503084,-3.096291039208643
2021-08,2021Q3,-0.25525803778733147,19.337195433688212,18,0.014888473688143875,-1.3322771190999894
2021-09,2021Q3,-0.02027028464244296,45.454457605916815,18,0.022528405394180606,-0.7744539073352597
2021-10,2021Q4,0.2398072857643374,79.28487837763865,18,0.02870235869305299,-0.9945684187411707
2021-11,2021Q4,-0.27877121396591154,231.05194123867022,18,0.04291798705086338,-1.8386020289572258
2021-12,2021Q4,-2.345573500770748,148.7944325940259,18,0.05536431985631547,-7.107791520713535
2022-01,2022Q1,-2.4343491009592877,151.42345927906564,18,0.057987016188860326,-6.885550922170747
2022-02,2022Q1,-2.9709802526579066,151.5378008642316,18,0.06444611734271438,-7.363803226540988
2022-03,2022Q1,-4.229968933338202,169.24389969311616,18,0.04774442654020114,-7.716598540880648
2022-04,2022Q2,-4.144423002682096,343.9794876285344,18,0.057931931827160575,-6.413028465641846
2022-05,2022Q2,-3.6098788748228694,127.26833780633142,18,0.02929433373486901,-4.571568980936935
2022-06,2022Q2,-2.47461531630756,103.29733700105812,18,0.019761105311694706,-2.827335367797812
