quarter,origin,origin_date,variant,pred_pp,disclosed_pp,half_width,err_pp,interval_err_pp,obs_frac,n_train,naive_pp,beta_na,beta_emea,beta_latam,beta_apac,sigma_map,shares_fy
1Q23,O2,2023-03-01,V0_translation,-2.2171049015513833,-2.8,0.5,0.5828950984486165,0.08289509844861653,0.5846153846153846,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O2,2023-03-01,V1_passthrough,-3.0872536221563496,-2.8,0.5,-0.28725362215634975,0.0,0.5846153846153846,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O2,2023-03-01,V2_eur_ols,-2.779446013272419,-2.8,0.5,0.02055398672758102,0.0,0.5846153846153846,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O2,2023-03-01,V3_usd_broad_ols,-4.586776477714937,-2.8,0.5,-1.7867764777149375,-1.2867764777149375,0.5846153846153846,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O2,2023-03-01,naive_last_disclosed,-5.5,-2.8,0.5,-2.7,-2.2,0.5846153846153846,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O2,2023-03-01,zero,0.0,-2.8,0.5,2.8,2.3,0.5846153846153846,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O3,2023-05-08,V0_translation,-2.1903426266242794,-2.8,0.5,0.6096573733757205,0.10965737337572046,1.0,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O3,2023-05-08,V1_passthrough,-3.0304697729835253,-2.8,0.5,-0.23046977298352544,0.0,1.0,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O3,2023-05-08,V2_eur_ols,-2.669570837292487,-2.8,0.5,0.1304291627075127,0.0,1.0,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O3,2023-05-08,V3_usd_broad_ols,-4.586104378182979,-2.8,0.5,-1.786104378182979,-1.286104378182979,1.0,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O3,2023-05-08,naive_last_disclosed,-5.5,-2.8,0.5,-2.7,-2.2,1.0,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
1Q23,O3,2023-05-08,zero,0.0,-2.8,0.5,2.8,2.3,1.0,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
2Q23,O1,2023-03-31,V0_translation,-0.5416706981543822,-0.6,0.5,0.0583293018456178,0.0,0.0,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
2Q23,O1,2023-03-31,V1_passthrough,-0.5569951330150422,-0.6,0.5,0.04300486698495776,0.0,0.0,3,-5.5,1.0232857583810315,1.4256175292801545,0.9568655494741118,1.0801374240432324,0.2783100767033427,2022
