quarter,in_disclosed_7,disclosed_exfx_emea_pct,basis,our_emea_mix_pp,global_unit_size_pp,global_los_pp,implied_within_country_price_pp,implied_price_ex_sizelos_pp,hicp_ea_cp112_pct,hicp_eu27_cp112_pct,hicp_emea_panelwtd_pct,hicp_emea_panelwtd_inclTR_pct,panel_hicp_coverage_pct,m2_rome_yoy_pct,m2_paris_yoy_pct,m2_median_yoy_pct,resid_vs_hicp_ea_pp,resid_vs_panel_pp,resid_ex_sizelos_vs_panel_pp,resid_vs_m2_pp,resid_zeromix_vs_panel_pp,resid_zeromix_ex_sizelos_vs_panel_pp
1Q24,False,5.0172,constructed (reported less modelled FX),-0.5527288744967218,0.9633505413705318,0.2125302124850181,5.569928874496721,4.3940481206411715,5.3,5.633333333333333,5.970320741925222,7.038721945648321,92.94378215117824,19.999999999999996,,19.999999999999996,0.2699288744967214,-0.4003918674285005,-1.5762726212840503,-14.430071125503275,-0.9531207419252219,-2.1290014957807717
2Q24,False,4.61,constructed (reported less modelled FX),-0.1849538439945619,0.7721595803184097,0.2316928734386047,4.794953843994562,3.7911013902375474,5.466666666666666,5.433333333333334,5.669581451154535,6.514688126395717,95.58348665577905,11.9718309859155,,11.9718309859155,-0.6717128226721041,-0.8746276071599732,-1.8784800609169876,-7.176877141920937,-1.0595814511545347,-2.063433904911549
3Q24,False,4.6137,constructed (reported less modelled FX),0.2105153467409026,0.8903157468661863,0.2526948668717388,4.403184653259097,3.260174039521172,4.966666666666666,4.933333333333334,4.6895643311519475,5.2861050572854476,95.70053148692834,6.849315068493156,,6.849315068493156,-0.5634820134075689,-0.28637967789285046,-1.4293902916307757,-2.446130415234059,-0.0758643311519478,-1.218874944889873
4Q24,True,6.0,disclosed whole point,-0.6165684150288397,0.7066747659259102,0.4315510396297295,6.61656841502884,5.4783426094732,5.066666666666666,5.233333333333333,4.909580490708741,5.7746360995718575,93.88978377247861,-0.8695652173912993,21.138211382113823,10.134323082361263,1.5499017483621733,1.7069879243200985,0.5687621187644591,-3.517754667332423,1.0904195092912587,-0.0478062962643806
1Q25,True,4.0,disclosed whole point,-0.2009563099002353,0.6690991824547088,0.2787347156817832,4.200956309900235,3.253122411763743,4.533333333333334,4.866666666666667,4.170757996952063,5.109918052904413,92.12683957819632,-10.144927536231885,-4.0000000000000036,-7.072463768115944,-0.33237702343309916,0.030198312948171768,-0.9176355851883202,11.27342007801618,-0.17075799695206317,-1.1185918950885552
2Q25,True,3.0,disclosed whole point,-0.5089050635321835,0.7324103132323075,0.3484146139979049,3.5089050635321835,2.428080136301971,3.966666666666667,4.533333333333333,3.6006071212255115,4.2520444099404475,95.37023448895398,-6.91823899371069,3.8961038961038863,-1.511067548803402,-0.45776160313448333,-0.09170205769332807,-1.1725269849235405,5.019972612335586,-0.6006071212255115,-1.681432048455724
3Q25,True,4.0,disclosed whole point,0.1720687118009101,0.7481509563315145,0.3076491557727268,3.82793128819909,2.772131176094849,2.8333333333333335,3.3000000000000003,2.611555193219739,3.195613646304016,95.39449858983538,-7.692307692307687,,-7.692307692307687,0.9945979548657564,1.216376094979351,0.16057598287510988,11.520238980506777,1.388444806780261,0.33264469467602
4Q25,True,4.0,disclosed whole point,-0.062853344507574,0.8224227396698655,0.2210184783094426,4.062853344507574,3.019412126528266,3.3333333333333335,3.733333333333333,2.878846891621394,3.5613785473658006,93.56535389413092,,,,0.7295200111742406,1.1840064528861802,0.14056523490687223,,1.1211531083786062,0.07771189039929816
1Q26,True,4.0,disclosed whole point,-0.2840655080508458,0.9450489445563696,0.3,4.284065508050846,3.0390165634944766,3.933333333333333,4.0,4.326576848116362,5.045411035523161,91.87688819092826,,,,0.3507321747175127,-0.04251134006551638,-1.2875602846218857,,-0.32657684811636223,-1.5716257926727315
2Q26,True,5.0,disclosed whole point,0.4313716521891164,0.7004681684496338,0.3,4.568628347810884,3.56816017936125,4.266666666666667,4.5,4.016473082774287,4.487852716424369,94.98461395378155,,,,0.30196168114421695,0.5521552650365962,-0.4483129034130373,,0.9835269172257126,-0.016941251223920872
