window,origin,variant,n,rmse_pp,rmse_naive_pp,ratio_vs_naive,ratio_boot90_lo,ratio_boot90_hi,interval_rmse_pp,interval_rmse_naive_pp,interval_ratio,bias_pp,mean_obs_frac,pass_line_0.75
W1,O1,V0_translation,13,1.3128158209589265,3.0017943351884107,0.4373436932602267,0.1887979230440953,0.7280639654350699,0.9676643680407941,2.640294272643458,0.3664986808731628,-0.03431553830185278,0.0,True
W1,O1,V1_passthrough,13,1.4923509687729326,3.0017943351884107,0.49715296990167174,0.2928960954443524,0.7806273119629399,1.141871865343939,2.640294272643458,0.432479014621616,0.25773152023140633,0.0,True
W1,O1,V2_eur_ols,13,1.1980284895074544,3.0017943351884107,0.39910412097978026,0.253799211726582,0.6042350275106223,0.8630778068989335,2.640294272643458,0.32688697462303,-0.4615935270969044,0.0,True
W1,O1,V3_usd_broad_ols,13,1.7615529408944042,3.0017943351884107,0.5868333217384923,0.3644101269403658,0.8927128187061384,1.395335918765277,2.640294272643458,0.5284774251198405,-0.6353150192382123,0.0,True
W1,O1,naive_last_disclosed,13,3.0017943351884107,3.0017943351884107,1.0,1.0,1.0,2.640294272643458,2.640294272643458,1.0,-1.123076923076923,0.0,False
W1,O1,zero,13,2.2258965350203015,3.0017943351884107,0.7415219986683701,0.4868485388062781,1.0224727121691715,1.8684629635488754,2.640294272643458,0.7076722405181652,-1.0846153846153848,0.0,True
W1,O2,V0_translation,14,0.7237997812028271,2.1057743740215176,0.34372143100048524,0.27095527906766587,0.43844202400773713,0.3690973392732557,1.753058551707354,0.21054478694609557,0.11260934361419775,0.58661911005661,True
W1,O2,V1_passthrough,14,0.7896357497576757,2.1057743740215176,0.3749859241803115,0.3138097336666423,0.45560197687285464,0.5112311562414649,1.753058551707354,0.291622408015729,0.2852344701397426,0.58661911005661,True
W1,O2,V2_eur_ols,14,0.5685616718764237,2.1057743740215176,0.2700012303742727,0.19487245782145723,0.3890330185367575,0.2740910035015181,1.753058551707354,0.1563501705260061,-0.3307856155137526,0.58661911005661,True
W1,O2,V3_usd_broad_ols,14,1.1206023290764813,2.1057743740215176,0.5321568839003407,0.3877242591075722,0.7412732325594159,0.7373613325268997,1.753058551707354,0.42061420698627683,-0.5160814145113272,0.58661911005661,True
W1,O2,naive_last_disclosed,14,2.1057743740215176,2.1057743740215176,1.0,1.0,1.0,1.753058551707354,1.753058551707354,1.0,-0.4857142857142857,0.58661911005661,False
W1,O2,zero,14,2.271720556255607,2.1057743740215176,1.0788053004544702,0.797135924572744,1.3771054762737531,1.902535901669889,1.753058551707354,1.085266604368094,-0.8071428571428572,0.58661911005661,False
