item,value
pairs in primary window,94.0
markets in primary window,92.0
median span (days),275.0
mean y_med (annualised %),52.010533165141965
median y_med (annualised %),51.291407613780954
median y_lfl same-listing (annualised %),50.647023126722004
sd of y_med across markets,26.6548784966408
mean x_util (annualised %),0.7550208705436491
sd of x_util across markets,7.661402856417335
"raw corr(y_med, x_util)",-0.09668561353332569
R2 of the fixed effects alone,0.44563913592713933
R2 of M2 (FE + x_util),0.44617083488441833
R2 added by x_util,0.0005316989572790032
M2 elasticity b,0.08289400619632686
M2 95% CI upper bound on b,0.7051912452611422
v1b NA quarterly beta (comparator),0.32
is v1b beta inside the panel CI?,1.0
carried core 2Q26 (pp),3.85
core 2023-25 mean (pp),2.272360889078625
