region,quarter,country,series,share_base,cpi_yoy_pct
APAC,1Q22,australia,abs_cpi_30033_Q,0.6054688969248873,4.102371095220181
APAC,1Q22,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3755474001515257,7.267221801665413
APAC,1Q23,australia,abs_cpi_30033_Q,0.650172666231266,17.16076162930826
APAC,1Q23,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.32334899921884,12.279463655610437
APAC,1Q24,australia,abs_cpi_30033_Q,0.5150012760190189,-3.877802921209628
APAC,1Q24,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.4067601753225355,10.622250157133871
APAC,1Q25,australia,abs_cpi_30033_Q,0.4859598772245921,1.680042803638293
APAC,1Q25,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.4085184341150414,-0.3409090909090917
APAC,1Q26,australia,abs_cpi_30033_Q,0.5027375191395973,3.799200168385597
APAC,1Q26,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3792642715741848,2.793614595210947
APAC,2Q22,australia,abs_cpi_30033_Q,0.6251042083951366,7.538325098188259
APAC,2Q22,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3582982363067462,6.997742663656892
APAC,2Q23,australia,abs_cpi_30033_Q,0.6496943332179874,12.170122525918936
APAC,2Q23,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3086781353502397,14.064697609001398
APAC,2Q24,australia,abs_cpi_30033_Q,0.559297965205631,-0.9767881525049816
APAC,2Q24,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3332021884797442,3.637484586929718
APAC,2Q25,australia,abs_cpi_30033_Q,0.5660149429487961,1.050063640220622
APAC,2Q25,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3015288098428554,5.294467578822126
APAC,2Q26,australia,abs_cpi_30033_Q,0.5709347373416297,2.487666631678387
APAC,2Q26,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.2993479052376218,2.3163841807909646
APAC,3Q22,australia,abs_cpi_30033_Q,0.589051815058007,11.302923387096776
APAC,3Q22,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3843262001156738,10.131195335276978
APAC,3Q23,australia,abs_cpi_30033_Q,0.608215938936942,6.837993886561766
APAC,3Q23,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3296157371392481,8.471211118464584
APAC,3Q24,australia,abs_cpi_30033_Q,0.5510612640821296,1.3457666631344622
APAC,3Q24,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3364350136067057,1.4032946918852929
APAC,3Q25,australia,abs_cpi_30033_Q,0.5883278816616282,2.530322040987043
APAC,3Q25,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.2769721575002512,6.919374247894106
APAC,4Q22,australia,abs_cpi_30033_Q,0.6840890981959161,17.201340675125664
APAC,4Q22,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.2867327886593647,14.141414141414144
APAC,4Q23,australia,abs_cpi_30033_Q,0.5634696436394399,-2.635073026248591
APAC,4Q23,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3698898741634817,4.298356510745882
APAC,4Q24,australia,abs_cpi_30033_Q,0.5290658689984521,3.4196999895101277
APAC,4Q24,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3603440398773494,4.1212121212121255
APAC,4Q25,australia,abs_cpi_30033_Q,0.5414126148505664,3.996348514048065
APAC,4Q25,new-zealand,nz_cpi_CPIQ.SE9096_accommodation_services_nan,0.3329450386529705,6.984866123399303
EMEA,1Q22,austria,hicp_CP112_AT_RCH_A,0.0143734019471039,10.9
EMEA,1Q22,belgium,hicp_CP112_BE_RCH_A,0.0243831616644754,4.833333333333333
EMEA,1Q22,czech-republic,hicp_CP112_CZ_RCH_A,0.0154703619161309,7.566666666666666
EMEA,1Q22,denmark,hicp_CP112_DK_RCH_A,0.0053073504383806,10.033333333333331
EMEA,1Q22,france,hicp_CP112_FR_RCH_A,0.2510747787931827,5.466666666666666
EMEA,1Q22,germany,hicp_CP112_DE_RCH_A,0.0293436791714725,5.0
EMEA,1Q22,greece,hicp_CP112_EL_RCH_A,0.0568241395720242,14.133333333333333
EMEA,1Q22,hungary,hicp_CP112_HU_RCH_A,0.0163576089499028,6.7
EMEA,1Q22,ireland,hicp_CP112_IE_RCH_A,0.0438622669968301,10.566666666666666
EMEA,1Q22,italy,hicp_CP112_IT_RCH_A,0.0957420208261076,9.233333333333333
EMEA,1Q22,norway,hicp_CP112_NO_RCH_A,0.003250550496455,15.533333333333331
EMEA,1Q22,portugal,hicp_CP112_PT_RCH_A,0.0486050056864469,12.233333333333334
EMEA,1Q22,spain,hicp_CP112_ES_RCH_A,0.1550020567999419,14.766666666666667
EMEA,1Q22,sweden,hicp_CP112_SE_RCH_A,0.0061542680615265,14.333333333333334
EMEA,1Q22,switzerland,hicp_CP112_CH_RCH_A,0.0270691004121665,7.433333333333333
EMEA,1Q22,the-netherlands,hicp_CP112_NL_RCH_A,0.0157929972011389,6.1000000000000005
EMEA,1Q22,united-kingdom,ons_cpi_112_accommodation_index,0.0590664548028295,8.270630425566587
EMEA,1Q23,austria,hicp_CP112_AT_RCH_A,0.0159914295852482,10.666666666666666
EMEA,1Q23,belgium,hicp_CP112_BE_RCH_A,0.0180066994565392,15.366666666666667
EMEA,1Q23,czech-republic,hicp_CP112_CZ_RCH_A,0.0232290837228333,21.96666666666667
EMEA,1Q23,denmark,hicp_CP112_DK_RCH_A,0.008701144136787,12.533333333333331
EMEA,1Q23,france,hicp_CP112_FR_RCH_A,0.1225681363252818,2.066666666666667
EMEA,1Q23,germany,hicp_CP112_DE_RCH_A,0.0249862903924088,9.3
EMEA,1Q23,greece,hicp_CP112_EL_RCH_A,0.0396483549319782,7.466666666666666
EMEA,1Q23,hungary,hicp_CP112_HU_RCH_A,0.0400065874027806,22.633333333333336
EMEA,1Q23,ireland,hicp_CP112_IE_RCH_A,0.0575022538085544,13.9
EMEA,1Q23,italy,hicp_CP112_IT_RCH_A,0.1890958110569895,10.3
EMEA,1Q23,norway,hicp_CP112_NO_RCH_A,0.0038064322253027,6.966666666666666
EMEA,1Q23,portugal,hicp_CP112_PT_RCH_A,0.0926056403787417,20.966666666666665
EMEA,1Q23,spain,hicp_CP112_ES_RCH_A,0.1795882194148416,11.0
EMEA,1Q23,sweden,hicp_CP112_SE_RCH_A,0.0040797754850145,13.666666666666666
EMEA,1Q23,switzerland,hicp_CP112_CH_RCH_A,0.0105907779756639,4.733333333333333
EMEA,1Q23,the-netherlands,hicp_CP112_NL_RCH_A,0.0161425323809895,12.566666666666668
EMEA,1Q23,united-kingdom,ons_cpi_112_accommodation_index,0.0825123131800686,15.577165638949788
EMEA,1Q24,austria,hicp_CP112_AT_RCH_A,0.0196978364599566,6.333333333333333
EMEA,1Q24,belgium,hicp_CP112_BE_RCH_A,0.0196244106758898,9.466666666666669
EMEA,1Q24,czech-republic,hicp_CP112_CZ_RCH_A,0.0259193017755888,11.0
EMEA,1Q24,denmark,hicp_CP112_DK_RCH_A,0.0095683659804095,4.466666666666667
EMEA,1Q24,france,hicp_CP112_FR_RCH_A,0.1110844440353057,1.866666666666667
EMEA,1Q24,germany,hicp_CP112_DE_RCH_A,0.0250754532124328,4.6000000000000005
EMEA,1Q24,greece,hicp_CP112_EL_RCH_A,0.0357452059538447,1.1333333333333333
