region,quarter,q,mix_pp,region_growth_pct,n_countries,n_imputed,share_imputed
APAC,1Q16,2016Q1,-2.837866322248228,154.61333333333334,6,1,0.2070857142857143
APAC,2Q16,2016Q2,-2.4127856635165035,125.39952397143827,6,1,0.13022781366882014
APAC,3Q16,2016Q3,-2.447569274396577,121.51683867463336,6,1,0.12486420423682781
APAC,4Q16,2016Q4,-2.0646731618679692,109.07380903700674,6,1,0.19783275403802902
APAC,1Q17,2017Q1,-1.9743108351678362,92.33178117256216,6,1,0.2827383383710481
APAC,2Q17,2017Q2,-1.6714865368871124,94.5744389709907,6,1,0.19184455391351943
APAC,3Q17,2017Q3,-3.528003940514146,67.5420894036989,6,1,0.18522102120366019
APAC,4Q17,2017Q4,-2.3691179085633896,53.03236767126197,6,1,0.2679491036508751
APAC,1Q18,2018Q1,-2.2828572540023684,50.92806974427959,6,1,0.336963692100736
APAC,2Q18,2018Q2,-1.6307802344935673,43.11086244105187,6,1,0.250355686995444
APAC,3Q18,2018Q3,-0.6538879884966708,46.1709360928041,6,1,0.22916231771687592
APAC,4Q18,2018Q4,-1.883376170692297,49.24525718138056,6,1,0.30070681427954454
APAC,1Q19,2019Q1,-1.4452968486838857,39.03968719452591,6,1,0.3680156402737048
APAC,2Q19,2019Q2,-1.6724054788053944,34.41193391132329,6,1,0.272570373136588
APAC,3Q19,2019Q3,-1.4000634508340437,21.829774777247195,6,1,0.25899701776533657
APAC,4Q19,2019Q4,-0.5445802216544116,19.817780724796606,6,1,0.3336181173650251
APAC,1Q20,2020Q1,0.5127043560274824,2.8241591231239247,6,1,0.3767455902896823
APAC,2Q20,2020Q2,4.83357414771981,-69.58546904238872,6,1,0.29294470208553686
APAC,3Q20,2020Q3,2.412856554311449,-33.17650085298817,6,1,0.27334885862059627
APAC,4Q20,2020Q4,5.70880970015144,-33.313785810421074,6,1,0.3387137089021342
APAC,1Q21,2021Q1,8.416243852919457,-24.215631766178937,6,1,0.4015838791478513
APAC,2Q21,2021Q2,2.990520105177108,231.8325846301941,6,1,0.3657749077490775
APAC,3Q21,2021Q3,2.2812912596020363,-3.9807106971286146,6,1,0.4277292896695882
APAC,4Q21,2021Q4,4.453514564787686,-2.625721164766269,6,1,0.3882446087052456
APAC,1Q22,2022Q1,1.4122048845894852,12.21555341819491,6,1,0.3755474001515257
APAC,2Q22,2022Q2,-0.1772199954308329,16.68958349122484,6,1,0.35829823630674623
APAC,3Q22,2022Q3,-1.1149235790153589,95.76769979246758,6,1,0.3843262001156738
APAC,4Q22,2022Q4,-8.645382829770432,74.88434597500209,6,1,0.2867327886593647
APAC,1Q23,2023Q1,-9.810953678063672,53.34596848894637,6,1,0.32334899921884
APAC,2Q23,2023Q2,-7.370464187759984,18.132796150740692,6,1,0.30867813535023975
APAC,3Q23,2023Q3,-5.24905059243782,14.799396147358532,6,1,0.32961573713924813
APAC,4Q23,2023Q4,-3.698175133496928,16.51676057827394,6,1,0.36988987416348174
APAC,1Q24,2024Q1,-3.2583642533124735,21.7708666275189,6,1,0.4067601753225355
APAC,2Q24,2024Q2,-1.119753716335592,4.876129587508457,6,1,0.33320218847974425
APAC,3Q24,2024Q3,0.87638377659085,2.0800717042435806,6,1,0.33643501360670575
APAC,4Q24,2024Q4,-0.6876347542916994,8.657367103914321,6,1,0.3603440398773494
APAC,1Q25,2025Q1,-0.4018145800273931,-0.8225382604918144,6,1,0.4085184341150414
APAC,2Q25,2025Q2,-0.08172912851461822,4.715099281276647,6,1,0.3015288098428554
APAC,3Q25,2025Q3,-0.149467162245831,5.512151921796451,6,1,0.2769721575002512
APAC,4Q25,2025Q4,-0.016239630957037843,6.244245131807801,6,1,0.3329450386529705
APAC,1Q26,2026Q1,-1.0745625798778358,8.86372606686458,6,1,0.37926427157418485
APAC,2Q26,2026Q2,-0.8090038748235329,2.3029908813097584,6,1,0.29934790523762184
EMEA,1Q16,2016Q1,-0.15102313345766172,99.53952139231328,21,2,0.01524655547498187
EMEA,2Q16,2016Q2,0.671794238090273,62.78159335458614,21,2,0.014576597178576567
EMEA,3Q16,2016Q3,0.18637810802752952,58.68841690387562,21,2,0.015617473177140354
EMEA,4Q16,2016Q4,-0.08803202435604396,60.827061953629794,21,2,0.015317369821360699
